schema_version,record_type,id,unit_id,subject_id,relation_type,object_id,order,provenance
1.1.0,relation,O007-FREMLIN-V2-S212-REL-0001,O007-FREMLIN-V2-S212,O007-FREMLIN-V2-S212-SEG-212-INTRO,precedes,O007-FREMLIN-V2-S212-SEG-212A,1,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S212-REL-0002,O007-FREMLIN-V2-S212,O007-FREMLIN-V2-S212-SEG-212A,precedes,O007-FREMLIN-V2-S212-SEG-212B,2,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S212-REL-0003,O007-FREMLIN-V2-S212,O007-FREMLIN-V2-S212-SEG-212B,precedes,O007-FREMLIN-V2-S212-SEG-212C,3,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S212-REL-0004,O007-FREMLIN-V2-S212,O007-FREMLIN-V2-S212-SEG-212C,precedes,O007-FREMLIN-V2-S212-SEG-212CA,4,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S212-REL-0005,O007-FREMLIN-V2-S212,O007-FREMLIN-V2-S212-SEG-212CA,precedes,O007-FREMLIN-V2-S212-SEG-212CB,5,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S212-REL-0006,O007-FREMLIN-V2-S212,O007-FREMLIN-V2-S212-SEG-212CB,precedes,O007-FREMLIN-V2-S212-SEG-212CC,6,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S212-REL-0007,O007-FREMLIN-V2-S212,O007-FREMLIN-V2-S212-SEG-212CC,precedes,O007-FREMLIN-V2-S212-SEG-212CD,7,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S212-REL-0008,O007-FREMLIN-V2-S212,O007-FREMLIN-V2-S212-SEG-212CD,precedes,O007-FREMLIN-V2-S212-SEG-212D,8,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S212-REL-0009,O007-FREMLIN-V2-S212,O007-FREMLIN-V2-S212-SEG-212D,precedes,O007-FREMLIN-V2-S212-SEG-212E,9,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S212-REL-0010,O007-FREMLIN-V2-S212,O007-FREMLIN-V2-S212-SEG-212E,precedes,O007-FREMLIN-V2-S212-SEG-212F,10,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
