schema_version,record_type,id,unit_id,rights_id,segment_id,order,source_anchor,target_anchor,source_line_start,target_line_start,source_char_start,source_char_end,target_char_start,target_char_end,source_raw_tex,target_raw_tex,source_raw_tex_sha256,target_raw_tex_sha256,normalized_symbolic_sha256,math_delimiter,correction_ids,source_normalized_sha256,target_normalized_sha256,provenance
1.1.0,formula,O007-FREMLIN-V2-S212-FORMULA-0001,O007-FREMLIN-V2-S212,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S212-SEG-212A,1,212A,212A,20,21,741,770,773,802,"\theta:\Cal PX\to[0,\infty]","\theta:\Cal PX\to[0,\infty]",305a0e38ff98e01149c213fc4d27de692a254b76b641100e0e4738eb76bf3a11,305a0e38ff98e01149c213fc4d27de692a254b76b641100e0e4738eb76bf3a11,69ec6d7e6454279aff8287c8ca0250cdee0a580c5600ae75c71a7d420f083937,$,,69ec6d7e6454279aff8287c8ca0250cdee0a580c5600ae75c71a7d420f083937,69ec6d7e6454279aff8287c8ca0250cdee0a580c5600ae75c71a7d420f083937,"{""basis"":""ordered nested-math atom; exact symbolic replay"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S212-FORMULA-0002,O007-FREMLIN-V2-S212,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S212-SEG-212A,2,212A,212A,22,23,793,867,831,905,"\Sigma=\{E:E\subseteq X,\,\theta A
=\theta(A\cap E)+\theta(A\setminus E)","\Sigma=\{E:E\subseteq X,\,\theta A
=\theta(A\cap E)+\theta(A\setminus E)",c8b831bc2921f9d6edca97c8539af8702c69707397d1c1391b052e09d61b724c,c8b831bc2921f9d6edca97c8539af8702c69707397d1c1391b052e09d61b724c,983190ec8c6649cd3b5a8b36691955ae96b7ba17cf474b58b15ff80eb27dbbd3,$,,983190ec8c6649cd3b5a8b36691955ae96b7ba17cf474b58b15ff80eb27dbbd3,983190ec8c6649cd3b5a8b36691955ae96b7ba17cf474b58b15ff80eb27dbbd3,"{""basis"":""ordered nested-math atom; exact symbolic replay"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S212-FORMULA-0003,O007-FREMLIN-V2-S212,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S212-SEG-212A,3,212A,212A,23,24,878,894,919,935,A\subseteq X\},A\subseteq X\},d1fb33ab2af37d04208123c62caf52c37a810e02b389ebc91798d1e9ab698563,d1fb33ab2af37d04208123c62caf52c37a810e02b389ebc91798d1e9ab698563,f8ae5b9b5171a45ff9bb67622bf2a9c81a8419603f92964c4b16d9e6380ecb2a,$,,f8ae5b9b5171a45ff9bb67622bf2a9c81a8419603f92964c4b16d9e6380ecb2a,f8ae5b9b5171a45ff9bb67622bf2a9c81a8419603f92964c4b16d9e6380ecb2a,"{""basis"":""ordered nested-math atom; exact symbolic replay"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S212-FORMULA-0004,O007-FREMLIN-V2-S212,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S212-SEG-212A,4,212A,212A,24,25,901,925,942,966,\mu=\theta\restr\Sigma,\mu=\theta\restr\Sigma,7c9c360c26db00bf2ce8f6e9a576514c8a69189b2557bf5301b4ab452536c29b,7c9c360c26db00bf2ce8f6e9a576514c8a69189b2557bf5301b4ab452536c29b,7c9c360c26db00bf2ce8f6e9a576514c8a69189b2557bf5301b4ab452536c29b,$,,7c9c360c26db00bf2ce8f6e9a576514c8a69189b2557bf5301b4ab452536c29b,7c9c360c26db00bf2ce8f6e9a576514c8a69189b2557bf5301b4ab452536c29b,"{""basis"":""ordered nested-math atom; exact symbolic replay"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S212-FORMULA-0005,O007-FREMLIN-V2-S212,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S212-SEG-212A,5,212A,212A,26,27,966,989,1007,1030,B\subseteq E\in\Sigma,B\subseteq E\in\Sigma,7629ef7292691fd81b2e7e74aa900b1ae5c8091ad6db6feeae37e255d3a2023a,7629ef7292691fd81b2e7e74aa900b1ae5c8091ad6db6feeae37e255d3a2023a,7805dcd691d247a117f6d17d4fd11693eb52a4161cc31d775a96c3eb3577ce9b,$,,7805dcd691d247a117f6d17d4fd11693eb52a4161cc31d775a96c3eb3577ce9b,7805dcd691d247a117f6d17d4fd11693eb52a4161cc31d775a96c3eb3577ce9b,"{""basis"":""ordered nested-math atom; exact symbolic replay"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S212-FORMULA-0006,O007-FREMLIN-V2-S212,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S212-SEG-212A,6,212A,212A,27,28,994,1003,1035,1044,\mu E=0,\mu E=0,0ee415335fbf2b354910b568bfdbd2efd482dfe2801f2c7c003e7853dc22c993,0ee415335fbf2b354910b568bfdbd2efd482dfe2801f2c7c003e7853dc22c993,e11c0441b0316d6eabc2c1c9506cd10f12358d7a8a289e79114adbc9c2f32f35,$,,e11c0441b0316d6eabc2c1c9506cd10f12358d7a8a289e79114adbc9c2f32f35,e11c0441b0316d6eabc2c1c9506cd10f12358d7a8a289e79114adbc9c2f32f35,"{""basis"":""ordered nested-math atom; exact symbolic replay"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S212-FORMULA-0007,O007-FREMLIN-V2-S212,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S212-SEG-212A,7,212A,212A,27,28,1010,1031,1051,1072,\theta B=\theta E=0,\theta B=\theta E=0,60d23439160be90505fc30d04b534052c440dbaac1f4475fb77cc646d30d67d2,60d23439160be90505fc30d04b534052c440dbaac1f4475fb77cc646d30d67d2,98b993e261a5e921803dfdd5aad5114328f47607ed75dd34b39c5eff64f45d3f,$,,98b993e261a5e921803dfdd5aad5114328f47607ed75dd34b39c5eff64f45d3f,98b993e261a5e921803dfdd5aad5114328f47607ed75dd34b39c5eff64f45d3f,"{""basis"":""ordered nested-math atom; exact symbolic replay"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S212-FORMULA-0008,O007-FREMLIN-V2-S212,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S212-SEG-212A,8,212A,212A,28,29,1055,1069,1107,1121,A\subseteq X,A\subseteq X,1cf36e769d74cacb0248b00ea70c5fd132c50e55622b780c890e91816f726b88,1cf36e769d74cacb0248b00ea70c5fd132c50e55622b780c890e91816f726b88,d1193567821266844024558ec63a8dc1c0e6f8bbdf2948430a22df5ce80a3001,$,,d1193567821266844024558ec63a8dc1c0e6f8bbdf2948430a22df5ce80a3001,d1193567821266844024558ec63a8dc1c0e6f8bbdf2948430a22df5ce80a3001,"{""basis"":""ordered nested-math atom; exact symbolic replay"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S212-FORMULA-0009,O007-FREMLIN-V2-S212,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S212-SEG-212A,9,212A,212A,30,31,1091,1202,1150,1261,"\theta(A\cap B)+\theta(A\setminus B)
=\theta(A\setminus B)\le\theta A
\le\theta(A\cap B)+\theta(A\setminus B)","\theta(A\cap B)+\theta(A\setminus B)
=\theta(A\setminus B)\le\theta A
\le\theta(A\cap B)+\theta(A\setminus B)",e0a4f4893c52c20dc870aa3a10b0542839db4be0f35f2d1c68f791fa2f9c2834,e0a4f4893c52c20dc870aa3a10b0542839db4be0f35f2d1c68f791fa2f9c2834,2084c2017d05a06f97e4b4cfaab6fbf9f90b429b61c9c6118ebfccce0d5361a8,$,,2084c2017d05a06f97e4b4cfaab6fbf9f90b429b61c9c6118ebfccce0d5361a8,2084c2017d05a06f97e4b4cfaab6fbf9f90b429b61c9c6118ebfccce0d5361a8,"{""basis"":""ordered nested-math atom; exact symbolic replay"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S212-FORMULA-0010,O007-FREMLIN-V2-S212,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S212-SEG-212A,10,212A,212A,34,35,1220,1232,1279,1291,B\in\Sigma,B\in\Sigma,80d0b5a8bf0e353eed0984d21e3887d882fae78e284a77d76eb194f7aa5ca2d8,80d0b5a8bf0e353eed0984d21e3887d882fae78e284a77d76eb194f7aa5ca2d8,80d0b5a8bf0e353eed0984d21e3887d882fae78e284a77d76eb194f7aa5ca2d8,$,,80d0b5a8bf0e353eed0984d21e3887d882fae78e284a77d76eb194f7aa5ca2d8,80d0b5a8bf0e353eed0984d21e3887d882fae78e284a77d76eb194f7aa5ca2d8,"{""basis"":""ordered nested-math atom; exact symbolic replay"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S212-FORMULA-0011,O007-FREMLIN-V2-S212,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S212-SEG-212B,11,212B,212B,37,38,1292,1308,1351,1367,"(X,\Sigma,\mu)","(X,\Sigma,\mu)",05e9b769403b4c7926a944d5aaa03f00bb216412bc3f850e41b3c28de657aa67,05e9b769403b4c7926a944d5aaa03f00bb216412bc3f850e41b3c28de657aa67,05e9b769403b4c7926a944d5aaa03f00bb216412bc3f850e41b3c28de657aa67,$,,05e9b769403b4c7926a944d5aaa03f00bb216412bc3f850e41b3c28de657aa67,05e9b769403b4c7926a944d5aaa03f00bb216412bc3f850e41b3c28de657aa67,"{""basis"":""ordered nested-math atom; exact symbolic replay"",""kind"":""source-target-formula-map""}"
