schema_version,record_type,id,unit_id,rights_id,parent_id,order,source_anchor,semantic_anchor,target_anchor,anchor_kind,anchor_is_synthesized,segment_kind,source_label,target_label,source_line_start,source_line_end,target_line_start,target_line_end,source_char_start,source_char_end,target_char_start,target_char_end,source_segment_sha256,target_segment_sha256,provenance
1.1.0,segment,O007-FREMLIN-V2-S272-SEG-272-INTRO,O007-FREMLIN-V2-S272,O007-RIGHTS-FREMLIN-DSL,,1,272,272-intro,272-intro,unmarked-unit-introduction,false,exposition,272-intro,272-intro,12,25,12,23,187,951,184,943,3dc544fee0798b31ab35405b5915fa67ab8eb3ecde7741e89e006c8d11501be3,ba24dff4500f25c459c28d8db3c2ed9c959f6fbaeff4733037e15df47b50013d,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S272-SEG-272A,O007-FREMLIN-V2-S272,O007-RIGHTS-FREMLIN-DSL,,2,272A,272A,272A,explicit,false,exposition,272A,272A,26,28,24,26,951,1037,943,1032,de42be0b310eda4069e7f5cfccd108d5694833e97690f08eba4a9af0a5cc8ea7,0f5972eac5307191cb85edfcd68c14341aa7b902d644af9c6ae2eb56e76105b5,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S272-SEG-272AA,O007-FREMLIN-V2-S272,O007-RIGHTS-FREMLIN-DSL,,3,272Aa,272Aa,272Aa,explicit,false,exposition,272Aa,272Aa,29,36,27,34,1037,1309,1032,1331,d5b4c51b7dabf2923715f38ef77a458d6f63c6838ed85939396b3df81e51dc26,388330ccad77112f1747037a1a68f5f6f3cde9b7ea97d733a40c6667f3557b0f,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S272-SEG-272AB,O007-FREMLIN-V2-S272,O007-RIGHTS-FREMLIN-DSL,,4,272Ab,272Ab,272Ab,explicit,false,exposition,272Ab,272Ab,37,46,35,44,1309,1645,1331,1689,92bcae40e0ff0ecfc2106e3d825a1367e4cc74876042fbfb8652c9fccec40785,0a5636bf2006a24f5024e1c7194582bc254fa3d88bf690a5214cd695e40082eb,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S272-SEG-272AC,O007-FREMLIN-V2-S272,O007-RIGHTS-FREMLIN-DSL,,5,272Ac,272Ac,272Ac,explicit,false,exposition,272Ac,272Ac,47,57,45,55,1645,2011,1689,2085,6961e9dd6656b7a0beab89e309cb4bedb22c853806088125284e2a596fabf9ce,1f60d860ffd5a9d313c74999963c3050e81bfcc557f89462307ea30066acd8da,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S272-SEG-272B,O007-FREMLIN-V2-S272,O007-RIGHTS-FREMLIN-DSL,,6,272B,272B,272B,explicit,false,exposition,272B,272B,58,69,56,66,2011,2681,2085,2755,bc0c3ce298773f5ab13df35179c51d9d0087b57f9ecaec1d49bebf13d7160e11,c4f06def1b746cff61f31daa8363104bcf0b047e15b24fd45d34e33912e6f3fe,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S272-SEG-272BB,O007-FREMLIN-V2-S272,O007-RIGHTS-FREMLIN-DSL,,7,272Bb,272Bb,272Bb,explicit,false,exposition,272Bb,272Bb,70,81,67,78,2681,3331,2755,3428,f4148d899e78a18cb505fbd7a5c10ca63a3932ca2214dbc54b6ab280e6bbb530,c2ef030bd75697e6ddbda259575153ed44d7c7dcd044eac6959f23e3cc8bbd79,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S272-SEG-272BC,O007-FREMLIN-V2-S272,O007-RIGHTS-FREMLIN-DSL,,8,272Bc,272Bc,272Bc,explicit,false,exposition,272Bc,272Bc,82,94,79,92,3331,3911,3428,4060,40b305dc5378e04c8a3cd394286f46ed4163431c71981131bf53dac9c89c6eec,dcf5e58109a8c8390c85cc9d7ae737db0655f124f5dd9b8288b3ecf9a41e85d8,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S272-SEG-272BD,O007-FREMLIN-V2-S272,O007-RIGHTS-FREMLIN-DSL,,9,272Bd,272Bd,272Bd,explicit,false,exposition,272Bd,272Bd,95,103,93,101,3911,4276,4060,4448,6c6a46201aa8801ebe6b6482927478b2e1d6669122149b336f68eacd075b0144,7700d7dec58a2e5e9afa030c50b2c663c8d6c61007d646f909eb2b358e24fc75,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S272-SEG-272C,O007-FREMLIN-V2-S272,O007-RIGHTS-FREMLIN-DSL,,10,272C,272C,272C,explicit,false,exposition,272C,272C,104,147,102,146,4276,5737,4448,6038,c1f487d00802c04c6f6aee826518cd83c67cfef6ffbdb0c3d88fb4909394fbe5,97873149aa74ea4f749600b4adb5fcd10de8f55709d6eed8d0e57b817bce93d9,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
