schema_version,record_type,id,unit_id,rights_id,parent_id,order,source_anchor,semantic_anchor,target_anchor,anchor_kind,anchor_is_synthesized,segment_kind,source_label,target_label,source_line_start,source_line_end,target_line_start,target_line_end,source_char_start,source_char_end,target_char_start,target_char_end,source_segment_sha256,target_segment_sha256,provenance
1.1.0,segment,O007-FREMLIN-V2-S245-SEG-245-INTRO,O007-FREMLIN-V2-S245,O007-RIGHTS-FREMLIN-DSL,,1,245,245-intro,245-intro,unmarked-unit-introduction,false,exposition,245-intro,245-intro,13,21,10,18,204,707,203,729,5c9e824e2af1624b75414af1d18d671eedd80cbe0cb0af472f130211a5ffa49f,2aeff8394082d4f34b4f874c910842fae4beb6c7228ddac8b56b91fbe7319df9,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S245-SEG-245A,O007-FREMLIN-V2-S245,O007-RIGHTS-FREMLIN-DSL,,2,245A,245A,245A,explicit,false,exposition,245A,245A,22,23,19,20,707,777,729,799,1e2ab43c8622b7b09d0a6766bda275cbd471b66f2cd0e68cf8141030bf5ff3fe,d7eb5ed10719b496064e76481fda0ea49f0bd27cc11c534b62f2d903fc2533bb,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S245-SEG-245AA,O007-FREMLIN-V2-S245,O007-RIGHTS-FREMLIN-DSL,,3,245Aa,245Aa,245Aa,explicit,false,exposition,245Aa,245Aa,24,53,21,50,777,1832,799,1926,646bae1cce62114bf12ae67c35328b3f1fb1fafc4ac57e99c4e55a7a2f93532a,7dd9f694cf61f2891738701c6e8504e43c446151953deeef7ed3692ae6fa6278,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S245-SEG-245AB,O007-FREMLIN-V2-S245,O007-RIGHTS-FREMLIN-DSL,,4,245Ab,245Ab,245Ab,explicit,false,exposition,245Ab,245Ab,54,61,51,58,1832,2064,1926,2167,2c8c43a023de8b8c31603cef97f275f927de2760b69724a4b34b91d4567ad8d0,4f0dfb941365741a8f897c07ac87a8c5e5ac4da1601f40a2d3e031b77f463360,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S245-SEG-245AC,O007-FREMLIN-V2-S245,O007-RIGHTS-FREMLIN-DSL,,5,245Ac,245Ac,245Ac,explicit,false,exposition,245Ac,245Ac,62,80,59,76,2064,2828,2167,2967,da95c378844b0c717a4f3069751da9f3dfbaeb844fde7b7135e2752fcf1b7d76,84dd13e7ac53259fd61f23934a7013c2b7b6ef7e9e7e3fd6a196499b5e509970,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S245-SEG-245AD,O007-FREMLIN-V2-S245,O007-RIGHTS-FREMLIN-DSL,,6,245Ad,245Ad,245Ad,explicit,false,exposition,245Ad,245Ad,81,86,77,81,2828,3041,2967,3181,3e30d16fa2134b9c4b4838e83f4a8f932d22be1622714e28fa8817e2baaaa1be,d9da0975c7d6d231a8a554373ed0c6896f80398ea456fa9e55212c1b3d7edb2e,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S245-SEG-245B,O007-FREMLIN-V2-S245,O007-RIGHTS-FREMLIN-DSL,,7,245B,245B,245B,explicit,false,exposition,245B,245B,87,95,81,88,3041,3458,3181,3594,6b9d654c506d5064d68432e06b7a87c1d4d350fbcb2939110766845efd0b6c8b,a4ffc758b4a620e937f799e6a0f24e626893885706e57c63f276ac212a66baa1,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S245-SEG-245BB,O007-FREMLIN-V2-S245,O007-RIGHTS-FREMLIN-DSL,,8,245Bb,245Bb,245Bb,explicit,false,exposition,245Bb,245Bb,96,111,89,103,3458,4162,3594,4350,964a7fbe39ed4626ea158dcdfe2365e4c28894f31fc6545e5282ab5857556575,a82c40a22f7e9d95edad42f76febb07eb767997c0d0a932398d0e9e741069fbe,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S245-SEG-245BC,O007-FREMLIN-V2-S245,O007-RIGHTS-FREMLIN-DSL,,9,245Bc,245Bc,245Bc,explicit,false,exposition,245Bc,245Bc,112,123,104,113,4162,4754,4350,4969,93dc4c92ad9b8b699d072b22c6bdfa02ee29f4268ab97ac6b6d521a1133f13d7,35e26bba6fef3e552837d66e6e59261a7ecfec46a45e1aee94d967eac7da051f,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S245-SEG-245C,O007-FREMLIN-V2-S245,O007-RIGHTS-FREMLIN-DSL,,10,245C,245C,245C,explicit,false,exposition,245C,245C,124,130,114,121,4754,5198,4969,5425,3aa5170d9dd0390487ff5959a69992b182633f98f97d2f83b37fd73d3ccb6beb,4988a8a390c1826d8a8f1e5e9a1effdfa88ddd33400f699f3bdc19ae2a2bc412,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
