schema_version,record_type,id,unit_id,rights_id,segment_id,order,source_anchor,target_anchor,source_line_start,target_line_start,source_char_start,source_char_end,target_char_start,target_char_end,source_raw_tex,target_raw_tex,source_raw_tex_sha256,target_raw_tex_sha256,normalized_symbolic_sha256,math_delimiter,source_normalized_sha256,target_normalized_sha256,provenance
1.1.0,formula,O007-FREMLIN-V2-CH26-INTRO-FORMULA-0001,O007-FREMLIN-V2-CH26-INTRO,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-CH26-INTRO-SEG-26-INTRO,1,26-intro,26-intro,15,15,503,516,480,493,\int g(y)dy,\int g(y)dy,a41197ba90dfd629770311145c5e1ef05cec0c27507b39a44712099559a1d6c7,a41197ba90dfd629770311145c5e1ef05cec0c27507b39a44712099559a1d6c7,0eebd9105453f906945e2572a636f342feb5b88f7bb235d65c1e6379b4c22f50,$,0eebd9105453f906945e2572a636f342feb5b88f7bb235d65c1e6379b4c22f50,0eebd9105453f906945e2572a636f342feb5b88f7bb235d65c1e6379b4c22f50,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-CH26-INTRO-FORMULA-0002,O007-FREMLIN-V2-CH26-INTRO,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-CH26-INTRO-SEG-26-INTRO,2,26-intro,26-intro,15,15,520,547,501,528,\int g(\phi(x))\phi'(x)dx,\int g(\phi(x))\phi'(x)dx,add1d55acc238bb2b8d60229ffe384cae69a5b5439f5d7d747d4af88508e2eb0,add1d55acc238bb2b8d60229ffe384cae69a5b5439f5d7d747d4af88508e2eb0,3442cb740a5ffb4371219692b87674a6da4f217e032c3fc74f66f37837add60d,$,3442cb740a5ffb4371219692b87674a6da4f217e032c3fc74f66f37837add60d,3442cb740a5ffb4371219692b87674a6da4f217e032c3fc74f66f37837add60d,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-CH26-INTRO-FORMULA-0003,O007-FREMLIN-V2-CH26-INTRO,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-CH26-INTRO-SEG-26-INTRO,3,26-intro,26-intro,16,16,577,583,548,554,\phi,\phi,10ce0200b450ea955833553e717821c7721818b8a95cffd7e54b46e08918b512,10ce0200b450ea955833553e717821c7721818b8a95cffd7e54b46e08918b512,10ce0200b450ea955833553e717821c7721818b8a95cffd7e54b46e08918b512,$,10ce0200b450ea955833553e717821c7721818b8a95cffd7e54b46e08918b512,10ce0200b450ea955833553e717821c7721818b8a95cffd7e54b46e08918b512,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-CH26-INTRO-FORMULA-0004,O007-FREMLIN-V2-CH26-INTRO,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-CH26-INTRO-SEG-26-INTRO,4,26-intro,26-intro,17,17,668,674,642,648,\phi,\phi,10ce0200b450ea955833553e717821c7721818b8a95cffd7e54b46e08918b512,10ce0200b450ea955833553e717821c7721818b8a95cffd7e54b46e08918b512,10ce0200b450ea955833553e717821c7721818b8a95cffd7e54b46e08918b512,$,10ce0200b450ea955833553e717821c7721818b8a95cffd7e54b46e08918b512,10ce0200b450ea955833553e717821c7721818b8a95cffd7e54b46e08918b512,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-CH26-INTRO-FORMULA-0005,O007-FREMLIN-V2-CH26-INTRO,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-CH26-INTRO-SEG-26-INTRO,5,26-intro,26-intro,29,29,1322,1358,1372,1407,"\int g(y)dy=\int
g(\phi(x))J(x)dx",\int g(y)dy=\int g(\phi(x))J(x)dx,903b1a64c9f82587bbb638d7b2e5c57f755aed95e3b0871824dfe5dc64618ca4,45abe29e53c86e9a078569a7b201c3fb11a64f2ca78dc5b406b2176604a69dca,eb9e468688abdbfe851e770ae1c17525147d5b58433c5d3308a36c1b62fff174,$,eb9e468688abdbfe851e770ae1c17525147d5b58433c5d3308a36c1b62fff174,eb9e468688abdbfe851e770ae1c17525147d5b58433c5d3308a36c1b62fff174,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-CH26-INTRO-FORMULA-0006,O007-FREMLIN-V2-CH26-INTRO,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-CH26-INTRO-SEG-26-INTRO,6,26-intro,26-intro,30,29,1387,1390,1427,1430,J,J,6da43b944e494e885e69af021f93c6d9331c78aa228084711429160a5bbd15b5,6da43b944e494e885e69af021f93c6d9331c78aa228084711429160a5bbd15b5,6da43b944e494e885e69af021f93c6d9331c78aa228084711429160a5bbd15b5,$,6da43b944e494e885e69af021f93c6d9331c78aa228084711429160a5bbd15b5,6da43b944e494e885e69af021f93c6d9331c78aa228084711429160a5bbd15b5,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-CH26-INTRO-FORMULA-0007,O007-FREMLIN-V2-CH26-INTRO,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-CH26-INTRO-SEG-26-INTRO,7,26-intro,26-intro,31,30,1473,1476,1514,1517,J,J,6da43b944e494e885e69af021f93c6d9331c78aa228084711429160a5bbd15b5,6da43b944e494e885e69af021f93c6d9331c78aa228084711429160a5bbd15b5,6da43b944e494e885e69af021f93c6d9331c78aa228084711429160a5bbd15b5,$,6da43b944e494e885e69af021f93c6d9331c78aa228084711429160a5bbd15b5,6da43b944e494e885e69af021f93c6d9331c78aa228084711429160a5bbd15b5,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-CH26-INTRO-FORMULA-0008,O007-FREMLIN-V2-CH26-INTRO,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-CH26-INTRO-SEG-26-INTRO,8,26-intro,26-intro,34,34,1655,1661,1700,1706,\phi,\phi,10ce0200b450ea955833553e717821c7721818b8a95cffd7e54b46e08918b512,10ce0200b450ea955833553e717821c7721818b8a95cffd7e54b46e08918b512,10ce0200b450ea955833553e717821c7721818b8a95cffd7e54b46e08918b512,$,10ce0200b450ea955833553e717821c7721818b8a95cffd7e54b46e08918b512,10ce0200b450ea955833553e717821c7721818b8a95cffd7e54b46e08918b512,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-CH26-INTRO-FORMULA-0009,O007-FREMLIN-V2-CH26-INTRO,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-CH26-INTRO-SEG-26-INTRO,9,26-intro,26-intro,35,35,1735,1738,1791,1794,J,J,6da43b944e494e885e69af021f93c6d9331c78aa228084711429160a5bbd15b5,6da43b944e494e885e69af021f93c6d9331c78aa228084711429160a5bbd15b5,6da43b944e494e885e69af021f93c6d9331c78aa228084711429160a5bbd15b5,$,6da43b944e494e885e69af021f93c6d9331c78aa228084711429160a5bbd15b5,6da43b944e494e885e69af021f93c6d9331c78aa228084711429160a5bbd15b5,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-CH26-INTRO-FORMULA-0010,O007-FREMLIN-V2-CH26-INTRO,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-CH26-INTRO-SEG-26-INTRO,10,26-intro,26-intro,36,36,1809,1815,1846,1852,\phi,\phi,10ce0200b450ea955833553e717821c7721818b8a95cffd7e54b46e08918b512,10ce0200b450ea955833553e717821c7721818b8a95cffd7e54b46e08918b512,10ce0200b450ea955833553e717821c7721818b8a95cffd7e54b46e08918b512,$,10ce0200b450ea955833553e717821c7721818b8a95cffd7e54b46e08918b512,10ce0200b450ea955833553e717821c7721818b8a95cffd7e54b46e08918b512,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
