schema_version,record_type,id,unit_id,subject_id,relation_type,object_id,order,source_locator,provenance
1.1.0,relation,O007-FREMLIN-V1-S114-REL-019,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-DEF-LEBESGUE-OUTER-MEASURE,defined-at,O007-FREMLIN-V1-S114-SEG-114C,19,,"{""basis"":""definition-to-segment map"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S114-REL-020,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-DEF-LEBESGUE-MEASURE,defined-at,O007-FREMLIN-V1-S114-SEG-114E,20,,"{""basis"":""definition-to-segment map"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S114-REL-021,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-DEF-LEBESGUE-MEASURABLE,defined-at,O007-FREMLIN-V1-S114-SEG-114E,21,,"{""basis"":""definition-to-segment map"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S114-REL-022,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-DEF-LEBESGUE-NEGLIGIBLE,defined-at,O007-FREMLIN-V1-S114-SEG-114E,22,,"{""basis"":""definition-to-segment map"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S114-REL-023,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-RESULT-114B,stated-at,O007-FREMLIN-V1-S114-SEG-114B,23,,"{""basis"":""result-to-segment map"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S114-REL-024,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-RESULT-114DA,stated-at,O007-FREMLIN-V1-S114-SEG-114DA,24,,"{""basis"":""result-to-segment map"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S114-REL-025,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-RESULT-114DB,stated-at,O007-FREMLIN-V1-S114-SEG-114DB,25,,"{""basis"":""result-to-segment map"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S114-REL-026,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-RESULT-114F,stated-at,O007-FREMLIN-V1-S114-SEG-114F,26,,"{""basis"":""result-to-segment map"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S114-REL-027,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-RESULT-114G,stated-at,O007-FREMLIN-V1-S114-SEG-114G,27,,"{""basis"":""result-to-segment map"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S114-REL-028,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-PROOF-114BA,proves,O007-FREMLIN-V1-S114-RESULT-114B,28,,"{""basis"":""printed bold clause (a) inside proof macro for 114B"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S114-REL-029,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-PROOF-114BB,proves,O007-FREMLIN-V1-S114-RESULT-114B,29,,"{""basis"":""printed bold clause (b) inside proof macro for 114B"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S114-REL-030,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-PROOF-114BB-PROOFLET,proves,O007-FREMLIN-V1-S114-RESULT-114B,30,,"{""basis"":""first-class prooflet nested inside printed proof clause 114B(b)"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S114-REL-031,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-PROOF-114BC,proves,O007-FREMLIN-V1-S114-RESULT-114B,31,,"{""basis"":""printed bold clause (c) inside proof macro for 114B"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S114-REL-032,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-PROOF-114BD,proves,O007-FREMLIN-V1-S114-RESULT-114B,32,,"{""basis"":""printed bold clause (d) inside proof macro for 114B"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S114-REL-033,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-PROOF-114DA-I,proves,O007-FREMLIN-V1-S114-RESULT-114DA,33,,"{""basis"":""printed bold clause (a)(i) inside proof macro for 114D"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S114-REL-034,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-PROOF-114DA-II,proves,O007-FREMLIN-V1-S114-RESULT-114DA,34,,"{""basis"":""printed bold clause (ii) inside proof macro for 114D"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S114-REL-035,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-PROOF-114DA-III,proves,O007-FREMLIN-V1-S114-RESULT-114DA,35,,"{""basis"":""printed bold clause (iii) inside proof macro for 114D"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S114-REL-036,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-PROOF-114DA-IV,proves,O007-FREMLIN-V1-S114-RESULT-114DA,36,,"{""basis"":""printed bold clause (iv) inside proof macro for 114D"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S114-REL-037,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-PROOF-114DB,proves,O007-FREMLIN-V1-S114-RESULT-114DB,37,,"{""basis"":""printed bold clause (b) inside proof macro for 114D"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S114-REL-038,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-PROOF-114FA,proves,O007-FREMLIN-V1-S114-RESULT-114F,38,,"{""basis"":""printed bold clause (a) inside proof macro for 114F"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S114-REL-039,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-PROOF-114FB,proves,O007-FREMLIN-V1-S114-RESULT-114F,39,,"{""basis"":""printed bold clause (b) inside proof macro for 114F"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S114-REL-040,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-PROOF-114GA,proves,O007-FREMLIN-V1-S114-RESULT-114G,40,,"{""basis"":""printed bold clause (a) inside proof macro for 114G"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S114-REL-041,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-PROOF-114GB,proves,O007-FREMLIN-V1-S114-RESULT-114G,41,,"{""basis"":""printed bold clause (b) inside proof macro for 114G"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S114-REL-042,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-PROOF-114GC,proves,O007-FREMLIN-V1-S114-RESULT-114G,42,,"{""basis"":""printed bold clause (c) inside proof macro for 114G"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S114-REL-043,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-PROOF-114GD,proves,O007-FREMLIN-V1-S114-RESULT-114G,43,,"{""basis"":""printed bold clause (d) inside proof macro for 114G"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S114-REL-044,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-PROOF-114GE,proves,O007-FREMLIN-V1-S114-RESULT-114G,44,,"{""basis"":""printed bold clause (e) inside proof macro for 114G"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S114-REL-045,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-EXERCISE-114XA,exercise-in-unit,O007-FREMLIN-V1-S114,45,,"{""basis"":""complete source exercise retained"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S114-REL-046,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-EXERCISE-114XB,exercise-in-unit,O007-FREMLIN-V1-S114,46,,"{""basis"":""complete source exercise retained"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S114-REL-047,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-EXERCISE-114XC,exercise-in-unit,O007-FREMLIN-V1-S114,47,,"{""basis"":""complete source exercise retained"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S114-REL-048,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-EXERCISE-114XD,exercise-in-unit,O007-FREMLIN-V1-S114,48,,"{""basis"":""complete source exercise retained"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S114-REL-049,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-EXERCISE-114XE,exercise-in-unit,O007-FREMLIN-V1-S114,49,,"{""basis"":""complete source exercise retained"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S114-REL-050,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-EXERCISE-114XF,exercise-in-unit,O007-FREMLIN-V1-S114,50,,"{""basis"":""complete source exercise retained"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S114-REL-051,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-EXERCISE-114XG,exercise-in-unit,O007-FREMLIN-V1-S114,51,,"{""basis"":""complete source exercise retained"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S114-REL-052,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-EXERCISE-114YA,exercise-in-unit,O007-FREMLIN-V1-S114,52,,"{""basis"":""complete source exercise retained"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S114-REL-053,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-EXERCISE-114YB,exercise-in-unit,O007-FREMLIN-V1-S114,53,,"{""basis"":""complete source exercise retained"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S114-REL-054,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-EXERCISE-114YC,exercise-in-unit,O007-FREMLIN-V1-S114,54,,"{""basis"":""complete source exercise retained"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S114-REL-055,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-EXERCISE-114YD,exercise-in-unit,O007-FREMLIN-V1-S114,55,,"{""basis"":""complete source exercise retained"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S114-REL-056,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-EXERCISE-114YE,exercise-in-unit,O007-FREMLIN-V1-S114,56,,"{""basis"":""complete source exercise retained"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S114-REL-057,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-EXERCISE-114YF,exercise-in-unit,O007-FREMLIN-V1-S114,57,,"{""basis"":""complete source exercise retained"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S114-REL-058,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-EXERCISE-114YG,exercise-in-unit,O007-FREMLIN-V1-S114,58,,"{""basis"":""complete source exercise retained"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S114-REL-059,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-EXERCISE-114YH,exercise-in-unit,O007-FREMLIN-V1-S114,59,,"{""basis"":""complete source exercise retained"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S114-REL-060,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-EXERCISE-114YI,exercise-in-unit,O007-FREMLIN-V1-S114,60,,"{""basis"":""complete source exercise retained"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S114-REL-061,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-EXERCISE-114YJ,exercise-in-unit,O007-FREMLIN-V1-S114,61,,"{""basis"":""complete source exercise retained"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S114-REL-062,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-EXERCISE-114YK,exercise-in-unit,O007-FREMLIN-V1-S114,62,,"{""basis"":""complete source exercise retained"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S114-REL-063,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-EXERCISE-114YL,exercise-in-unit,O007-FREMLIN-V1-S114,63,,"{""basis"":""complete source exercise retained"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S114-REL-064,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-HINT-114XC-01,hint-for,O007-FREMLIN-V1-S114-EXERCISE-114XC,64,,"{""basis"":""active source Hint macro"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S114-REL-065,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-HINT-114XE-01,hint-for,O007-FREMLIN-V1-S114-EXERCISE-114XE,65,,"{""basis"":""active source Hint macro"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S114-REL-066,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-HINT-114YD-01,hint-for,O007-FREMLIN-V1-S114-EXERCISE-114YD,66,,"{""basis"":""active source Hint macro"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S114-REL-067,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-HINT-114YD-02,hint-for,O007-FREMLIN-V1-S114-EXERCISE-114YD,67,,"{""basis"":""active source Hint macro"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S114-REL-068,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-HINT-114YE-01,hint-for,O007-FREMLIN-V1-S114-EXERCISE-114YE,68,,"{""basis"":""active source Hint macro"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S114-REL-069,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-HINT-114YG-01,hint-for,O007-FREMLIN-V1-S114-EXERCISE-114YG,69,,"{""basis"":""active source Hint macro"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S114-REL-070,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-HINT-114YK-01,hint-for,O007-FREMLIN-V1-S114-EXERCISE-114YK,70,,"{""basis"":""active source Hint macro"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S114-REL-071,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-HINT-114YL-01,hint-for,O007-FREMLIN-V1-S114-EXERCISE-114YL,71,,"{""basis"":""active source Hint macro"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S114-REL-072,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-SEG-114C,semantic-shorthand-reference,O007-FREMLIN-V1-S114-RESULT-114DA,72,authority/fremlin/source/mt1.2011/mt114.tex:118: $\Bbb R$\cmmnt{;  the phrase is justified by (a) of the next proposition}. [(a) of the next proposition],"{""basis"":""printed shorthand resolved without inventing a source ID"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S114-REL-073,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-SEG-114D,semantic-shorthand-reference,O007-FREMLIN-V1-S114-PROOF-114DA-IV,73,authority/fremlin/source/mt1.2011/mt114.tex:218: \noindent{\bf Remark} There is an ungainly shift in the argument of [(a-iv) above],"{""basis"":""printed shorthand resolved without inventing a source ID"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S114-REL-074,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-SEG-114XB,semantic-shorthand-reference,O007-FREMLIN-V1-S114-EXERCISE-114XA,74,"authority/fremlin/source/mt1.2011/mt114.tex:420: we wrote $\lambda_g\coint{a,b}=g(b)-g(a)$ instead of using the formula [the formula given]","{""basis"":""printed shorthand resolved without inventing a source ID"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S114-REL-075,O007-FREMLIN-V1-S114,O007-FREMLIN-V1-S114-SEG-114YD,semantic-shorthand-reference,O007-FREMLIN-V1-S114-EXERCISE-114YD,75,"authority/fremlin/source/mt1.2011/mt114.tex:503: \Hint{use (ii) to find $H_2$, and then consider the complement of [use (ii)]","{""basis"":""printed shorthand resolved without inventing a source ID"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT114-SOURCE""]}"
