schema_version,record_type,id,unit_id,rights_id,parent_id,order,source_anchor,semantic_anchor,target_anchor,anchor_kind,anchor_is_synthesized,segment_kind,source_label,target_label,source_line_start,source_line_end,target_line_start,target_line_end,source_char_start,source_char_end,target_char_start,target_char_end,source_segment_sha256,target_segment_sha256,provenance
1.1.0,segment,O007-FREMLIN-V2-S222-SEG-222-INTRO,O007-FREMLIN-V2-S222,O007-RIGHTS-FREMLIN-DSL,,1,222,222-intro,222-intro,unmarked-unit-introduction,false,exposition,222-intro,222-intro,14,21,14,21,297,754,269,742,8357699021e6b602bd3a5ca4d149048a0979841d984611523430e3ecf203a325,fc37da869731785737babf310343711342346ffa5aaa051fa6e3009e3b56a4da,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S222-SEG-222A,O007-FREMLIN-V2-S222,O007-RIGHTS-FREMLIN-DSL,,2,222A,222A,222A,explicit,false,exposition,222A,222A,22,165,22,177,754,6693,742,7007,1bfa1050e72dff2eac5811132cefe383ddb3bc97c3e94dfc9b1476d90a841720,04046c3f0a991739fd167524f8e33b1e7060ce5518992150b223fd1ba6fabb9c,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S222-SEG-222B,O007-FREMLIN-V2-S222,O007-RIGHTS-FREMLIN-DSL,,3,222B,222B,222B,explicit,false,exposition,222B,222B,166,208,178,220,6693,8530,7007,8963,1a3e8a8eb8335a22458b4da08b2e121b36db4ccd4aad09403141ce72190d8cd6,2317c3a9ef234a534f69ffed41ce6ac96e4be6847b4b6c71f5222a0259fc6106,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S222-SEG-222BB,O007-FREMLIN-V2-S222,O007-RIGHTS-FREMLIN-DSL,,4,222Bb,222Bb,222Bb,explicit,false,exposition,222Bb,222Bb,209,222,221,233,8530,9268,8963,9759,fba5d07a1514fdb61fcb6c0cb927c6863c8543404ac308615c798214e2736418,a2326f478d18bc5166d003e492b7d056ab47b9b6b49d83aebb3bd04d87acd52e,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S222-SEG-222BC,O007-FREMLIN-V2-S222,O007-RIGHTS-FREMLIN-DSL,,5,222Bc,222Bc,222Bc,explicit,false,exposition,222Bc,222Bc,223,231,234,241,9268,9577,9759,10126,d6a74ddb020f02c542f88267712b44ae99486a2700fe5b17af179e76807ae54a,af60f34921c1423cdd6c38b273ccd1e519357a001410cc928e9317de200b3079,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S222-SEG-222C,O007-FREMLIN-V2-S222,O007-RIGHTS-FREMLIN-DSL,,6,222C,222C,222C,explicit,false,exposition,222C,222C,232,330,242,345,9577,13482,10126,14114,b472cb0ec80b85eb8a69aaca8c4d85bcfafd8fbb1bc9489b8965f4b72647d7bf,32fb3106467758f4d9a792a8e2eb8a2660e36be9b0a04ca5ba12914125e1870f,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S222-SEG-222D,O007-FREMLIN-V2-S222,O007-RIGHTS-FREMLIN-DSL,,7,222D,222D,222D,explicit,false,exposition,222D,222D,331,416,346,434,13482,16444,14114,17262,20838dd3b3a9250c17fe02190bbd2f08aa513933625170ee5fb0cc9309c87910,eb619750edc322d2b5c186ee6dfdf924353750958d8fd1fbe6f508e357d0cc91,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S222-SEG-222E,O007-FREMLIN-V2-S222,O007-RIGHTS-FREMLIN-DSL,,8,222E,222E,222E,explicit,false,exposition,222E,222E,417,479,435,496,16444,19055,17262,20011,fbb22887f639d02ced6ec5c3148814ebcbb469ff9167126aad0113d3c19dd883,a7ca85e2b367858bfaac89cff31f8f47d985822657318b774b360e9bf1430912,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S222-SEG-222F,O007-FREMLIN-V2-S222,O007-RIGHTS-FREMLIN-DSL,,9,222F,222F,222F,explicit,false,exposition,222F,222F,480,492,497,512,19055,19743,20011,20717,7f94c04477286a64268a092acad37f8a8ff489495a2be20fc0a605ae10a31585,35450ab856b202542e82938826eb7b4e3b1ac987b9d93c0cca23e83963d8311c,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S222-SEG-222G,O007-FREMLIN-V2-S222,O007-RIGHTS-FREMLIN-DSL,,10,222G,222G,222G,explicit,false,exposition,222G,222G,493,503,513,524,19743,20293,20717,21281,e121f93588df6d06fa150d1ac3b415617088728b889f3d0409089d476b0b5b5c,b7836a55430dfe7883c58394da829e2d991e95f7575276bb2ba97bb9b9a7f2f3,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S222-SEG-222H,O007-FREMLIN-V2-S222,O007-RIGHTS-FREMLIN-DSL,,11,222H,222H,222H,explicit,false,exposition,222H,222H,504,540,525,562,20293,21528,21281,22512,72fb38a0281aa0dedf8a11a4fb1602f75d9a97fdfc82668f5d4fd900c3107340,f0ba15072080a5bb6f0967da8807af2f9047bbb60eb1857f601041ec773c4523,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S222-SEG-222I,O007-FREMLIN-V2-S222,O007-RIGHTS-FREMLIN-DSL,,12,222I,222I,222I,explicit,false,exposition,222I,222I,541,554,563,577,21528,22189,22512,23190,0608b733cf97f376c9c7148378b74131165639f3001fcbacb805c1014b747e67,1d822af27a86373ff4ae008a78046b7156bf44faea8da6456e911cb1683c1e1f,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S222-SEG-222IB,O007-FREMLIN-V2-S222,O007-RIGHTS-FREMLIN-DSL,,13,222Ib,222Ib,222Ib,explicit,false,exposition,222Ib,222Ib,555,559,578,582,22189,22408,23190,23417,d78fbd620e21219e798da6c71b9c8bf17b39f7aa568d81809072ae18b356b06b,665bf08ad5dd8f34a8673b06145060b5094d02b45f64020707f7f2df5932b18b,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
