schema_version,record_type,id,unit_id,segment_id,relation_type,object_id,order,source_anchor,semantic_anchor,target_reference,resolution_status,source_locator,provenance
1.1.0,xref,O007-FREMLIN-V1-S115-XREF-011,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-SEG-115AA,result-reference,O007-FREMLIN-V1-S115-SEG-115B,11,115A,115Aa,115B,resolved-in-unit,authority/fremlin/source/mt1.2011/mt115.tex:24: (the exception is the proof of Lemma 115B) $r$ will denote a fixed,"{""basis"":""explicit printed source reference; printed ranges and slash pairs expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S115-XREF-012,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-SEG-115B,definition-reference,O007-FREMLIN-V1-S115-SEG-115AC,12,115B,115B,115Ac,resolved-in-unit,authority/fremlin/source/mt1.2011/mt115.tex:62: intervals of $\BbbR^r$ by the formula of 115Ac.,"{""basis"":""explicit printed source reference; printed ranges and slash pairs expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S115-XREF-013,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-SEG-115BA,result-reference,O007-FREMLIN-V1-S114-SEG-114B,13,115B,115Ba,114B,resolved-in-corpus,"authority/fremlin/source/mt1.2011/mt115.tex:69: I refer you to 114B, which is exactly the case $r=1$.","{""basis"":""explicit printed source reference; printed ranges and slash pairs expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S115-XREF-014,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-SEG-115B,exercise-reference,O007-FREMLIN-V1-S115-SEG-115YA,14,115B,115B,115Ya,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt115.tex:182: sketched in 115Ya, using the Heine-Borel","{""basis"":""explicit printed source reference; printed ranges and slash pairs expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S115-XREF-015,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-SEG-115B,curricular-route-volume-reference,O007-FREMLIN-V2,15,115B,115B,Volume 2,resolved-in-corpus,"authority/fremlin/source/mt1.2011/mt115.tex:187: Volume 2, and I write out a proof in 2A2F), and partly because I do not","{""basis"":""coarse curriculum route retained as one of the independently censused printed references"",""kind"":""curricular-route-reference"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S115-XREF-016,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-SEG-115B,volume-2-appendix-reference,,16,115B,115B,2A2F,selected-corpus-pending,"authority/fremlin/source/mt1.2011/mt115.tex:187: Volume 2, and I write out a proof in 2A2F), and partly because I do not","{""basis"":""explicit printed source reference; printed ranges and slash pairs expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S115-XREF-017,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-SEG-115B,result-reference,O007-FREMLIN-V1-S114-SEG-114B,17,115B,115B,114B,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt115.tex:211: supposed to reflect that of 114B;  so I hope you can use the simpler,"{""basis"":""explicit printed source reference; printed ranges and slash pairs expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S115-XREF-018,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-SEG-115B,result-reference,O007-FREMLIN-V1-S114-SEG-114B,18,115B,115B,114B,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt115.tex:212: formulae of 114B as a guide here.,"{""basis"":""explicit printed source reference; printed ranges and slash pairs expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S115-XREF-019,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-SEG-115C,result-clause-reference,O007-FREMLIN-V1-S112-SEG-112BC,19,115C,115C,112Bc,resolved-in-corpus,"authority/fremlin/source/mt1.2011/mt115.tex:230: the sums in $[0,\infty]$, as in 112Bc above, we always have a non-empty","{""basis"":""explicit printed source reference; printed ranges and slash pairs expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S115-XREF-020,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-SEG-115DA,result-clause-reference,O007-FREMLIN-V1-S111-SEG-111F,20,115D,115Da,111F(b-ii),resolved-in-corpus,authority/fremlin/source/mt1.2011/mt115.tex:275: is finite or infinite.)   Now by 111F(b-ii) there is a,"{""basis"":""explicit printed source reference; printed ranges and slash pairs expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S115-XREF-021,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-SEG-115DA,result-reference,O007-FREMLIN-V1-S114-SEG-114D,21,115D,115Da,114D,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt115.tex:289: \noindent Or look at the argument written out in 114D.)   But now,"{""basis"":""explicit printed source reference; printed ranges and slash pairs expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S115-XREF-022,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-SEG-115DB,result-reference,O007-FREMLIN-V1-S115-SEG-115B,22,115D,115Db,115B,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt115.tex:317: I\le\lambda I$.   For the reverse inequality, use 115B;  if","{""basis"":""explicit printed source reference; printed ranges and slash pairs expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S115-XREF-023,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-SEG-115E,definition-reference,O007-FREMLIN-V1-S115-SEG-115C,23,115E,115E,115C,resolved-in-unit,authority/fremlin/source/mt1.2011/mt115.tex:326: measure\cmmnt{ (115C)} is\cmmnt{ indeed},"{""basis"":""explicit printed source reference; printed ranges and slash pairs expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S115-XREF-024,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-SEG-115E,result-reference,O007-FREMLIN-V1-S115-SEG-115DA,24,115E,115E,115Da,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt115.tex:327: an outer measure\cmmnt{ (115Da)},","{""basis"":""explicit printed source reference; printed ranges and slash pairs expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S115-XREF-025,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-SEG-115E,result-reference,O007-FREMLIN-V1-S113-SEG-113C,25,115E,115E,113C,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt115.tex:329: method\cmmnt{ (113C)}.,"{""basis"":""explicit printed source reference; printed ranges and slash pairs expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S115-XREF-026,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-SEG-115E,exercise-reference,O007-FREMLIN-V1-S113-SEG-113XA,26,115E,115E,113Xa,resolved-in-corpus,"authority/fremlin/source/mt1.2011/mt115.tex:337: $\theta A=0$, and are all Lebesgue measurable (113Xa)}.","{""basis"":""explicit printed source reference; printed ranges and slash pairs expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S115-XREF-027,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-SEG-115FB,result-reference,O007-FREMLIN-V1-S113-SEG-113D,27,115F,115Fb,113D,resolved-in-corpus,"authority/fremlin/source/mt1.2011/mt115.tex:383: because $A$ is arbitrary, $H$ is measurable, as remarked in 113D.","{""basis"":""explicit printed source reference; printed ranges and slash pairs expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S115-XREF-028,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-SEG-115GA,section-range-reference,O007-FREMLIN-V1-S111-SEG-111E,28,115G,115Ga,111E,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt115.tex:413: 111E-111F,"{""basis"":""explicit printed source reference; printed ranges and slash pairs expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S115-XREF-029,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-SEG-115GA,section-range-reference,O007-FREMLIN-V1-S111-SEG-111F,29,115G,115Ga,111F,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt115.tex:413: 111E-111F,"{""basis"":""explicit printed source reference; printed ranges and slash pairs expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S115-XREF-030,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-SEG-115GA,result-reference,O007-FREMLIN-V1-S111-SEG-111EB,30,115G,115Ga,111Eb,resolved-in-corpus,"authority/fremlin/source/mt1.2011/mt115.tex:414: -- specifically, 111Eb, showing that $\Bbb Q$ is countable, 111F(b-iii),","{""basis"":""explicit printed source reference; printed ranges and slash pairs expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S115-XREF-031,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-SEG-115GA,result-clause-reference,O007-FREMLIN-V1-S111-SEG-111F,31,115G,115Ga,111F(b-iii),resolved-in-corpus,"authority/fremlin/source/mt1.2011/mt115.tex:414: -- specifically, 111Eb, showing that $\Bbb Q$ is countable, 111F(b-iii),","{""basis"":""explicit printed source reference; printed ranges and slash pairs expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S115-XREF-032,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-SEG-115GA,result-clause-reference,O007-FREMLIN-V1-S111-SEG-111F,32,115G,115Ga,111F(b-i),resolved-in-corpus,"authority/fremlin/source/mt1.2011/mt115.tex:416: 111F(b-i), showing that subsets of countable sets are countable -- we","{""basis"":""explicit printed source reference; printed ranges and slash pairs expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S115-XREF-033,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-SEG-115GA,result-reference,O007-FREMLIN-V1-S115-SEG-115F,33,115G,115Ga,115F,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt115.tex:423: \noindent in the language of 115F, if $c=(\gamma_1,\ldots,\gamma_r)$ and","{""basis"":""explicit printed source reference; printed ranges and slash pairs expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S115-XREF-034,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-SEG-115GA,result-reference,O007-FREMLIN-V1-S111-SEG-111FA,34,115G,115Ga,111Fa,resolved-in-corpus,"authority/fremlin/source/mt1.2011/mt115.tex:424: $d=(\delta_1,\ldots,\delta_r)$.   So, by 111Fa,","{""basis"":""explicit printed source reference; printed ranges and slash pairs expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S115-XREF-035,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-SEG-115GB,definition-reference,O007-FREMLIN-V1-S111-SEG-111G,35,115G,115Gb,111G,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt115.tex:443: (111G).,"{""basis"":""explicit printed source reference; printed ranges and slash pairs expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S115-XREF-036,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-SEG-115GD,result-reference,O007-FREMLIN-V1-S115-SEG-115DB,36,115G,115Gd,115Db,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt115.tex:453: {\bf (d)} To compute the measures, we already know from 115Db that","{""basis"":""explicit printed source reference; printed ranges and slash pairs expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S115-XREF-037,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-SEG-115X,section-reference,O007-FREMLIN-V1-S114,37,115X,115X,114,resolved-in-corpus,"authority/fremlin/source/mt1.2011/mt115.tex:505: \leader{115X}{Basic exercises}  If you skipped \S114, you should now","{""basis"":""explicit printed source reference; printed ranges and slash pairs expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S115-XREF-038,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-SEG-115X,exercise-reference,O007-FREMLIN-V1-S114-SEG-114X,38,115X,115X,114X,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt115.tex:506: return to 114X and assure yourself that you can do the exercises there as,"{""basis"":""explicit printed source reference; printed ranges and slash pairs expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S115-XREF-039,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-SEG-115YA,result-reference,O007-FREMLIN-V1-S115-SEG-115B,39,115Y,115Ya,115B,resolved-in-unit,authority/fremlin/source/mt1.2011/mt115.tex:566: \noindent prove 115B.   \Hint{if,"{""basis"":""explicit printed source reference; printed ranges and slash pairs expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S115-XREF-040,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-SEG-115YC,exercise-reference,O007-FREMLIN-V1-S115-SEG-115YB,40,115Yc,115Yc,115Yb,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt115.tex:590: E)=(2n)^r$ for every $n\in\Bbb N$, writing $\tbf{n}=(n,\ldots,n)$.   \Hint{use 115Yb to show that","{""basis"":""explicit printed source reference; printed ranges and slash pairs expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S115-XREF-041,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-SEG-115YE,exercise-reference,O007-FREMLIN-V1-S113-SEG-113YI,41,115Ye,115Ye,113Yi,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt115.tex:622: \Hint{use the method of 113Yi.},"{""basis"":""explicit printed source reference; printed ranges and slash pairs expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S115-XREF-042,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-SEG-115-NOTES,section-reference,O007-FREMLIN-V1-S114,42,115,115,114,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt115.tex:626: \Notesheader{115} In the notes to \S114 I ran over the methods so far,"{""basis"":""explicit printed source reference; printed ranges and slash pairs expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S115-XREF-043,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-SEG-115-NOTES,section-reference,O007-FREMLIN-V1-S114,43,115,115,114,resolved-in-corpus,"authority/fremlin/source/mt1.2011/mt115.tex:630: If you look back at \S114, you will see that I have deliberately copied","{""basis"":""explicit printed source reference; printed ranges and slash pairs expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S115-XREF-044,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-SEG-115-NOTES,parallel-section-reference,O007-FREMLIN-V1-S114-SEG-114A,44,115,115,114A,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt115.tex:633: concept of volume (114A/115A);  countable subadditivity (114B/115B);  and,"{""basis"":""explicit printed source reference; printed ranges and slash pairs expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S115-XREF-045,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-SEG-115-NOTES,parallel-section-reference,O007-FREMLIN-V1-S115-SEG-115A,45,115,115,115A,resolved-in-unit,authority/fremlin/source/mt1.2011/mt115.tex:633: concept of volume (114A/115A);  countable subadditivity (114B/115B);  and,"{""basis"":""explicit printed source reference; printed ranges and slash pairs expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S115-XREF-046,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-SEG-115-NOTES,parallel-section-reference,O007-FREMLIN-V1-S114-SEG-114B,46,115,115,114B,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt115.tex:633: concept of volume (114A/115A);  countable subadditivity (114B/115B);  and,"{""basis"":""explicit printed source reference; printed ranges and slash pairs expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S115-XREF-047,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-SEG-115-NOTES,parallel-section-reference,O007-FREMLIN-V1-S115-SEG-115B,47,115,115,115B,resolved-in-unit,authority/fremlin/source/mt1.2011/mt115.tex:633: concept of volume (114A/115A);  countable subadditivity (114B/115B);  and,"{""basis"":""explicit printed source reference; printed ranges and slash pairs expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S115-XREF-048,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-SEG-115-NOTES,parallel-section-reference,O007-FREMLIN-V1-S114-SEG-114F,48,115,115,114F,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt115.tex:634: measurability of building blocks (114F/115F).,"{""basis"":""explicit printed source reference; printed ranges and slash pairs expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S115-XREF-049,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-SEG-115-NOTES,parallel-section-reference,O007-FREMLIN-V1-S115-SEG-115F,49,115,115,115F,resolved-in-unit,authority/fremlin/source/mt1.2011/mt115.tex:634: measurability of building blocks (114F/115F).,"{""basis"":""explicit printed source reference; printed ranges and slash pairs expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S115-XREF-050,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-SEG-115-NOTES,parallel-definition-reference,O007-FREMLIN-V1-S114-SEG-114AA,50,115,115,114Aa,resolved-in-corpus,"authority/fremlin/source/mt1.2011/mt115.tex:639: `half-open intervals', as defined in 114Aa/115Ab, for purely technical","{""basis"":""explicit printed source reference; printed ranges and slash pairs expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S115-XREF-051,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-SEG-115-NOTES,parallel-definition-reference,O007-FREMLIN-V1-S115-SEG-115AB,51,115,115,115Ab,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt115.tex:639: `half-open intervals', as defined in 114Aa/115Ab, for purely technical","{""basis"":""explicit printed source reference; printed ranges and slash pairs expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S115-XREF-052,O007-FREMLIN-V1-S115,O007-FREMLIN-V1-S115-SEG-115-NOTES,exercise-reference,O007-FREMLIN-V1-S115-SEG-115XA,52,115,115,115Xa,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt115.tex:640: reasons, because they fit together neatly (see 115Xa and 115Ye);","{""basis"":""explicit printed source reference; printed ranges and slash pairs expanded into separate typed edges"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT115-SOURCE""]}"
