schema_version,record_type,id,unit_id,rights_id,parent_id,order,source_anchor,semantic_anchor,target_anchor,anchor_kind,anchor_is_synthesized,segment_kind,source_label,target_label,source_line_start,source_line_end,target_line_start,target_line_end,source_char_start,source_char_end,target_char_start,target_char_end,source_segment_sha256,target_segment_sha256,provenance
1.1.0,segment,O007-FREMLIN-V2-S213-SEG-213-INTRO,O007-FREMLIN-V2-S213,O007-RIGHTS-FREMLIN-DSL,,1,213,213-intro,213-intro,unmarked-unit-introduction,false,exposition,213-intro,213-intro,10,24,10,23,204,844,207,932,1c0624333b5fa442e4038095c809e8e6623bd8b7632d46bb0e45310bd6202f2c,feae534e6dcfef963fcd7e3fcf2422b7c1197f3a255118074d171bb2b50994c7,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S213-SEG-213A,O007-FREMLIN-V2-S213,O007-RIGHTS-FREMLIN-DSL,,2,213A,213A,213A,explicit,false,exposition,213A,213A,25,60,24,62,844,2158,932,2415,146403f073727b3f2e57fea2ca2349774e62df8eb8d8cc4e1cb81e205df7d885,5e6016e223129218d0fd06d52e5b1059a7e8acd9141cd74271e5dceb7aabd2af,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S213-SEG-213B,O007-FREMLIN-V2-S213,O007-RIGHTS-FREMLIN-DSL,,3,213B,213B,213B,explicit,false,exposition,213B,213B,61,135,63,137,2158,4735,2415,5241,c070f8fef64a613a899f3648ffc6a050fc84564d49ecd6989c429954b30a6081,1f3d4b29e9d31ab2936fac2776ed2387daa43d5d35cddc68732e442b7a26310a,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S213-SEG-213C,O007-FREMLIN-V2-S213,O007-RIGHTS-FREMLIN-DSL,,4,*213C,*213C,*213C,explicit,false,exposition,*213C,*213C,136,173,138,176,4735,6137,5241,6721,46edd79ec403864af313e4b1a6749122302506143d2ef03b2e1e6249272d30b7,2e684ab05d63618d299ed90420e5af0ac0942dab2ea1452554db3f902423943a,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S213-SEG-213D,O007-FREMLIN-V2-S213,O007-RIGHTS-FREMLIN-DSL,,5,213D,213D,213D,explicit,false,exposition,213D,213D,174,268,177,271,6137,9632,6721,10408,616f466c5ae3920c0df622f331456c89ee45607f48e265b5f3eae3e634a98c82,aa6fbaba051c635d53c4fe35836b8d466387009a8fc0c57109ba8d26203499ca,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S213-SEG-213E,O007-FREMLIN-V2-S213,O007-RIGHTS-FREMLIN-DSL,,6,213E,213E,213E,explicit,false,exposition,213E,213E,269,273,272,276,9632,9913,10408,10697,9ae3ef63077e020bf50cc97d995c0cf8be35a16926d525aeff2ab1e3036d3663,6aa6ce86851656ff7a399a31923158d7c11f3a1bfe572d672c47c27fe82f6eaf,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S213-SEG-213F,O007-FREMLIN-V2-S213,O007-RIGHTS-FREMLIN-DSL,,7,213F,213F,213F,explicit,false,exposition,213F,213F,274,354,277,357,9913,12636,10697,13620,cea1f571b5a057cea8ec5e657d023df0e810f2f17802368ecdadc43bb89bfa05,110fbe730350c007c859b95cda2e9692a69202e18b97935ccdbae5372e1a8250,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S213-SEG-213G,O007-FREMLIN-V2-S213,O007-RIGHTS-FREMLIN-DSL,,8,213G,213G,213G,explicit,false,exposition,213G,213G,355,459,358,471,12636,16455,13620,18157,e5ba25fe948165b0d7cd097b609cd98e246ff5da6f2396c8cfaff25b371a7335,f361a3e71052894109c9fbd45b7d062eadef8f1b8ba7f612e200170c36f23275,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S213-SEG-213H,O007-FREMLIN-V2-S213,O007-RIGHTS-FREMLIN-DSL,,9,213H,213H,213H,explicit,false,exposition,213H,213H,460,663,472,677,16455,23795,18157,26102,695a4a25dc062ff8b0179cda78bb52cdd86075f3fa0a6dfbd7a47eb3974b482c,d3b0ea1c9666dff531bed47683900d70b812c912736c2003db411415febffff1,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S213-SEG-213I,O007-FREMLIN-V2-S213,O007-RIGHTS-FREMLIN-DSL,,10,213I,213I,213I,explicit,false,exposition,213I,213I,664,673,678,687,23795,24157,26102,26527,5fd7a62c9a3d8fbe2f41fad168cc9b1eef3b7ee6508a4b29ef919920222db0e1,a299037c0f5d055fac8b16413c4ab448965d97a671e1717410079bde2ead11cf,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S213-SEG-213J,O007-FREMLIN-V2-S213,O007-RIGHTS-FREMLIN-DSL,,11,213J,213J,213J,explicit,false,exposition,213J,213J,674,698,688,712,24157,25120,26527,27573,907e22695c581f12158e9ef00b3a040fa4a99e3cc0a820d10c7d3859fd355fcd,b9639224bb557777bf7163a24402e97fc363d99000eae35bfccdd8c645e89999,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S213-SEG-213K,O007-FREMLIN-V2-S213,O007-RIGHTS-FREMLIN-DSL,,12,*213K,*213K,*213K,explicit,false,exposition,*213K,*213K,699,716,713,731,25120,25844,27573,28381,d34d25ea7aef7e5f84957662728efeaf649e70b845cff5109fe4ef958bc527b8,2bc5ff3556988d53f19002a67ca1d2900037c31505a84b8bdaaf0c7c7f34321e,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S213-SEG-213L,O007-FREMLIN-V2-S213,O007-RIGHTS-FREMLIN-DSL,,13,213L,213L,213L,explicit,false,exposition,213L,213L,717,759,732,776,25844,27505,28381,30176,09566ea3d2c8e43fed6beae0af9fd4e063f907bfd0fca1d1ba80cb492767ad71,8c55e207ff768d4ba1fe8134ab04f3bbaaa4fbeec7710d4b73fd5221e7256b90,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S213-SEG-213M,O007-FREMLIN-V2-S213,O007-RIGHTS-FREMLIN-DSL,,14,213M,213M,213M,explicit,false,exposition,213M,213M,760,773,777,790,27505,27990,30176,30686,7163ef910a607caa663a6297f9094ebeedcba43e0d34d7097d39338aa5f9cf53,c549ae4e6c9da4eda8914a2f86d7bf7f30767f6475e9e423affca4130d6cefeb,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S213-SEG-213N,O007-FREMLIN-V2-S213,O007-RIGHTS-FREMLIN-DSL,,15,213N,213N,213N,explicit,false,exposition,213N,213N,774,831,791,848,27990,30320,30686,33161,cb56176326551cd4a56484796092ee4bbf53f2722487bdd4a9cb927813ab3885,b8a3d85a41af7b5b7ce090632d41c7f1d2c14def9aa08c8b029a58e38b698950,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S213-SEG-213O,O007-FREMLIN-V2-S213,O007-RIGHTS-FREMLIN-DSL,,16,213O,213O,213O,explicit,false,exposition,213O,213O,832,953,849,967,30320,34828,33161,38001,10fc05d220ee56ecbe3c70f243c7ba9fc112070ad7fdbbacb85de4c9dc279d0a,99de04a6d3dcdd1e06e88075c6dfe537e34c605add1c7780b2f705d679c41d58,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S213-SEG-213X,O007-FREMLIN-V2-S213,O007-RIGHTS-FREMLIN-DSL,,17,213X,213X,213X,explicit,false,exercise,213X,213X,954,970,968,984,34828,35593,38001,38820,324330b5524335af261862ecca756de534728e740569c8e0c403918c2d349230,11aaaf2fe0574feb4b4ace5f8647b8a5014d99ea77721fc2a612a10ee774b8df,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S213-SEG-213XA,O007-FREMLIN-V2-S213,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S213-SEG-213X,18,213X,213Xa,213Xa,implicit-subanchor,true,exercise,213Xa,213Xa,954,970,968,984,34828,35593,38001,38820,324330b5524335af261862ecca756de534728e740569c8e0c403918c2d349230,11aaaf2fe0574feb4b4ace5f8647b8a5014d99ea77721fc2a612a10ee774b8df,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S213-SEG-213XB,O007-FREMLIN-V2-S213,O007-RIGHTS-FREMLIN-DSL,,19,213Xb,213Xb,213Xb,explicit,false,exercise,213Xb,213Xb,971,979,985,993,35593,35977,38820,39243,5593f4a4b43ba8958f912b0d38ebb4a15d4b9d4619906194aeae57691727ddb9,38c9e3a300c190c472680a2066263a1c86562af0a9037cd20a7e982b2f7410b6,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S213-SEG-213XC,O007-FREMLIN-V2-S213,O007-RIGHTS-FREMLIN-DSL,,20,213Xc,213Xc,213Xc,explicit,false,exercise,213Xc,213Xc,980,1007,994,1024,35977,36940,39243,40415,5ca0c7e5fe58f3ada09db2cf346ca0831754743fe92ed2fbb007a9512c03f22e,27fbb19cb0b67f39be1d91fc95d64550c8cf2d7f39c1e34658dd625b080a929b,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S213-SEG-213XD,O007-FREMLIN-V2-S213,O007-RIGHTS-FREMLIN-DSL,,21,213Xd,213Xd,213Xd,explicit,false,exercise,213Xd,213Xd,1008,1013,1025,1031,36940,37235,40415,40758,21e83664a43f9357269825d2bf306d48985b8a023ae841fc168949bc5dec486b,aba480a136923fc5923ab5b969bef93382aec865b4885de5607ea544cbe3b150,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S213-SEG-213XE,O007-FREMLIN-V2-S213,O007-RIGHTS-FREMLIN-DSL,,22,213Xe,213Xe,213Xe,explicit,false,exercise,213Xe,213Xe,1014,1025,1032,1042,37235,37691,40758,41275,1aec5beb8cf952fceda453c0e8963291c7c7e55e26e05553b01f1c004fd64005,43c55f255b9e378250ff05125ad819dceaae49774bacdac45dbdfd598d83421b,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S213-SEG-213XF,O007-FREMLIN-V2-S213,O007-RIGHTS-FREMLIN-DSL,,23,213Xf,213Xf,213Xf,explicit,false,exercise,213Xf,213Xf,1026,1036,1043,1053,37691,38066,41275,41699,5f20b440cd1483a7c0fa72c36fa065d6e071c080923f7734e9ac7d8d0d48e039,de47b1688d2b8fb65971ab7bfd9f2e9d4ff0323f1ff1730b2459e8e046bd1e2b,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
