schema_version,record_type,id,unit_id,segment_id,relation_type,object_id,order,source_anchor,target_reference,resolution_status,source_locator,provenance
1.1.0,xref,O007-FREMLIN-V2-S257-XREF-0001,O007-FREMLIN-V2-S257,O007-FREMLIN-V2-S257-SEG-257-INTRO,source-reference,O007-FREMLIN-V2-S257-SEG-257A,1,257-intro,257A,resolved-in-unit,authority/fremlin/source/mt2.2016/mt257.tex:13,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S257-XREF-0002,O007-FREMLIN-V2-S257,O007-FREMLIN-V2-S257-SEG-257-INTRO,source-reference,O007-FREMLIN-V2-S257-SEG-257B,2,257-intro,257B,resolved-in-unit,authority/fremlin/source/mt2.2016/mt257.tex:14,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S257-XREF-0003,O007-FREMLIN-V2-S257,O007-FREMLIN-V2-S257-SEG-257-INTRO,source-reference,O007-FREMLIN-V2-S257-SEG-257F,3,257-intro,257F,resolved-in-unit,authority/fremlin/source/mt2.2016/mt257.tex:16,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S257-XREF-0004,O007-FREMLIN-V2-S257,O007-FREMLIN-V2-S257-SEG-257A,source-reference,O007-FREMLIN-XREF-256K,4,257A,256K,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt257.tex:22,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S257-XREF-0005,O007-FREMLIN-V2-S257,O007-FREMLIN-V2-S257-SEG-257A,source-reference,O007-FREMLIN-XREF-256G,5,257A,256G,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt257.tex:26,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S257-XREF-0006,O007-FREMLIN-V2-S257,O007-FREMLIN-V2-S257-SEG-257A,source-reference,O007-FREMLIN-XREF-256G,6,257A,256G,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt257.tex:28,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S257-XREF-0007,O007-FREMLIN-V2-S257,O007-FREMLIN-V2-S257-SEG-257B,source-reference,O007-FREMLIN-XREF-235J,7,257B,235J,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt257.tex:44,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S257-XREF-0008,O007-FREMLIN-V2-S257,O007-FREMLIN-V2-S257-SEG-257C,source-reference,O007-FREMLIN-V2-S257-SEG-257B,8,257C,257B,resolved-in-unit,authority/fremlin/source/mt2.2016/mt257.tex:65,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S257-XREF-0009,O007-FREMLIN-V2-S257,O007-FREMLIN-V2-S257-SEG-257C,source-reference,O007-FREMLIN-XREF-252H,9,257C,252H,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt257.tex:65,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S257-XREF-0010,O007-FREMLIN-V2-S257,O007-FREMLIN-V2-S257-SEG-257D,source-reference,O007-FREMLIN-V2-S257-SEG-257C,10,257D,257C,resolved-in-unit,authority/fremlin/source/mt2.2016/mt257.tex:71,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S257-XREF-0011,O007-FREMLIN-V2-S257,O007-FREMLIN-V2-S257-SEG-257D,source-reference,O007-FREMLIN-XREF-256D,11,257D,256D,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt257.tex:82,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S257-XREF-0012,O007-FREMLIN-V2-S257,O007-FREMLIN-V2-S257-SEG-257E,source-reference,O007-FREMLIN-V2-S257-SEG-257B,12,257E,257B,resolved-in-unit,authority/fremlin/source/mt2.2016/mt257.tex:89,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S257-XREF-0013,O007-FREMLIN-V2-S257,O007-FREMLIN-V2-S257-SEG-257F,source-reference,O007-FREMLIN-XREF-255H,13,257F,255H,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt257.tex:115,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S257-XREF-0014,O007-FREMLIN-V2-S257,O007-FREMLIN-V2-S257-SEG-257F,source-reference,O007-FREMLIN-XREF-255L,14,257F,255L,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt257.tex:115,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S257-XREF-0015,O007-FREMLIN-V2-S257,O007-FREMLIN-V2-S257-SEG-257F,source-reference,O007-FREMLIN-XREF-255G,15,257F,255G,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt257.tex:122,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S257-XREF-0016,O007-FREMLIN-V2-S257,O007-FREMLIN-V2-S257-SEG-257F,source-reference,O007-FREMLIN-XREF-256J,16,257F,256J,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt257.tex:132,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S257-XREF-0017,O007-FREMLIN-V2-S257,O007-FREMLIN-V2-S257-SEG-257XC,source-reference,O007-FREMLIN-V2-S257-SEG-257E,17,257Xc,257E,resolved-in-unit,authority/fremlin/source/mt2.2016/mt257.tex:152,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S257-XREF-0018,O007-FREMLIN-V2-S257,O007-FREMLIN-V2-S257-SEG-257XD,source-reference,O007-FREMLIN-XREF-256Xf,18,257Xd,256Xf,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt257.tex:162,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S257-XREF-0019,O007-FREMLIN-V2-S257,O007-FREMLIN-V2-S257-SEG-257Y,source-reference,O007-FREMLIN-XREF-231Yh,19,257Y,231Yh,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt257.tex:183,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S257-XREF-0020,O007-FREMLIN-V2-S257,O007-FREMLIN-V2-S257-SEG-257Y,source-reference,O007-FREMLIN-XREF-255Xi,20,257Y,255Xi,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt257.tex:192,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S257-XREF-0021,O007-FREMLIN-V2-S257,O007-FREMLIN-V2-S257-SEG-257YB,source-reference,O007-FREMLIN-XREF-255Ma,21,257Yb,255Ma,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt257.tex:211,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S257-XREF-0022,O007-FREMLIN-V2-S257,O007-FREMLIN-V2-S257-SEG-257,source-reference,O007-FREMLIN-V2-S257-SEG-257F,22,257,257F,resolved-in-unit,authority/fremlin/source/mt2.2016/mt257.tex:217,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S257-XREF-0023,O007-FREMLIN-V2-S257,O007-FREMLIN-V2-S257-SEG-257,source-reference,O007-FREMLIN-XREF-255G,23,257,255G,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt257.tex:218,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
