schema_version,record_type,id,unit_id,subject_id,relation_type,object_id,order,provenance
1.1.0,relation,O007-FREMLIN-V2-S257-REL-0001,O007-FREMLIN-V2-S257,O007-FREMLIN-V2-S257-SEG-257-INTRO,precedes,O007-FREMLIN-V2-S257-SEG-257A,1,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S257-REL-0002,O007-FREMLIN-V2-S257,O007-FREMLIN-V2-S257-SEG-257A,precedes,O007-FREMLIN-V2-S257-SEG-257B,2,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S257-REL-0003,O007-FREMLIN-V2-S257,O007-FREMLIN-V2-S257-SEG-257B,precedes,O007-FREMLIN-V2-S257-SEG-257C,3,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S257-REL-0004,O007-FREMLIN-V2-S257,O007-FREMLIN-V2-S257-SEG-257C,precedes,O007-FREMLIN-V2-S257-SEG-257D,4,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S257-REL-0005,O007-FREMLIN-V2-S257,O007-FREMLIN-V2-S257-SEG-257D,precedes,O007-FREMLIN-V2-S257-SEG-257E,5,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S257-REL-0006,O007-FREMLIN-V2-S257,O007-FREMLIN-V2-S257-SEG-257E,precedes,O007-FREMLIN-V2-S257-SEG-257F,6,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S257-REL-0007,O007-FREMLIN-V2-S257,O007-FREMLIN-V2-S257-SEG-257F,precedes,O007-FREMLIN-V2-S257-SEG-257X,7,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S257-REL-0008,O007-FREMLIN-V2-S257,O007-FREMLIN-V2-S257-SEG-257X,precedes,O007-FREMLIN-V2-S257-SEG-257XA,8,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S257-REL-0009,O007-FREMLIN-V2-S257,O007-FREMLIN-V2-S257-SEG-257XA,precedes,O007-FREMLIN-V2-S257-SEG-257XB,9,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S257-REL-0010,O007-FREMLIN-V2-S257,O007-FREMLIN-V2-S257-SEG-257XB,precedes,O007-FREMLIN-V2-S257-SEG-257XC,10,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S257-REL-0011,O007-FREMLIN-V2-S257,O007-FREMLIN-V2-S257-SEG-257XC,precedes,O007-FREMLIN-V2-S257-SEG-257XD,11,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S257-REL-0012,O007-FREMLIN-V2-S257,O007-FREMLIN-V2-S257-SEG-257XD,precedes,O007-FREMLIN-V2-S257-SEG-257XE,12,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S257-REL-0013,O007-FREMLIN-V2-S257,O007-FREMLIN-V2-S257-SEG-257XE,precedes,O007-FREMLIN-V2-S257-SEG-257XF,13,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S257-REL-0014,O007-FREMLIN-V2-S257,O007-FREMLIN-V2-S257-SEG-257XF,precedes,O007-FREMLIN-V2-S257-SEG-257Y,14,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
