schema_version,record_type,id,unit_id,rights_id,parent_id,order,source_anchor,semantic_anchor,target_anchor,anchor_kind,anchor_is_synthesized,segment_kind,source_label,target_label,source_line_start,source_line_end,target_line_start,target_line_end,source_char_start,source_char_end,target_char_start,target_char_end,source_segment_sha256,target_segment_sha256,provenance
1.1.0,segment,O007-FREMLIN-V2-S247-SEG-247-INTRO,O007-FREMLIN-V2-S247,O007-RIGHTS-FREMLIN-DSL,,1,247,247-intro,247-intro,unmarked-unit-introduction,false,exposition,247-intro,247-intro,10,21,10,20,188,829,188,898,a30ca5b9c056e12140ca5dac4591891bd476d5efeb09d7390ca12d79eb13773d,6609c4eb12d71ca6747731bb63c4350090723eac3085b51ba74812da2663ee29,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S247-SEG-247A,O007-FREMLIN-V2-S247,O007-RIGHTS-FREMLIN-DSL,,2,247A,247A,247A,explicit,false,exposition,247A,247A,22,95,21,93,829,3429,898,3629,8dbdfaadbfd9c9b6903d995c2d289664f0d51735744e821e3b24bd5a7e08a837,a8d1f6effbf177c126e513725f8eefde325bfd43a5bba52eb3b1230fb23f3df7,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S247-SEG-247B,O007-FREMLIN-V2-S247,O007-RIGHTS-FREMLIN-DSL,,3,247B,247B,247B,explicit,false,exposition,247B,247B,96,131,94,128,3429,4907,3629,5183,fb4c01a09c431396e9256905800cdf988048252c536b495ea93ca837f4b35228,e6ec1d639db14833cc1393b8c0be1d492c21fa2e37e194045c2fe76a11fd4134,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S247-SEG-247C,O007-FREMLIN-V2-S247,O007-RIGHTS-FREMLIN-DSL,,4,247C,247C,247C,explicit,false,exposition,247C,247C,132,378,129,369,4907,14147,5183,15036,2a0f4e001546138d638eb27e8e34c0d666d3d696733dfee42dd996fbdb78817a,430379b01ead5f8708c83f53506a8385375658edb40cfae5e43989c5b6f190da,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S247-SEG-247D,O007-FREMLIN-V2-S247,O007-RIGHTS-FREMLIN-DSL,,5,247D,247D,247D,explicit,false,exposition,247D,247D,379,392,370,384,14147,14849,15036,15831,c3f4fb8659af4ab572baeb36aaa9949ca8124d631c4a94bc7dd1563cb4d18fbd,2109998d87475748fc8e31e7bb20b16878ebc56984fef6c3546f62f575436133,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S247-SEG-247E,O007-FREMLIN-V2-S247,O007-RIGHTS-FREMLIN-DSL,,6,247E,247E,247E,explicit,false,exposition,247E,247E,393,400,385,391,14849,15154,15831,16159,8127b633542330213d5a3d819bb27fc609b1d9e6a2c16090bd30861f807d4ce9,e57347b3a8af77d2e0b98db15f21b1b822e7ba5e4e0794bdff1c5901cff8dfbf,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S247-SEG-247X,O007-FREMLIN-V2-S247,O007-RIGHTS-FREMLIN-DSL,,7,247X,247X,247X,explicit,false,exercise,247X,247X,401,407,392,398,15154,15413,16159,16444,929fa99751ff7f5e30483db48f35ac7f7748729e8244f11098483c201571a7fa,d77beec0d13d3870eb4083d91b63d7477efdb190473177ad9496ae146da66275,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S247-SEG-247XA,O007-FREMLIN-V2-S247,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S247-SEG-247X,8,247X,247Xa,247Xa,implicit-subanchor,true,exercise,247Xa,247Xa,401,407,392,398,15154,15413,16159,16444,929fa99751ff7f5e30483db48f35ac7f7748729e8244f11098483c201571a7fa,d77beec0d13d3870eb4083d91b63d7477efdb190473177ad9496ae146da66275,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S247-SEG-247XB,O007-FREMLIN-V2-S247,O007-RIGHTS-FREMLIN-DSL,,9,247Xb,247Xb,247Xb,explicit,false,exercise,247Xb,247Xb,408,416,399,408,15413,15877,16444,16972,c8d1554f2f7fd5b9f14dd4fd2a9940fab5f5fe45bce8b39211f4779ab1a0b9b4,a391fd665031f987b63149ab034ee296f23bbbb18786358e3dd013081cb70990,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S247-SEG-247XC,O007-FREMLIN-V2-S247,O007-RIGHTS-FREMLIN-DSL,,10,247Xc,247Xc,247Xc,explicit,false,exercise,247Xc,247Xc,417,421,409,414,15877,16081,16972,17225,1a38b38e6830341a080478207d8cf273c2fa50100faec0b1605b3e6ea70161ae,3e053ec58685f0104ef661771fc866cc84c11d90d593ddd901f79f2b9c507ca9,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S247-SEG-247XD,O007-FREMLIN-V2-S247,O007-RIGHTS-FREMLIN-DSL,,11,247Xd,247Xd,247Xd,explicit,false,exercise,247Xd,247Xd,422,426,415,419,16081,16310,17225,17465,775e62a4236411ec92e5ab841c9091a8f9cd0b8c7d0473d666514a7c83f3f1fb,5578b1ca30a7cb30164eca264700db6c171f68456e3d44de8d653b2a1d34965e,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
