schema_version,record_type,id,unit_id,subject_id,relation_type,object_id,order,provenance
1.1.0,relation,O007-FREMLIN-V2-S247-REL-0001,O007-FREMLIN-V2-S247,O007-FREMLIN-V2-S247-SEG-247-INTRO,precedes,O007-FREMLIN-V2-S247-SEG-247A,1,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S247-REL-0002,O007-FREMLIN-V2-S247,O007-FREMLIN-V2-S247-SEG-247A,precedes,O007-FREMLIN-V2-S247-SEG-247B,2,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S247-REL-0003,O007-FREMLIN-V2-S247,O007-FREMLIN-V2-S247-SEG-247B,precedes,O007-FREMLIN-V2-S247-SEG-247C,3,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S247-REL-0004,O007-FREMLIN-V2-S247,O007-FREMLIN-V2-S247-SEG-247C,precedes,O007-FREMLIN-V2-S247-SEG-247D,4,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S247-REL-0005,O007-FREMLIN-V2-S247,O007-FREMLIN-V2-S247-SEG-247D,precedes,O007-FREMLIN-V2-S247-SEG-247E,5,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S247-REL-0006,O007-FREMLIN-V2-S247,O007-FREMLIN-V2-S247-SEG-247E,precedes,O007-FREMLIN-V2-S247-SEG-247X,6,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S247-REL-0007,O007-FREMLIN-V2-S247,O007-FREMLIN-V2-S247-SEG-247X,precedes,O007-FREMLIN-V2-S247-SEG-247XA,7,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S247-REL-0008,O007-FREMLIN-V2-S247,O007-FREMLIN-V2-S247-SEG-247XA,precedes,O007-FREMLIN-V2-S247-SEG-247XB,8,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S247-REL-0009,O007-FREMLIN-V2-S247,O007-FREMLIN-V2-S247-SEG-247XB,precedes,O007-FREMLIN-V2-S247-SEG-247XC,9,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S247-REL-0010,O007-FREMLIN-V2-S247,O007-FREMLIN-V2-S247-SEG-247XC,precedes,O007-FREMLIN-V2-S247-SEG-247XD,10,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S247-REL-0011,O007-FREMLIN-V2-S247,O007-FREMLIN-V2-S247-SEG-247XD,precedes,O007-FREMLIN-V2-S247-SEG-247XE,11,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S247-REL-0012,O007-FREMLIN-V2-S247,O007-FREMLIN-V2-S247-SEG-247XE,precedes,O007-FREMLIN-V2-S247-SEG-247Y,12,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S247-REL-0013,O007-FREMLIN-V2-S247,O007-FREMLIN-V2-S247-SEG-247Y,precedes,O007-FREMLIN-V2-S247-SEG-247YA,13,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
