schema_version,record_type,id,unit_id,segment_id,relation_type,object_id,order,source_anchor,target_reference,resolution_status,source_locator,provenance
1.1.0,xref,O007-FREMLIN-V2-S285-XREF-0001,O007-FREMLIN-V2-S285,O007-FREMLIN-V2-S285-SEG-285-INTRO,source-reference,O007-FREMLIN-V2-S285-SEG-285M,1,285-intro,285M,resolved-in-unit,authority/fremlin/source/mt2.2016/mt285.tex:14,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S285-XREF-0002,O007-FREMLIN-V2-S285,O007-FREMLIN-V2-S285-SEG-285-INTRO,source-reference,O007-FREMLIN-V2-S285-SEG-285G,2,285-intro,285G,resolved-in-unit,authority/fremlin/source/mt2.2016/mt285.tex:16,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S285-XREF-0003,O007-FREMLIN-V2-S285,O007-FREMLIN-V2-S285-SEG-285-INTRO,source-reference,O007-FREMLIN-V2-S285-SEG-285XI,3,285-intro,285Xi,resolved-in-unit,authority/fremlin/source/mt2.2016/mt285.tex:16,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S285-XREF-0004,O007-FREMLIN-V2-S285,O007-FREMLIN-V2-S285-SEG-285-INTRO,source-reference,O007-FREMLIN-V2-S285-SEG-285Q,4,285-intro,285Q,resolved-in-unit,authority/fremlin/source/mt2.2016/mt285.tex:22,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S285-XREF-0005,O007-FREMLIN-V2-S285,O007-FREMLIN-V2-S285-SEG-285A,source-reference,O007-FREMLIN-XREF-256A,5,285A,256A,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt285.tex:35,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S285-XREF-0006,O007-FREMLIN-V2-S285,O007-FREMLIN-V2-S285-SEG-285AB,source-reference,O007-FREMLIN-XREF-271C,6,285Ab,271C,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt285.tex:49,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S285-XREF-0007,O007-FREMLIN-V2-S285,O007-FREMLIN-V2-S285-SEG-285B,source-reference,O007-FREMLIN-XREF-283Ba,7,285B,283Ba,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt285.tex:54,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S285-XREF-0008,O007-FREMLIN-V2-S285,O007-FREMLIN-V2-S285-SEG-285B,source-reference,O007-FREMLIN-XREF-283F,8,285B,283F,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt285.tex:72,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S285-XREF-0009,O007-FREMLIN-V2-S285,O007-FREMLIN-V2-S285-SEG-285B,source-reference,O007-FREMLIN-V2-S285-SEG-285XK,9,285B,285Xk,resolved-in-unit,authority/fremlin/source/mt2.2016/mt285.tex:72,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S285-XREF-0010,O007-FREMLIN-V2-S285,O007-FREMLIN-V2-S285-SEG-285B,source-reference,O007-FREMLIN-XREF-283M,10,285B,283M,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt285.tex:74,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S285-XREF-0011,O007-FREMLIN-V2-S285,O007-FREMLIN-V2-S285-SEG-285C,source-reference,O007-FREMLIN-XREF-271E,11,285C,271E,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt285.tex:102,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S285-XREF-0012,O007-FREMLIN-V2-S285,O007-FREMLIN-V2-S285-SEG-285D,source-reference,O007-FREMLIN-XREF-283A,12,285D,283A,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt285.tex:117,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S285-XREF-0013,O007-FREMLIN-V2-S285,O007-FREMLIN-V2-S285-SEG-285D,source-reference,O007-FREMLIN-XREF-284C,13,285D,284C,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt285.tex:174,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S285-XREF-0014,O007-FREMLIN-V2-S285,O007-FREMLIN-V2-S285-SEG-285D,source-reference,O007-FREMLIN-XREF-235K,14,285D,235K,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt285.tex:182,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
