schema_version,record_type,id,unit_id,rights_id,parent_id,order,source_anchor,semantic_anchor,target_anchor,anchor_kind,anchor_is_synthesized,segment_kind,source_label,target_label,source_line_start,source_line_end,target_line_start,target_line_end,source_char_start,source_char_end,target_char_start,target_char_end,source_segment_sha256,target_segment_sha256,provenance
1.1.0,segment,O007-FREMLIN-V2-S284-SEG-284-INTRO,O007-FREMLIN-V2-S284,O007-RIGHTS-FREMLIN-DSL,,1,284,284-intro,284-intro,unmarked-unit-introduction,false,exposition,284-intro,284-intro,13,33,9,24,233,1374,235,1325,577cfb4b075a5c67b2146fe140852be5cbb9519698bbed384ef8eb5b13e2c54d,82a49901de98c871d98eb055262b4406ef15b109294d07326b75d4d99b68ede1,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S284-SEG-284A,O007-FREMLIN-V2-S284,O007-RIGHTS-FREMLIN-DSL,,2,284A,284A,284A,explicit,false,exposition,284A,284A,34,44,25,34,1374,1805,1325,1759,0ddaeb757ad07c4ab1fd9d7966834c253e847191e77fdefd8ca33c4c3387251c,f9344e7cf9a0116a9dc314352c0108d105c0982a77e6a2a9ba5328eecaf78e88,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S284-SEG-284B,O007-FREMLIN-V2-S284,O007-RIGHTS-FREMLIN-DSL,,3,284B,284B,284B,explicit,false,exposition,284B,284B,45,136,35,123,1805,4289,1759,4370,467ca1dd5f45d9ffa21fdd05bd451fc6090060b183e5e647bd1c89ca0006d628,6547d04b0ba4ed36230fbe53c2f226c4e4c33910ade677a235808155fcbb7e89,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S284-SEG-284C,O007-FREMLIN-V2-S284,O007-RIGHTS-FREMLIN-DSL,,4,284C,284C,284C,explicit,false,exposition,284C,284C,137,168,124,150,4289,5509,4370,5590,10a8110741dd6d05d11531636560f36dacdcc5a8926faf7288d16dc19b074c83,e3d747cfccdf611c6387c167020bdb261927240d38569d3d0ec1d66401311320,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S284-SEG-284D,O007-FREMLIN-V2-S284,O007-RIGHTS-FREMLIN-DSL,,5,284D,284D,284D,explicit,false,exposition,284D,284D,169,178,151,158,5509,5801,5590,5911,3bd001791b631153dfb2caf7339625d13b576cee0ea6c4d6f28996cce6da4b13,0e63cef554b7fc6885dcc5b2925e91fe46222cc69a2779ea85ec5eb8415b62d0,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S284-SEG-284E,O007-FREMLIN-V2-S284,O007-RIGHTS-FREMLIN-DSL,,6,284E,284E,284E,explicit,false,exposition,284E,284E,179,251,159,224,5801,7474,5911,7672,abe45e356e8fc96295a6241cf343f615f16f104d2f6e99753d65c14ab7e6ba39,4b56890bf1ae54faa74e3433134a0f74251c8bbffd8b626fa678f74b8d2e504e,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S284-SEG-284F,O007-FREMLIN-V2-S284,O007-RIGHTS-FREMLIN-DSL,,7,284F,284F,284F,explicit,false,exposition,284F,284F,252,270,225,240,7474,8054,7672,8293,6918d077b2fc877519c43a2c7125678ace7d2841dd3cb6873d52596febac1f3e,fa0b6c3753fe66395599e1ecfa6d40c97d1c738bcb70363791c48bbce8e37328,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S284-SEG-284G,O007-FREMLIN-V2-S284,O007-RIGHTS-FREMLIN-DSL,,8,284G,284G,284G,explicit,false,exposition,284G,284G,271,342,241,310,8054,10668,8293,10996,ced89bc1f2eabec7803d3bb0fbd29f1b142a7960e0dc20817e69447824e68657,1585b9bf32727844714b35e14418fd6a0f38a46f9a0c17f8d9aa169546c40f1d,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S284-SEG-284H,O007-FREMLIN-V2-S284,O007-RIGHTS-FREMLIN-DSL,,9,284H,284H,284H,explicit,false,exposition,284H,284H,343,352,311,319,10668,10989,10996,11323,17aae72d4fc6a346023476f88fa4e6b9a71556431c28e896690b3c2870f0ff1c,5b34b48db8b2fee60138e9e32fde807fbf35ec304138ef232b9594305b9891c1,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S284-SEG-284I,O007-FREMLIN-V2-S284,O007-RIGHTS-FREMLIN-DSL,,10,284I,284I,284I,explicit,false,exposition,284I,284I,353,364,320,328,10989,11505,11323,11862,6f48dac80247bdd6cd56518490a55884a4e73a0a9dd39d475960a841a15b055f,3af5611c61501bd48c77a034e45a604129518fb62a76ef5f719a84b2bb03ba57,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S284-SEG-284IB,O007-FREMLIN-V2-S284,O007-RIGHTS-FREMLIN-DSL,,11,284Ib,284Ib,284Ib,explicit,false,exposition,284Ib,284Ib,365,372,329,336,11505,11844,11862,12214,8b27f1cb6ba9d302005dbb7fbf9677ee6b4a8ddc3f1db4b52e288a39f0696022,cd46a298132f55b0669f46fedf30db74e9b35eb1e95cce03cd34ccff9a69f5c8,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S284-SEG-284IC,O007-FREMLIN-V2-S284,O007-RIGHTS-FREMLIN-DSL,,12,284Ic,284Ic,284Ic,explicit,false,exposition,284Ic,284Ic,373,378,337,343,11844,12106,12214,12478,2a500abd7b48de60c6579caeb773212f55fb160b8ba92bad8d2c02a6e1f92035,00d02dddc7ee7a00151ac462fb9f2988ccd24f0657cde78fec5e475419cc9a13,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S284-SEG-284ID,O007-FREMLIN-V2-S284,O007-RIGHTS-FREMLIN-DSL,,13,284Id,284Id,284Id,explicit,false,exposition,284Id,284Id,378,392,343,354,12106,12863,12478,13304,9a4683dc09c113a66e721e2c17ad9ac5e5c99a61bbb938dc23d1a1b504203ef4,99fdb795bcb7638a80278248da8ea8fd67c9b00cf8b03bcb482f85f965428c35,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S284-SEG-284IE,O007-FREMLIN-V2-S284,O007-RIGHTS-FREMLIN-DSL,,14,284Ie,284Ie,284Ie,explicit,false,exposition,284Ie,284Ie,393,404,355,365,12863,13513,13304,13965,7c7f0c52bae188ddcbc9d1060299a72e34be70ebbcec3855923fc9850568b1b3,80cb9bebdd4ccf61092aefadf7d2c2457b92fd6e6c86d3a2e1677b1180e3a08e,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S284-SEG-284IF,O007-FREMLIN-V2-S284,O007-RIGHTS-FREMLIN-DSL,,15,284If,284If,284If,explicit,false,exposition,284If,284If,405,444,366,398,13513,14632,13965,15114,867be004e4c37407315f6b1b5ab72667340ac9f4fd280320a346a73659715c75,f15c93a3fdebb1047936760ced17ee0f40463bfce3659ed28499bc4d0c481610,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S284-SEG-284IG,O007-FREMLIN-V2-S284,O007-RIGHTS-FREMLIN-DSL,,16,284Ig,284Ig,284Ig,explicit,false,exposition,284Ig,284Ig,444,457,398,406,14632,15087,15114,15578,0074c4f6f33f94b20562ef3d50e012cdc70fc240b41dd59e6bb5040948faf027,13ff9d58b5cf41c68dba927cc48d98c02cbfc4229fb7d29ec205002b7c8ef4a4,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S284-SEG-284J,O007-FREMLIN-V2-S284,O007-RIGHTS-FREMLIN-DSL,,17,284J,284J,284J,explicit,false,exposition,284J,284J,458,469,407,418,15087,15499,15578,16018,9bed05099476543026b3b2019002392e06137846ccf228471b5f2afd30422762,2416f8d34403ac9a3f90942b241659f9a4f56bdc998b46aed932a2c37d1304d3,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S284-SEG-284K,O007-FREMLIN-V2-S284,O007-RIGHTS-FREMLIN-DSL,,18,284K,284K,284K,explicit,false,exposition,284K,284K,470,546,419,490,15499,18308,16018,18890,b0902faaad889cb0ce393e28e42859f2c559cbb593fa3932793b849d8479f7da,d43e501168ace49756271004c6061a47a16a5d607a15075b989b7f42043e0ba8,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S284-SEG-284L,O007-FREMLIN-V2-S284,O007-RIGHTS-FREMLIN-DSL,,19,284L,284L,284L,explicit,false,exposition,284L,284L,547,704,491,641,18308,23788,18890,24554,a08bf63332471b90206387b016dad82f24d42ad3cf539a56cd6d8ac633322bbb,60a2aa9300b5bb8d88a44cc1877f86dd512926a5d23555784580c79b24dbb7b3,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S284-SEG-284M,O007-FREMLIN-V2-S284,O007-RIGHTS-FREMLIN-DSL,,20,284M,284M,284M,explicit,false,exposition,284M,284M,705,792,642,725,23788,26860,24554,27823,ab3dccc34d531515633cecb83388366042cccf87d3b99035c9bf578da1443ff3,36b62a9d521526460a66a0f89a584f00efd9e51cca879b5ce8e43bf548b99cc4,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S284-SEG-284N,O007-FREMLIN-V2-S284,O007-RIGHTS-FREMLIN-DSL,,21,284N,284N,284N,explicit,false,exposition,284N,284N,793,831,726,758,26860,28286,27823,29282,36c0f05a21045fd7a3decfbf4d0e811c96031831e7ed4d5fdcb25f8a12da60ff,c79cec4d346cad4e36bf0efcd3dd627a7f862252bd91f56e9e75281402e7e9bc,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
