schema_version,record_type,id,unit_id,rights_id,parent_id,order,source_anchor,semantic_anchor,target_anchor,anchor_kind,anchor_is_synthesized,segment_kind,source_label,target_label,source_line_start,source_line_end,target_line_start,target_line_end,source_char_start,source_char_end,target_char_start,target_char_end,source_segment_sha256,target_segment_sha256,provenance
1.1.0,segment,O007-FREMLIN-V2-S255-SEG-255-INTRO,O007-FREMLIN-V2-S255,O007-RIGHTS-FREMLIN-DSL,,1,255,255-intro,255-intro,unmarked-unit-introduction,false,exposition,255-intro,255-intro,10,33,10,33,164,1146,152,1224,92db269234ef2b7537327548238340da51ee23023a2fe836f80147e87f614d9c,df88c4cc93a64925d90ae4b735224201e2a388b46d71f0f8d144541a566984d7,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S255-SEG-255A,O007-FREMLIN-V2-S255,O007-RIGHTS-FREMLIN-DSL,,2,255A,255A,255A,explicit,false,exposition,255A,255A,34,167,34,167,1146,6500,1224,6911,ac4dc24cc7ef6c17fddd1175ed835c8c81ace1934039ce7e186d70298b8e14f4,89225c4b8c2b4c98205fb7d1b238deab428f3caa13bff232d2bfbfab95d4fbe8,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S255-SEG-255B,O007-FREMLIN-V2-S255,O007-RIGHTS-FREMLIN-DSL,,3,255B,255B,255B,explicit,false,exposition,255B,255B,168,186,168,186,6500,7078,6911,7556,613235c9ba2644a3c75d06c22535fbf360c0ed1bdb3215dfdcf6f7cd07a4c404,b5e172b119cbe414468a6ccf3bd06275fca89148b8d93b958f01854e52b643e8,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S255-SEG-255C,O007-FREMLIN-V2-S255,O007-RIGHTS-FREMLIN-DSL,,4,255C,255C,255C,explicit,false,exposition,255C,255C,187,203,187,203,7078,7939,7556,8524,bc80ae361e1d9d3a0a10481b91b2dd37eab7bce335a4089e3c0b7234b8845a64,cd4127a0d1f291dc28c941b51f8b682cab902faac05f9ea585b5ca5aea6aa3a5,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S255-SEG-255CB,O007-FREMLIN-V2-S255,O007-RIGHTS-FREMLIN-DSL,,5,255Cb,255Cb,255Cb,explicit,false,exposition,255Cb,255Cb,204,216,204,216,7939,8541,8524,9134,c492409583fcec3329cff08dbc2013b233c336d04332c24d2fca31590f5477c7,adaa2da64e91829517bc3a52644c8b4289e12c7ed546d8d0139c62079e92069c,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S255-SEG-255CC,O007-FREMLIN-V2-S255,O007-RIGHTS-FREMLIN-DSL,,6,255Cc,255Cc,255Cc,explicit,false,exposition,255Cc,255Cc,217,225,217,225,8541,8943,9134,9563,f99548a5baa70606781398220fe3a2b7075623e9a4032e766f6158aa2497e01a,23dc98dada3beed573ad8acc7692a34c0817a5bf86622141fe5408065cbe49f3,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S255-SEG-255D,O007-FREMLIN-V2-S255,O007-RIGHTS-FREMLIN-DSL,,7,255D,255D,255D,explicit,false,exposition,255D,255D,226,254,226,254,8943,10015,9563,10728,65a387f5ec79988437cda4c75a444724613965adc648946d21b1631e5fb29a18,e8819d2d127a6453db57f594cac285798e0545b971fa26aeb1055ca9550b83d7,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S255-SEG-255E,O007-FREMLIN-V2-S255,O007-RIGHTS-FREMLIN-DSL,,8,255E,255E,255E,explicit,false,exposition,255E,255E,255,278,255,278,10015,10875,10728,11609,64fa5903016786c16a55d58d3cb601043b927cfa0437764c8bd6252481803cf5,f205e91d577febada7c72a7b080deebdbc417029f55563c256c24229ea5c7df8,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S255-SEG-255F,O007-FREMLIN-V2-S255,O007-RIGHTS-FREMLIN-DSL,,9,255F,255F,255F,explicit,false,exposition,255F,255F,279,290,279,290,10875,11192,11609,11925,c957b76737e7b68253211881a9bca85733935a330799b183706ff4f5071ab390,8e5e70b836ed7a17d8fc4a54109f7b180ae497793ed74315cb3d7fd28f1bc265,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S255-SEG-255FB,O007-FREMLIN-V2-S255,O007-RIGHTS-FREMLIN-DSL,,10,255Fb,255Fb,255Fb,explicit,false,exposition,255Fb,255Fb,291,306,291,306,11192,11643,11925,12432,3109b08530df95c2e1db07c9230db630fa6f3d0e8763437f2503470ad6cf7f87,be39d3b7f2641dfd2dd5f450a099fac603240519d3817498fb0207e0d7fcd05b,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S255-SEG-255FC,O007-FREMLIN-V2-S255,O007-RIGHTS-FREMLIN-DSL,,11,255Fc,255Fc,255Fc,explicit,false,exposition,255Fc,255Fc,307,324,307,324,11643,12562,12432,13430,f981c0eebc55f89db96eb55fd1a8c8f0bb0324c3ad88acd66818511de0fb9d87,d61cbab54a01ffabf869af0f41e8f962c61e867fae77f00a1ad12c442c16b6bf,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S255-SEG-255G,O007-FREMLIN-V2-S255,O007-RIGHTS-FREMLIN-DSL,,12,255G,255G,255G,explicit,false,exposition,255G,255G,325,400,325,400,12562,14785,13430,15835,3aa5bb0ebdf4641c02c1674a10c8b7902274fc8ca854d107ebf44e32dfdd89ba,3c71c95688f396130ef45fff10c211f37c0227477b73d28bff8572d44fa4f9e3,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S255-SEG-255H,O007-FREMLIN-V2-S255,O007-RIGHTS-FREMLIN-DSL,,13,255H,255H,255H,explicit,false,exposition,255H,255H,401,426,401,426,14785,15444,15835,16546,116a539946c9ba55e707fdad8c24e0ae35e528b4b6cc360219c77110560da929,287f6581f3d927058352ac01269ecdc61da1bae56252e935e8b626a08f21e864,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S255-SEG-255I,O007-FREMLIN-V2-S255,O007-RIGHTS-FREMLIN-DSL,,14,255I,255I,255I,explicit,false,exposition,255I,255I,427,465,427,465,15444,16858,16546,18007,cbd72f81fa593d64df30cc707718ba9e62ba5eabe8e709247e2d0d73cb6aef13,3c468a825e37f932f0785605fc04ad3db42b35e6774871aeff0844f882f2a6cf,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S255-SEG-255J,O007-FREMLIN-V2-S255,O007-RIGHTS-FREMLIN-DSL,,15,255J,255J,255J,explicit,false,exposition,255J,255J,466,508,466,508,16858,18255,18007,19535,47d74da97e1d04cdb5879fecb76f37bed23b0c717b5fe43540ffa8c1d0ff0f6b,d7b83dd89f47a742b10bc16616cbd2a40949e158e44889a8f662fb10c7775a58,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S255-SEG-255K,O007-FREMLIN-V2-S255,O007-RIGHTS-FREMLIN-DSL,,16,255K,255K,255K,explicit,false,exposition,255K,255K,509,592,509,592,18255,21379,19535,22844,aa1d87e6061ca77cb83a9af0fcb660ab0d1aa7f2420af05861c79aca3aa777bf,8cda776397a7d04ad706f6b8478acec29a851f0d2ce6fb545bbc153c2f42deaa,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S255-SEG-255L,O007-FREMLIN-V2-S255,O007-RIGHTS-FREMLIN-DSL,,17,255L,255L,255L,explicit,false,exposition,255L,255L,593,615,593,615,21379,22535,22844,24142,5f25f00fcfedc96d8dc4e2b7f19e2293f5385f7f9d4d0ced79dc392d9c398fa8,edd8b12a7d16a95d06ef209313ef11037c2e82d7fd365b2299808ab43b9c3631,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S255-SEG-255M,O007-FREMLIN-V2-S255,O007-RIGHTS-FREMLIN-DSL,,18,255M,255M,255M,explicit,false,exposition,255M,255M,616,620,616,620,22535,22746,24142,24362,cbb1c63f33ab4f51134f57b54bbf3d98642589b3b0bc93625ecf11060e0a42d2,19c926fe17284fc985b64910d5a73fae67b0004f1a7b5de3de6c16646b5018a7,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S255-SEG-255MA,O007-FREMLIN-V2-S255,O007-RIGHTS-FREMLIN-DSL,,19,255Ma,255Ma,255Ma,explicit,false,exposition,255Ma,255Ma,621,645,621,645,22746,23914,24362,25651,c3f1b7c4f2a0dd8c61cf3d76fca02f0eee2fa30dd4af9c4dadf6eb31160bfa4d,80aa62e998138e66745bfe4b2067fececfe5c57b4b5e10bb0299d846ea5051cc,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S255-SEG-255MB,O007-FREMLIN-V2-S255,O007-RIGHTS-FREMLIN-DSL,,20,255Mb,255Mb,255Mb,explicit,false,exposition,255Mb,255Mb,646,672,646,672,23914,25299,25651,27083,cdeae2d55178de03eb682b89cc5d87d37d32725973508fb50248b86f601569fc,9c2ae4037e2cdc22ef42bb8f95f129e5b0d6cff466ed9ea8e81ac8d0e82c6e1c,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S255-SEG-255MC,O007-FREMLIN-V2-S255,O007-RIGHTS-FREMLIN-DSL,,21,255Mc,255Mc,255Mc,explicit,false,exposition,255Mc,255Mc,673,676,673,676,25299,25415,27083,27222,ad5a8720ba4b5da900fa65fb6541a4dc3112a293ed371bd4dd3d51f45468b433,4008fa2a7d4be128a14a7125103e421df5c0e3214c885848c78a52c09928055e,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S255-SEG-255N,O007-FREMLIN-V2-S255,O007-RIGHTS-FREMLIN-DSL,,22,255N,255N,255N,explicit,false,exposition,255N,255N,677,801,677,801,25415,29153,27222,31193,c8eff226c9cd984013d5326928aa11c1e67f5cba7d78d93cd05baca9701e998a,46b67debff1050a3f1d59f7551250ed31cbc5dc038a10a6054817af0d7a1eed0,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S255-SEG-255O,O007-FREMLIN-V2-S255,O007-RIGHTS-FREMLIN-DSL,,23,255O,255O,255O,explicit,false,exposition,255O,255O,802,807,802,807,29153,29372,31193,31441,d6c16d145dbd93624f00f898b7c5e83207324dbd1743ae06cb35af21e6a4356e,9f3b821bb6281a7b99cff9b0cedb19249107d2d9d6a9eb15920c6713eb46c6a5,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
