schema_version,record_type,id,unit_id,subject_id,relation_type,object_id,order,provenance
1.1.0,relation,O007-FREMLIN-V2-APP-2A1-REL-0001,O007-FREMLIN-V2-APP-2A1,O007-FREMLIN-V2-APP-2A1-SEG-2A1-INTRO,precedes,O007-FREMLIN-V2-APP-2A1-SEG-2A1A-A,1,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-APP-2A1-REL-0002,O007-FREMLIN-V2-APP-2A1,O007-FREMLIN-V2-APP-2A1-SEG-2A1A-A,precedes,O007-FREMLIN-V2-APP-2A1-SEG-2A1A-B,2,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-APP-2A1-REL-0003,O007-FREMLIN-V2-APP-2A1,O007-FREMLIN-V2-APP-2A1-SEG-2A1A-B,precedes,O007-FREMLIN-V2-APP-2A1-SEG-2A1AC,3,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-APP-2A1-REL-0004,O007-FREMLIN-V2-APP-2A1,O007-FREMLIN-V2-APP-2A1-SEG-2A1AC,precedes,O007-FREMLIN-V2-APP-2A1-SEG-2A1AD,4,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-APP-2A1-REL-0005,O007-FREMLIN-V2-APP-2A1,O007-FREMLIN-V2-APP-2A1-SEG-2A1AD,precedes,O007-FREMLIN-V2-APP-2A1-SEG-2A1AE,5,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-APP-2A1-REL-0006,O007-FREMLIN-V2-APP-2A1,O007-FREMLIN-V2-APP-2A1-SEG-2A1AE,precedes,O007-FREMLIN-V2-APP-2A1-SEG-2A1B,6,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-APP-2A1-REL-0007,O007-FREMLIN-V2-APP-2A1,O007-FREMLIN-V2-APP-2A1-SEG-2A1B,precedes,O007-FREMLIN-V2-APP-2A1-SEG-2A1C,7,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-APP-2A1-REL-0008,O007-FREMLIN-V2-APP-2A1,O007-FREMLIN-V2-APP-2A1-SEG-2A1C,precedes,O007-FREMLIN-V2-APP-2A1-SEG-2A1D,8,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-APP-2A1-REL-0009,O007-FREMLIN-V2-APP-2A1,O007-FREMLIN-V2-APP-2A1-SEG-2A1D,precedes,O007-FREMLIN-V2-APP-2A1-SEG-2A1DB,9,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-APP-2A1-REL-0010,O007-FREMLIN-V2-APP-2A1,O007-FREMLIN-V2-APP-2A1-SEG-2A1DB,precedes,O007-FREMLIN-V2-APP-2A1-SEG-2A1DC,10,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-APP-2A1-REL-0011,O007-FREMLIN-V2-APP-2A1,O007-FREMLIN-V2-APP-2A1-SEG-2A1DC,precedes,O007-FREMLIN-V2-APP-2A1-SEG-2A1DD,11,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
