schema_version,record_type,id,unit_id,rights_id,segment_id,order,source_anchor,target_anchor,source_line_start,target_line_start,source_char_start,source_char_end,target_char_start,target_char_end,source_raw_tex,target_raw_tex,source_raw_tex_sha256,target_raw_tex_sha256,normalized_symbolic_sha256,math_delimiter,source_normalized_sha256,target_normalized_sha256,provenance
1.1.0,formula,O007-FREMLIN-V2-C25-INTRO-FORMULA-0011,O007-FREMLIN-V2-C25-INTRO,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-C25-INTRO-SEG-25-INTRO,11,25-intro,25-intro,42,38,2135,2144,2080,2089,\lambda,\lambda,583cf6290785d72cc1b71808962dd4bd72ca369f004fb5cb587694fc1b26149f,583cf6290785d72cc1b71808962dd4bd72ca369f004fb5cb587694fc1b26149f,583cf6290785d72cc1b71808962dd4bd72ca369f004fb5cb587694fc1b26149f,$,583cf6290785d72cc1b71808962dd4bd72ca369f004fb5cb587694fc1b26149f,583cf6290785d72cc1b71808962dd4bd72ca369f004fb5cb587694fc1b26149f,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-C25-INTRO-FORMULA-0012,O007-FREMLIN-V2-C25-INTRO,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-C25-INTRO-SEG-25-INTRO,12,25-intro,25-intro,42,39,2148,2159,2095,2106,X\times Y,X\times Y,378b544574e931ef8d4f5db0a10cfe62b505e2478573467f9bf2c7855b28bf0f,378b544574e931ef8d4f5db0a10cfe62b505e2478573467f9bf2c7855b28bf0f,e3dabb3cfd0ded25c062400af266ca186420b02a61aa2057c7c2bfe7c3763f6d,$,e3dabb3cfd0ded25c062400af266ca186420b02a61aa2057c7c2bfe7c3763f6d,e3dabb3cfd0ded25c062400af266ca186420b02a61aa2057c7c2bfe7c3763f6d,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-C25-INTRO-FORMULA-0013,O007-FREMLIN-V2-C25-INTRO,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-C25-INTRO-SEG-25-INTRO,13,25-intro,25-intro,43,40,2206,2223,2152,2169,\mu E\cdot\nu F,\mu E\cdot\nu F,4199008e49a416e283e49057ff589bedc3ab32c3f6cce5a5ea01266bc4b2a307,4199008e49a416e283e49057ff589bedc3ab32c3f6cce5a5ea01266bc4b2a307,03551dbef2d88a3524be75a7ae55419c562836f1e043a937879affaa6829a021,$,03551dbef2d88a3524be75a7ae55419c562836f1e043a937879affaa6829a021,03551dbef2d88a3524be75a7ae55419c562836f1e043a937879affaa6829a021,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-C25-INTRO-FORMULA-0014,O007-FREMLIN-V2-C25-INTRO,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-C25-INTRO-SEG-25-INTRO,14,25-intro,25-intro,43,40,2241,2252,2202,2213,E\times F,E\times F,ec3802639e0417591ef647eae3f98bdeac114b2e060ffb1d3f40f542bc1cfa2c,ec3802639e0417591ef647eae3f98bdeac114b2e060ffb1d3f40f542bc1cfa2c,9646e445ac7dcb7c0deb98eb6fc1c5ae9482d28eb2aee5bd2fdd6995ecb9f80d,$,9646e445ac7dcb7c0deb98eb6fc1c5ae9482d28eb2aee5bd2fdd6995ecb9f80d,9646e445ac7dcb7c0deb98eb6fc1c5ae9482d28eb2aee5bd2fdd6995ecb9f80d,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-C25-INTRO-FORMULA-0015,O007-FREMLIN-V2-C25-INTRO,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-C25-INTRO-SEG-25-INTRO,15,25-intro,25-intro,44,41,2260,2272,2219,2231,E\in\Sigma,E\in\Sigma,afe4bbaaedba5158924d3a0bd77f0304472650e71de5aed22515cc3a0a8e1bd2,afe4bbaaedba5158924d3a0bd77f0304472650e71de5aed22515cc3a0a8e1bd2,afe4bbaaedba5158924d3a0bd77f0304472650e71de5aed22515cc3a0a8e1bd2,$,afe4bbaaedba5158924d3a0bd77f0304472650e71de5aed22515cc3a0a8e1bd2,afe4bbaaedba5158924d3a0bd77f0304472650e71de5aed22515cc3a0a8e1bd2,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-C25-INTRO-FORMULA-0016,O007-FREMLIN-V2-C25-INTRO,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-C25-INTRO-SEG-25-INTRO,16,25-intro,25-intro,45,41,2278,2288,2236,2246,F\in\Tau,F\in\Tau,1c89dd885b17d49d2d61b2430cf1f8956e6b04ce6f3295ea1c11ffbf00b7fb98,1c89dd885b17d49d2d61b2430cf1f8956e6b04ce6f3295ea1c11ffbf00b7fb98,1c89dd885b17d49d2d61b2430cf1f8956e6b04ce6f3295ea1c11ffbf00b7fb98,$,1c89dd885b17d49d2d61b2430cf1f8956e6b04ce6f3295ea1c11ffbf00b7fb98,1c89dd885b17d49d2d61b2430cf1f8956e6b04ce6f3295ea1c11ffbf00b7fb98,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-C25-INTRO-FORMULA-0017,O007-FREMLIN-V2-C25-INTRO,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-C25-INTRO-SEG-25-INTRO,17,25-intro,25-intro,51,47,2690,2706,2656,2672,\int fd\lambda,\int fd\lambda,ba3146bbe083d1eb86b40e11e76788370819370d38ab7a2c296f47975a886e53,ba3146bbe083d1eb86b40e11e76788370819370d38ab7a2c296f47975a886e53,c393a7b28a7e8a0ed62da64879da46ed587944d311bbccfd90e8d9f846d57d72,$,c393a7b28a7e8a0ed62da64879da46ed587944d311bbccfd90e8d9f846d57d72,c393a7b28a7e8a0ed62da64879da46ed587944d311bbccfd90e8d9f846d57d72,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-C25-INTRO-FORMULA-0018,O007-FREMLIN-V2-C25-INTRO,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-C25-INTRO-SEG-25-INTRO,18,25-intro,25-intro,51,47,2712,2740,2680,2708,"\iint f(x,y)\mu(dx)\nu(dy)","\iint f(x,y)\mu(dx)\nu(dy)",9cb3e906beecba741f8d3ce182e78c98d87f3e91712ec9f169c0713d31730b1d,9cb3e906beecba741f8d3ce182e78c98d87f3e91712ec9f169c0713d31730b1d,f4cb63176475b181886c7f11572e783bf647643e79749853f44ec157418539c2,$,f4cb63176475b181886c7f11572e783bf647643e79749853f44ec157418539c2,f4cb63176475b181886c7f11572e783bf647643e79749853f44ec157418539c2,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-C25-INTRO-FORMULA-0019,O007-FREMLIN-V2-C25-INTRO,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-C25-INTRO-SEG-25-INTRO,19,25-intro,25-intro,52,48,2773,2782,2728,2737,\lambda,\lambda,583cf6290785d72cc1b71808962dd4bd72ca369f004fb5cb587694fc1b26149f,583cf6290785d72cc1b71808962dd4bd72ca369f004fb5cb587694fc1b26149f,583cf6290785d72cc1b71808962dd4bd72ca369f004fb5cb587694fc1b26149f,$,583cf6290785d72cc1b71808962dd4bd72ca369f004fb5cb587694fc1b26149f,583cf6290785d72cc1b71808962dd4bd72ca369f004fb5cb587694fc1b26149f,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-C25-INTRO-FORMULA-0020,O007-FREMLIN-V2-C25-INTRO,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-C25-INTRO-SEG-25-INTRO,20,25-intro,25-intro,53,49,2868,2896,2825,2853,"\iint f(x,y)\mu(dx)\nu(dy)","\iint f(x,y)\mu(dx)\nu(dy)",9cb3e906beecba741f8d3ce182e78c98d87f3e91712ec9f169c0713d31730b1d,9cb3e906beecba741f8d3ce182e78c98d87f3e91712ec9f169c0713d31730b1d,f4cb63176475b181886c7f11572e783bf647643e79749853f44ec157418539c2,$,f4cb63176475b181886c7f11572e783bf647643e79749853f44ec157418539c2,f4cb63176475b181886c7f11572e783bf647643e79749853f44ec157418539c2,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-C25-INTRO-FORMULA-0021,O007-FREMLIN-V2-C25-INTRO,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-C25-INTRO-SEG-25-INTRO,21,25-intro,25-intro,54,50,2903,2931,2861,2889,"\iint f(x,y)\nu(dy)\mu(dx)","\iint f(x,y)\nu(dy)\mu(dx)",910f1ed80bcf9484cba8750631cc355776739aec79490d2d9f6811e2f420e737,910f1ed80bcf9484cba8750631cc355776739aec79490d2d9f6811e2f420e737,7c4dfc0fae07e9591d67c3e9824f7d773f437b13663368213c28dd51cecacb7d,$,7c4dfc0fae07e9591d67c3e9824f7d773f437b13663368213c28dd51cecacb7d,7c4dfc0fae07e9591d67c3e9824f7d773f437b13663368213c28dd51cecacb7d,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-C25-INTRO-FORMULA-0022,O007-FREMLIN-V2-C25-INTRO,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-C25-INTRO-SEG-25-INTRO,22,25-intro,25-intro,55,50,2961,2975,2912,2926,L^1(\lambda),L^1(\lambda),6c9cdf05f93f38076669c58c464770af3c46fb8fef29818662aff7dbbe0c538a,6c9cdf05f93f38076669c58c464770af3c46fb8fef29818662aff7dbbe0c538a,6c9cdf05f93f38076669c58c464770af3c46fb8fef29818662aff7dbbe0c538a,$,6c9cdf05f93f38076669c58c464770af3c46fb8fef29818662aff7dbbe0c538a,6c9cdf05f93f38076669c58c464770af3c46fb8fef29818662aff7dbbe0c538a,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-C25-INTRO-FORMULA-0023,O007-FREMLIN-V2-C25-INTRO,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-C25-INTRO-SEG-25-INTRO,23,25-intro,25-intro,55,51,3002,3012,2950,2960,L^1(\mu),L^1(\mu),c298a9b22637cab2ddf875b51aa3a519e263992fe1ddd1161348aa0add8982e3,c298a9b22637cab2ddf875b51aa3a519e263992fe1ddd1161348aa0add8982e3,c298a9b22637cab2ddf875b51aa3a519e263992fe1ddd1161348aa0add8982e3,$,c298a9b22637cab2ddf875b51aa3a519e263992fe1ddd1161348aa0add8982e3,c298a9b22637cab2ddf875b51aa3a519e263992fe1ddd1161348aa0add8982e3,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-C25-INTRO-FORMULA-0024,O007-FREMLIN-V2-C25-INTRO,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-C25-INTRO-SEG-25-INTRO,24,25-intro,25-intro,55,51,3017,3027,2967,2977,L^1(\nu),L^1(\nu),c80ccef15e768d7094a5efcf00223338b7451de24c7c7089d363d3a510c1a59a,c80ccef15e768d7094a5efcf00223338b7451de24c7c7089d363d3a510c1a59a,c80ccef15e768d7094a5efcf00223338b7451de24c7c7089d363d3a510c1a59a,$,c80ccef15e768d7094a5efcf00223338b7451de24c7c7089d363d3a510c1a59a,c80ccef15e768d7094a5efcf00223338b7451de24c7c7089d363d3a510c1a59a,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-C25-INTRO-FORMULA-0025,O007-FREMLIN-V2-C25-INTRO,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-C25-INTRO-SEG-25-INTRO,25,25-intro,25-intro,58,54,3143,3168,3075,3100,"\sequencen{(X_n,\mu_n)}","\sequencen{(X_n,\mu_n)}",1f7d0cbdbb4576b0a0429ceb84ec084cbba218847f95fdf1b273408e61cb9973,1f7d0cbdbb4576b0a0429ceb84ec084cbba218847f95fdf1b273408e61cb9973,1f7d0cbdbb4576b0a0429ceb84ec084cbba218847f95fdf1b273408e61cb9973,$,1f7d0cbdbb4576b0a0429ceb84ec084cbba218847f95fdf1b273408e61cb9973,1f7d0cbdbb4576b0a0429ceb84ec084cbba218847f95fdf1b273408e61cb9973,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-C25-INTRO-FORMULA-0026,O007-FREMLIN-V2-C25-INTRO,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-C25-INTRO-SEG-25-INTRO,26,25-intro,25-intro,59,55,3226,3235,3153,3162,\lambda,\lambda,583cf6290785d72cc1b71808962dd4bd72ca369f004fb5cb587694fc1b26149f,583cf6290785d72cc1b71808962dd4bd72ca369f004fb5cb587694fc1b26149f,583cf6290785d72cc1b71808962dd4bd72ca369f004fb5cb587694fc1b26149f,$,583cf6290785d72cc1b71808962dd4bd72ca369f004fb5cb587694fc1b26149f,583cf6290785d72cc1b71808962dd4bd72ca369f004fb5cb587694fc1b26149f,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-C25-INTRO-FORMULA-0027,O007-FREMLIN-V2-C25-INTRO,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-C25-INTRO-SEG-25-INTRO,27,25-intro,25-intro,60,55,3240,3265,3168,3193,X=\prod_{n\in\Bbb N}X_n,X=\prod_{n\in\Bbb N}X_n,073d95af233021ab7ac3b4f31407473a3f9947143a406d509910af9150ab5fa9,073d95af233021ab7ac3b4f31407473a3f9947143a406d509910af9150ab5fa9,5db4cf9dc535e7dcc1802a9595caded4628d54b8249b1c48549955ad413194bc,$,5db4cf9dc535e7dcc1802a9595caded4628d54b8249b1c48549955ad413194bc,5db4cf9dc535e7dcc1802a9595caded4628d54b8249b1c48549955ad413194bc,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-C25-INTRO-FORMULA-0028,O007-FREMLIN-V2-C25-INTRO,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-C25-INTRO-SEG-25-INTRO,28,25-intro,25-intro,60,56,3279,3320,3214,3254,"\lambda
X=\prod_{n=0}^{\infty}\mu_nX_n",\lambda X=\prod_{n=0}^{\infty}\mu_nX_n,5cd6cc3b9b57510aaab9c23b86140aaf574eb9b1771cb669ecf069eba9fe51cf,69e05e37335fd8e8a056d9f4aadac08ffcd7587288bd2391c4dd799bdbb91db1,0a3a41db6adf977272b20ff1b8119bad2f7352ea6e7489f15229b897995ffc9e,$,0a3a41db6adf977272b20ff1b8119bad2f7352ea6e7489f15229b897995ffc9e,0a3a41db6adf977272b20ff1b8119bad2f7352ea6e7489f15229b897995ffc9e,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-C25-INTRO-FORMULA-0029,O007-FREMLIN-V2-C25-INTRO,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-C25-INTRO-SEG-25-INTRO,29,25-intro,25-intro,63,58,3446,3458,3393,3405,\mu_nX_n=1,\mu_nX_n=1,4dbbb611c38916a6aa219c7908614203fee725b0b53aff07d3dd2c49c7110c2f,4dbbb611c38916a6aa219c7908614203fee725b0b53aff07d3dd2c49c7110c2f,4dbbb611c38916a6aa219c7908614203fee725b0b53aff07d3dd2c49c7110c2f,$,4dbbb611c38916a6aa219c7908614203fee725b0b53aff07d3dd2c49c7110c2f,4dbbb611c38916a6aa219c7908614203fee725b0b53aff07d3dd2c49c7110c2f,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-C25-INTRO-FORMULA-0030,O007-FREMLIN-V2-C25-INTRO,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-C25-INTRO-SEG-25-INTRO,30,25-intro,25-intro,63,58,3469,3472,3419,3422,n,n,1b16b1df538ba12dc3f97edbb85caa7050d46c148134290feba80f8236c83db9,1b16b1df538ba12dc3f97edbb85caa7050d46c148134290feba80f8236c83db9,1b16b1df538ba12dc3f97edbb85caa7050d46c148134290feba80f8236c83db9,$,1b16b1df538ba12dc3f97edbb85caa7050d46c148134290feba80f8236c83db9,1b16b1df538ba12dc3f97edbb85caa7050d46c148134290feba80f8236c83db9,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-C25-INTRO-FORMULA-0031,O007-FREMLIN-V2-C25-INTRO,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-C25-INTRO-SEG-25-INTRO,31,25-intro,25-intro,70,64,3813,3822,3729,3738,\BbbR^r,\BbbR^r,6a5173578402ab704fe0e78c24a3f6f09fe9ed2c7ea0fbe574d688249eb91ed7,6a5173578402ab704fe0e78c24a3f6f09fe9ed2c7ea0fbe574d688249eb91ed7,6a5173578402ab704fe0e78c24a3f6f09fe9ed2c7ea0fbe574d688249eb91ed7,$,6a5173578402ab704fe0e78c24a3f6f09fe9ed2c7ea0fbe574d688249eb91ed7,6a5173578402ab704fe0e78c24a3f6f09fe9ed2c7ea0fbe574d688249eb91ed7,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-C25-INTRO-FORMULA-0032,O007-FREMLIN-V2-C25-INTRO,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-C25-INTRO-SEG-25-INTRO,32,25-intro,25-intro,72,65,3906,3911,3829,3834,f*g,f*g,7532c7443ccd779f2c60e8418fcbd2b6a91cd8d365ad1506b7b5cb009ede22b1,7532c7443ccd779f2c60e8418fcbd2b6a91cd8d365ad1506b7b5cb009ede22b1,7532c7443ccd779f2c60e8418fcbd2b6a91cd8d365ad1506b7b5cb009ede22b1,$,7532c7443ccd779f2c60e8418fcbd2b6a91cd8d365ad1506b7b5cb009ede22b1,7532c7443ccd779f2c60e8418fcbd2b6a91cd8d365ad1506b7b5cb009ede22b1,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
