schema_version,record_type,id,unit_id,segment_id,relation_type,object_id,order,source_anchor,target_reference,resolution_status,source_locator,provenance
1.1.0,xref,O007-FREMLIN-V2-S246-XREF-0001,O007-FREMLIN-V2-S246,O007-FREMLIN-V2-S246-SEG-246B,source-reference,O007-FREMLIN-XREF-241Ef,1,246B,241Ef,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt246.tex:32,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S246-XREF-0002,O007-FREMLIN-V2-S246,O007-FREMLIN-V2-S246-SEG-246BB,source-reference,O007-FREMLIN-XREF-242M,2,246Bb,242M,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt246.tex:38,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S246-XREF-0003,O007-FREMLIN-V2-S246,O007-FREMLIN-V2-S246-SEG-246C,source-reference,O007-FREMLIN-V2-S246-SEG-246AB,3,246C,246Ab,resolved-in-unit,authority/fremlin/source/mt2.2016/mt246.tex:119,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S246-XREF-0004,O007-FREMLIN-V2-S246,O007-FREMLIN-V2-S246-SEG-246C,source-reference,O007-FREMLIN-V2-S246-SEG-246AB,4,246C,246Ab,resolved-in-unit,authority/fremlin/source/mt2.2016/mt246.tex:137,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S246-XREF-0005,O007-FREMLIN-V2-S246,O007-FREMLIN-V2-S246-SEG-246D,source-reference,O007-FREMLIN-V2-S246-SEG-246,5,246D,246Cd,resolved-in-unit,authority/fremlin/source/mt2.2016/mt246.tex:211,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S246-XREF-0006,O007-FREMLIN-V2-S246,O007-FREMLIN-V2-S246-SEG-246E,source-reference,O007-FREMLIN-V2-S246-SEG-246D,6,246E,246D,resolved-in-unit,authority/fremlin/source/mt2.2016/mt246.tex:233,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S246-XREF-0007,O007-FREMLIN-V2-S246,O007-FREMLIN-V2-S246-SEG-246EB,source-reference,O007-FREMLIN-V2-S246-SEG-246D,7,246Eb,246D,resolved-in-unit,authority/fremlin/source/mt2.2016/mt246.tex:245,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S246-XREF-0008,O007-FREMLIN-V2-S246,O007-FREMLIN-V2-S246-SEG-246EB,source-reference,O007-FREMLIN-V2-S246-SEG-246YC,8,246Eb,246Yc,resolved-in-unit,authority/fremlin/source/mt2.2016/mt246.tex:249,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S246-XREF-0009,O007-FREMLIN-V2-S246,O007-FREMLIN-V2-S246-SEG-246EC,source-reference,O007-FREMLIN-XREF-247D,9,246Ec,247D,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt246.tex:261,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S246-XREF-0010,O007-FREMLIN-V2-S246,O007-FREMLIN-V2-S246-SEG-246G,source-reference,O007-FREMLIN-XREF-211I,10,246G,211I,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt246.tex:311,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
