schema_version,record_type,id,unit_id,segment_id,relation_type,object_id,order,source_anchor,target_reference,resolution_status,source_locator,provenance
1.1.0,xref,O007-FREMLIN-V2-S264-XREF-0001,O007-FREMLIN-V2-S264,O007-FREMLIN-V2-S264-SEG-264B,source-reference,O007-FREMLIN-V2-S264-SEG-264A,1,264B,264A,resolved-in-unit,authority/fremlin/source/mt2.2016/mt264.tex:53,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S264-XREF-0002,O007-FREMLIN-V2-S264,O007-FREMLIN-V2-S264-SEG-264C,source-reference,O007-FREMLIN-V2-S264-SEG-264A,2,264C,264A,resolved-in-unit,authority/fremlin/source/mt2.2016/mt264.tex:109,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S264-XREF-0003,O007-FREMLIN-V2-S264,O007-FREMLIN-V2-S264-SEG-264C,source-reference,O007-FREMLIN-V2-S264-SEG-264B,3,264C,264B,resolved-in-unit,authority/fremlin/source/mt2.2016/mt264.tex:109,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S264-XREF-0004,O007-FREMLIN-V2-S264,O007-FREMLIN-V2-S264-SEG-264DC,source-reference,O007-FREMLIN-XREF-212A,4,264Dc,212A,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt264.tex:125,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S264-XREF-0005,O007-FREMLIN-V2-S264,O007-FREMLIN-V2-S264-SEG-264DC,source-reference,O007-FREMLIN-V2-S264-SEG-264YG,5,264Dc,264Yg,resolved-in-unit,authority/fremlin/source/mt2.2016/mt264.tex:126,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S264-XREF-0006,O007-FREMLIN-V2-S264,O007-FREMLIN-V2-S264-SEG-264DC,source-reference,O007-FREMLIN-XREF-439H,6,264Dc,439H,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt264.tex:130,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S264-XREF-0007,O007-FREMLIN-V2-S264,O007-FREMLIN-V2-S264-SEG-264DD,source-reference,O007-FREMLIN-V2-S264-SEG-264A,7,264Dd,264A,resolved-in-unit,authority/fremlin/source/mt2.2016/mt264.tex:135,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S264-XREF-0008,O007-FREMLIN-V2-S264,O007-FREMLIN-V2-S264-SEG-264DD,source-reference,O007-FREMLIN-V2-S264-SEG-264XC,8,264Dd,264Xc,resolved-in-unit,authority/fremlin/source/mt2.2016/mt264.tex:141,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S264-XREF-0009,O007-FREMLIN-V2-S264,O007-FREMLIN-V2-S264-SEG-264F,source-reference,O007-FREMLIN-V2-S264-SEG-264E,9,264F,264E,resolved-in-unit,authority/fremlin/source/mt2.2016/mt264.tex:294,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S264-XREF-0010,O007-FREMLIN-V2-S264,O007-FREMLIN-V2-S264-SEG-264G,source-reference,O007-FREMLIN-XREF-262D,10,264G,262D,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt264.tex:338,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S264-XREF-0011,O007-FREMLIN-V2-S264,O007-FREMLIN-V2-S264-SEG-264G,source-reference,O007-FREMLIN-V2-S264-SEG-264G,11,264G,264G,resolved-in-unit,authority/fremlin/source/mt2.2016/mt264.tex:340,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S264-XREF-0012,O007-FREMLIN-V2-S264,O007-FREMLIN-V2-S264-SEG-264G,source-reference,O007-FREMLIN-V2-S264-SEG-264A,12,264G,264A,resolved-in-unit,authority/fremlin/source/mt2.2016/mt264.tex:360,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S264-XREF-0013,O007-FREMLIN-V2-S264,O007-FREMLIN-V2-S264-SEG-264G,source-reference,O007-FREMLIN-V2-S264-SEG-264,13,264G,264Fb,resolved-in-unit,authority/fremlin/source/mt2.2016/mt264.tex:360,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S264-XREF-0014,O007-FREMLIN-V2-S264,O007-FREMLIN-V2-S264-SEG-264H,source-reference,O007-FREMLIN-V2-S264-SEG-264H,14,264H,264H,resolved-in-unit,authority/fremlin/source/mt2.2016/mt264.tex:395,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S264-XREF-0015,O007-FREMLIN-V2-S264,O007-FREMLIN-V2-S264-SEG-264H,source-reference,O007-FREMLIN-XREF-252Q,15,264H,252Q,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt264.tex:412,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S264-XREF-0016,O007-FREMLIN-V2-S264,O007-FREMLIN-V2-S264-SEG-264H,source-reference,O007-FREMLIN-XREF-252Xi,16,264H,252Xi,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt264.tex:413,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S264-XREF-0017,O007-FREMLIN-V2-S264,O007-FREMLIN-V2-S264-SEG-264H,source-reference,O007-FREMLIN-XREF-251N,17,264H,251N,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt264.tex:470,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S264-XREF-0018,O007-FREMLIN-V2-S264,O007-FREMLIN-V2-S264-SEG-264H,source-reference,O007-FREMLIN-XREF-252D,18,264H,252D,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt264.tex:470,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S264-XREF-0019,O007-FREMLIN-V2-S264,O007-FREMLIN-V2-S264-SEG-264I,source-reference,O007-FREMLIN-XREF-261F,19,264I,261F,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt264.tex:593,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S264-XREF-0020,O007-FREMLIN-V2-S264,O007-FREMLIN-V2-S264-SEG-264I,source-reference,O007-FREMLIN-V2-S264-SEG-264A,20,264I,264A,resolved-in-unit,authority/fremlin/source/mt2.2016/mt264.tex:596,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S264-XREF-0021,O007-FREMLIN-V2-S264,O007-FREMLIN-V2-S264-SEG-264I,source-reference,O007-FREMLIN-V2-S264-SEG-264H,21,264I,264H,resolved-in-unit,authority/fremlin/source/mt2.2016/mt264.tex:622,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
