schema_version,record_type,id,unit_id,subject_id,relation_type,object_id,order,provenance
1.1.0,relation,O007-FREMLIN-V2-S264-REL-0001,O007-FREMLIN-V2-S264,O007-FREMLIN-V2-S264-SEG-264-INTRO,precedes,O007-FREMLIN-V2-S264-SEG-264A,1,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S264-REL-0002,O007-FREMLIN-V2-S264,O007-FREMLIN-V2-S264-SEG-264A,precedes,O007-FREMLIN-V2-S264-SEG-264B,2,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S264-REL-0003,O007-FREMLIN-V2-S264,O007-FREMLIN-V2-S264-SEG-264B,precedes,O007-FREMLIN-V2-S264-SEG-264C,3,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S264-REL-0004,O007-FREMLIN-V2-S264,O007-FREMLIN-V2-S264-SEG-264C,precedes,O007-FREMLIN-V2-S264-SEG-264D,4,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S264-REL-0005,O007-FREMLIN-V2-S264,O007-FREMLIN-V2-S264-SEG-264D,precedes,O007-FREMLIN-V2-S264-SEG-264DB,5,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S264-REL-0006,O007-FREMLIN-V2-S264,O007-FREMLIN-V2-S264-SEG-264DB,precedes,O007-FREMLIN-V2-S264-SEG-264DC,6,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S264-REL-0007,O007-FREMLIN-V2-S264,O007-FREMLIN-V2-S264-SEG-264DC,precedes,O007-FREMLIN-V2-S264-SEG-264DD,7,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S264-REL-0008,O007-FREMLIN-V2-S264,O007-FREMLIN-V2-S264-SEG-264DD,precedes,O007-FREMLIN-V2-S264-SEG-264E,8,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S264-REL-0009,O007-FREMLIN-V2-S264,O007-FREMLIN-V2-S264-SEG-264E,precedes,O007-FREMLIN-V2-S264-SEG-264F,9,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S264-REL-0010,O007-FREMLIN-V2-S264,O007-FREMLIN-V2-S264-SEG-264F,precedes,O007-FREMLIN-V2-S264-SEG-264G,10,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S264-REL-0011,O007-FREMLIN-V2-S264,O007-FREMLIN-V2-S264-SEG-264G,precedes,O007-FREMLIN-V2-S264-SEG-264H,11,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S264-REL-0012,O007-FREMLIN-V2-S264,O007-FREMLIN-V2-S264-SEG-264H,precedes,O007-FREMLIN-V2-S264-SEG-264I,12,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S264-REL-0013,O007-FREMLIN-V2-S264,O007-FREMLIN-V2-S264-SEG-264I,precedes,O007-FREMLIN-V2-S264-SEG-264J,13,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S264-REL-0014,O007-FREMLIN-V2-S264,O007-FREMLIN-V2-S264-SEG-264J,precedes,O007-FREMLIN-V2-S264-SEG-264K,14,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S264-REL-0015,O007-FREMLIN-V2-S264,O007-FREMLIN-V2-S264-SEG-264K,precedes,O007-FREMLIN-V2-S264-SEG-264X,15,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S264-REL-0016,O007-FREMLIN-V2-S264,O007-FREMLIN-V2-S264-SEG-264X,precedes,O007-FREMLIN-V2-S264-SEG-264XA,16,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S264-REL-0017,O007-FREMLIN-V2-S264,O007-FREMLIN-V2-S264-SEG-264XA,precedes,O007-FREMLIN-V2-S264-SEG-264XB,17,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S264-REL-0018,O007-FREMLIN-V2-S264,O007-FREMLIN-V2-S264-SEG-264XB,precedes,O007-FREMLIN-V2-S264-SEG-264XC,18,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S264-REL-0019,O007-FREMLIN-V2-S264,O007-FREMLIN-V2-S264-SEG-264XC,precedes,O007-FREMLIN-V2-S264-SEG-264XD,19,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S264-REL-0020,O007-FREMLIN-V2-S264,O007-FREMLIN-V2-S264-SEG-264XD,precedes,O007-FREMLIN-V2-S264-SEG-264XE,20,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S264-REL-0021,O007-FREMLIN-V2-S264,O007-FREMLIN-V2-S264-SEG-264XE,precedes,O007-FREMLIN-V2-S264-SEG-264XF,21,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S264-REL-0022,O007-FREMLIN-V2-S264,O007-FREMLIN-V2-S264-SEG-264XF,precedes,O007-FREMLIN-V2-S264-SEG-264XG,22,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S264-REL-0023,O007-FREMLIN-V2-S264,O007-FREMLIN-V2-S264-SEG-264XG,precedes,O007-FREMLIN-V2-S264-SEG-264Y,23,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
