schema_version,record_type,id,unit_id,segment_id,relation_type,object_id,order,source_anchor,target_reference,resolution_status,source_locator,provenance
1.1.0,xref,O007-FREMLIN-V2-S231-XREF-0001,O007-FREMLIN-V2-S231,O007-FREMLIN-V2-S231-SEG-231-INTRO,source-reference,O007-FREMLIN-V2-S231-SEG-231E,1,231-intro,231E,resolved-in-unit,authority/fremlin/source/mt2.2016/mt231.tex:16,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S231-XREF-0002,O007-FREMLIN-V2-S231,O007-FREMLIN-V2-S231-SEG-231A,source-reference,O007-FREMLIN-XREF-136E,2,231A,136E,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt231.tex:19,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S231-XREF-0003,O007-FREMLIN-V2-S231,O007-FREMLIN-V2-S231-SEG-231C,source-reference,O007-FREMLIN-XREF-211C,3,231C,211C,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt231.tex:64,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S231-XREF-0004,O007-FREMLIN-V2-S231,O007-FREMLIN-V2-S231-SEG-231E,source-reference,O007-FREMLIN-V2-S231-SEG-231BC,4,231E,231Bc,resolved-in-unit,authority/fremlin/source/mt2.2016/mt231.tex:187,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S231-XREF-0005,O007-FREMLIN-V2-S231,O007-FREMLIN-V2-S231-SEG-231E,source-reference,O007-FREMLIN-V2-S231-SEG-231DC,5,231E,231Dc,resolved-in-unit,authority/fremlin/source/mt2.2016/mt231.tex:209,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S231-XREF-0006,O007-FREMLIN-V2-S231,O007-FREMLIN-V2-S231-SEG-231F,source-reference,O007-FREMLIN-V2-S231-SEG-231,6,231F,231Eb,resolved-in-unit,authority/fremlin/source/mt2.2016/mt231.tex:240,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S231-XREF-0007,O007-FREMLIN-V2-S231,O007-FREMLIN-V2-S231-SEG-231F,source-reference,O007-FREMLIN-V2-S231-SEG-231DD,7,231F,231Dd,resolved-in-unit,authority/fremlin/source/mt2.2016/mt231.tex:242,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S231-XREF-0008,O007-FREMLIN-V2-S231,O007-FREMLIN-V2-S231-SEG-231F,source-reference,O007-FREMLIN-V2-S231-SEG-231,8,231F,231Eb,resolved-in-unit,authority/fremlin/source/mt2.2016/mt231.tex:252,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S231-XREF-0009,O007-FREMLIN-V2-S231,O007-FREMLIN-V2-S231-SEG-231X,source-reference,O007-FREMLIN-XREF-211Ra,9,231X,211Ra,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt231.tex:262,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S231-XREF-0010,O007-FREMLIN-V2-S231,O007-FREMLIN-V2-S231-SEG-231XC,source-reference,O007-FREMLIN-V2-S231-SEG-231XA,10,231Xc,231Xa,resolved-in-unit,authority/fremlin/source/mt2.2016/mt231.tex:273,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
