schema_version,record_type,id,unit_id,rights_id,parent_id,order,source_anchor,semantic_anchor,target_anchor,anchor_kind,anchor_is_synthesized,segment_kind,source_label,target_label,source_line_start,source_line_end,target_line_start,target_line_end,source_char_start,source_char_end,target_char_start,target_char_end,source_segment_sha256,target_segment_sha256,provenance
1.1.0,segment,O007-FREMLIN-V2-S231-SEG-231-INTRO,O007-FREMLIN-V2-S231,O007-RIGHTS-FREMLIN-DSL,,1,231,231-intro,231-intro,unmarked-unit-introduction,false,exposition,231-intro,231-intro,10,17,10,17,205,695,198,721,b96f7430db4d64a46d7145ce8167ec3b05c9961a34b6eed8974995d49d8d3bfc,90f65d7b41f6fcd6daa1878396717accaf27751a0360d61013129c483efdf3b1,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S231-SEG-231A,O007-FREMLIN-V2-S231,O007-RIGHTS-FREMLIN-DSL,,2,231A,231A,231A,explicit,false,exposition,231A,231A,18,23,18,23,695,979,721,1037,6856f19900f1d952301f6cbfbaa853ae1a4fead6e35ceeedcad88c8da4608a80,c97c480a26aff2e427f62d7eea9b1cb98a4b770aada4bc0360589e641aea602c,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S231-SEG-231B,O007-FREMLIN-V2-S231,O007-RIGHTS-FREMLIN-DSL,,3,231B,231B,231B,explicit,false,exposition,231B,231B,24,27,24,27,979,1136,1037,1210,2ecd5a952c414bf0925002ce68f5391eb60f7d4b6d73fa067f2b965f32bb7afa,a3b0848ed7c79dff97443b25d1d728c9b66c0b5c17f59a22b1065b6c6510becb,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S231-SEG-231BA,O007-FREMLIN-V2-S231,O007-RIGHTS-FREMLIN-DSL,,4,231Ba,231Ba,231Ba,explicit,false,exposition,231Ba,231Ba,28,31,28,31,1136,1278,1210,1354,287a3dd9232aab2fb6c8f41feeb8c2865647e03b991734ce44ed5231d6af5aec,86975ade78bf0a78265d9cfe4a150ccdf0e15c3b52431ee7f55ebc8ec5fd14e8,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S231-SEG-231BB,O007-FREMLIN-V2-S231,O007-RIGHTS-FREMLIN-DSL,,5,231Bb,231Bb,231Bb,explicit,false,exposition,231Bb,231Bb,32,34,32,35,1278,1417,1354,1514,7e9ae893a666661a9dcff3090f0492fb110f1b616cab34a79b47af6bbeb28cae,359ef3b686456a81d03680b58ed917d4d8d1942152cdb5208ddf72fbd6cad59d,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S231-SEG-231BC,O007-FREMLIN-V2-S231,O007-RIGHTS-FREMLIN-DSL,,6,231Bc,231Bc,231Bc,explicit,false,exposition,231Bc,231Bc,35,49,36,50,1417,1906,1514,2017,3c0ee218fc9190aab9dfcf37bc3b46e11f69a7c59276b6482413c8f5a55b81aa,e11c6504a6d55d095d680dbea1ba9a444350eb50f8bc6b90ea7c12ab24d49dab,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S231-SEG-231C,O007-FREMLIN-V2-S231,O007-RIGHTS-FREMLIN-DSL,,7,231C,231C,231C,explicit,false,exposition,231C,231C,50,69,51,70,1906,2708,2017,2949,4958670c717e0d511a4308f4001f5397489419475a73d13efef7d82819d912b8,f7c8776f046d0f63076cf7590d5a2a70b1e38950bd5c5d6bb62b4bb383cb9f0e,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S231-SEG-231D,O007-FREMLIN-V2-S231,O007-RIGHTS-FREMLIN-DSL,,8,231D,231D,231D,explicit,false,exposition,231D,231D,70,73,71,74,2708,2873,2949,3131,30f9432eb87d6c89ef08264b153d394b25b0e6940689afb6ae8f8a9d0ec6af17,d34045305888d343a9b322b2b4a0700eb438d85c5299368c101de99bebd86bf6,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S231-SEG-231DA,O007-FREMLIN-V2-S231,O007-RIGHTS-FREMLIN-DSL,,9,231Da,231Da,231Da,explicit,false,exposition,231Da,231Da,74,84,75,85,2873,3339,3131,3660,6825306ce304f81ef64aca59dc18cf9c1458e1f974c859db22ace8fbdd31be1b,5e8d5fefecd04dbf94a2385fdd658cfb5f85573f3cd98a966f3b8bd78e9ffa66,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S231-SEG-231DB,O007-FREMLIN-V2-S231,O007-RIGHTS-FREMLIN-DSL,,10,231Db,231Db,231Db,explicit,false,exposition,231Db,231Db,85,91,86,92,3339,3577,3660,3909,cd20e0ff7f9e4d07fb0b0d1514c9eb8a97094d2bed55386c6b57d02d9b553599,8699a7828082def6d6d0c03edceeed31b36979820e7f0d77e5eb557e885bd075,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S231-SEG-231DC,O007-FREMLIN-V2-S231,O007-RIGHTS-FREMLIN-DSL,,11,231Dc,231Dc,231Dc,explicit,false,exposition,231Dc,231Dc,92,98,93,99,3577,3836,3909,4172,0c56e9a9afc3e6b4dffecca6752f44c4fa1c3800becf3be7eb82c813578756f1,f4b63431482ac03806e3ade934cb732f94d4223918b95d9194cf95773ef4fcb3,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S231-SEG-231DD,O007-FREMLIN-V2-S231,O007-RIGHTS-FREMLIN-DSL,,12,231Dd,231Dd,231Dd,explicit,false,exposition,231Dd,231Dd,99,102,100,104,3836,4047,4172,4391,4f430aed46bd94bbe2ddb00ed2ca5d7e8f15062ae8c7400bfb2c24239384ab81,af63c15c334cac2b3be11b49b04e04b65857635f880279620a011feebe790611,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S231-SEG-231DE,O007-FREMLIN-V2-S231,O007-RIGHTS-FREMLIN-DSL,,13,231De,231De,231De,explicit,false,exposition,231De,231De,103,124,105,126,4047,4825,4391,5196,50d463db254162ab7b1fe9b8229ccce2b8faec5a91de8eb32e534b9139223178,a7340b48700db26dd5f70f3a044a900fe5500175bf7c1da56cbf859a2ab93394,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S231-SEG-231E,O007-FREMLIN-V2-S231,O007-RIGHTS-FREMLIN-DSL,,14,231E,231E,231E,explicit,false,exposition,231E,231E,125,234,127,238,4825,8595,5196,9311,d6b2f0db47cce25489e7c7cca7705114d46332970ff2ae78677df37c1db304c6,96f098fb9428ad042ed6934f9cf03cf63f3528e868fe4a3236616777efb97b48,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
