schema_version,record_type,id,unit_id,rights_id,segment_id,order,source_anchor,target_anchor,source_line_start,target_line_start,source_char_start,source_char_end,target_char_start,target_char_end,source_raw_tex,target_raw_tex,source_raw_tex_sha256,target_raw_tex_sha256,normalized_symbolic_sha256,math_delimiter,source_normalized_sha256,target_normalized_sha256,provenance
1.1.0,formula,O007-FREMLIN-V2-S231-FORMULA-0001,O007-FREMLIN-V2-S231,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S231-SEG-231-INTRO,1,231-intro,231-intro,14,18,494,502,754,754,\sigma,,9c3245dfb4ac54c1623a60e7b8d1fc07cb02eae1229435230c7dab5e71083a26,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,9c3245dfb4ac54c1623a60e7b8d1fc07cb02eae1229435230c7dab5e71083a26,$,9c3245dfb4ac54c1623a60e7b8d1fc07cb02eae1229435230c7dab5e71083a26,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,"{""basis"":""source lexical math atom localized losslessly as Indonesian prose outside math"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S231-FORMULA-0002,O007-FREMLIN-V2-S231,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S231-SEG-231A,2,231A,231A,18,18,725,728,754,757,X,X,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,$,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,"{""basis"":""ordered nested-math atom; exact symbolic replay"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S231-FORMULA-0003,O007-FREMLIN-V2-S231,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S231-SEG-231A,3,231A,231A,18,18,742,750,777,785,\Sigma,\Sigma,d65d75b1e6562713a3936bb38fdfe6832fb5b96c946de58f7ce0992057665aa8,d65d75b1e6562713a3936bb38fdfe6832fb5b96c946de58f7ce0992057665aa8,d65d75b1e6562713a3936bb38fdfe6832fb5b96c946de58f7ce0992057665aa8,$,d65d75b1e6562713a3936bb38fdfe6832fb5b96c946de58f7ce0992057665aa8,d65d75b1e6562713a3936bb38fdfe6832fb5b96c946de58f7ce0992057665aa8,"{""basis"":""ordered nested-math atom; exact symbolic replay"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S231-FORMULA-0004,O007-FREMLIN-V2-S231,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S231-SEG-231A,4,231A,231A,19,19,777,780,818,821,X,X,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,$,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,"{""basis"":""ordered nested-math atom; exact symbolic replay"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S231-FORMULA-0005,O007-FREMLIN-V2-S231,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S231-SEG-231A,5,231A,231A,19,20,812,833,858,879,\nu:\Sigma\to\Bbb R,\nu:\Sigma\to\Bbb R,b48108d172ca16599f53e62e3a26b2f678ad0b97498708ad930a470e49a1fc9d,b48108d172ca16599f53e62e3a26b2f678ad0b97498708ad930a470e49a1fc9d,fd3f49f41aeaeaea1640d0a8aacc1603a64230ce064f656a71783ced0e17ca63,$,fd3f49f41aeaeaea1640d0a8aacc1603a64230ce064f656a71783ced0e17ca63,fd3f49f41aeaeaea1640d0a8aacc1603a64230ce064f656a71783ced0e17ca63,"{""basis"":""ordered nested-math atom; exact symbolic replay"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S231-FORMULA-0006,O007-FREMLIN-V2-S231,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S231-SEG-231A,6,231A,231A,21,21,891,917,948,974,\nu(E\cup F)=\nu E+\nu F,\nu(E\cup F)=\nu E+\nu F,ded4da5417faf65b8f054638557adadd71a734cece8300a4c411f6d4b2c1cb94,ded4da5417faf65b8f054638557adadd71a734cece8300a4c411f6d4b2c1cb94,aa2eff27a5a9ae5cf5ba13950ffa441aa2cddd2ff73b071731414e5b4266a793,$,aa2eff27a5a9ae5cf5ba13950ffa441aa2cddd2ff73b071731414e5b4266a793,aa2eff27a5a9ae5cf5ba13950ffa441aa2cddd2ff73b071731414e5b4266a793,"{""basis"":""ordered nested-math atom; exact symbolic replay"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S231-FORMULA-0007,O007-FREMLIN-V2-S231,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S231-SEG-231A,7,231A,231A,21,21,927,930,985,988,E,E,a9f51566bd6705f7ea6ad54bb9deb449f795582d6529a0e22207b8981233ec58,a9f51566bd6705f7ea6ad54bb9deb449f795582d6529a0e22207b8981233ec58,a9f51566bd6705f7ea6ad54bb9deb449f795582d6529a0e22207b8981233ec58,$,a9f51566bd6705f7ea6ad54bb9deb449f795582d6529a0e22207b8981233ec58,a9f51566bd6705f7ea6ad54bb9deb449f795582d6529a0e22207b8981233ec58,"{""basis"":""ordered nested-math atom; exact symbolic replay"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S231-FORMULA-0008,O007-FREMLIN-V2-S231,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S231-SEG-231A,8,231A,231A,22,22,933,945,991,1003,F\in\Sigma,F\in\Sigma,65b127545966720002875b7921f02a35d214624fcf61cbaceb81857933de3616,65b127545966720002875b7921f02a35d214624fcf61cbaceb81857933de3616,65b127545966720002875b7921f02a35d214624fcf61cbaceb81857933de3616,$,65b127545966720002875b7921f02a35d214624fcf61cbaceb81857933de3616,65b127545966720002875b7921f02a35d214624fcf61cbaceb81857933de3616,"{""basis"":""ordered nested-math atom; exact symbolic replay"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S231-FORMULA-0009,O007-FREMLIN-V2-S231,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S231-SEG-231A,9,231A,231A,22,22,950,969,1008,1027,E\cap F=\emptyset,E\cap F=\emptyset,9260742689922cabac26093b7ada1e9b211a5beb5f4d782c6548e7aa0548b3c4,9260742689922cabac26093b7ada1e9b211a5beb5f4d782c6548e7aa0548b3c4,31616ed7d10cdf8c9a0582b16dd080b12bfd325179bc6cab01bba8b3122dffc6,$,31616ed7d10cdf8c9a0582b16dd080b12bfd325179bc6cab01bba8b3122dffc6,31616ed7d10cdf8c9a0582b16dd080b12bfd325179bc6cab01bba8b3122dffc6,"{""basis"":""ordered nested-math atom; exact symbolic replay"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S231-FORMULA-0010,O007-FREMLIN-V2-S231,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S231-SEG-231B,10,231B,231B,24,24,1015,1018,1077,1080,X,X,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,$,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,"{""basis"":""ordered nested-math atom; exact symbolic replay"",""kind"":""source-target-formula-map""}"
