schema_version,record_type,id,unit_id,segment_id,relation_type,object_id,order,source_anchor,semantic_anchor,target_reference,resolution_status,source_locator,provenance
1.1.0,xref,O007-FREMLIN-V1-S121-XREF-050,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121YB,exercise-reference,O007-FREMLIN-V1-S111-SEG-111XD,50,121Yb,121Yb,111Xd,resolved-in-corpus,"authority/fremlin/source/mt1.2011/mt121.tex:932: $\Sigma=\{\phi^{-1}[F]:F\in\Tau\}$, as in 111Xd.   Show that a","{""basis"":""literal printed source expression '111Xd'; ranges expand into separate typed atomic edges while repeated occurrences remain distinct"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S121-XREF-051,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121YC,result-reference,O007-FREMLIN-V1-S111-SEG-111GB,51,121Yc,121Yc,111Gb,resolved-in-corpus,authority/fremlin/source/mt1.2011/mt121.tex:946: $\sigma$-algebra of subsets of $Y$ generated by $\Cal A$ (111Gb).   Show,"{""basis"":""literal printed source expression '111Gb'; ranges expand into separate typed atomic edges while repeated occurrences remain distinct"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S121-XREF-052,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121YD,result-reference,O007-FREMLIN-V1-S121-SEG-121C,52,121Yd,121Yd,121C,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt121.tex:969: 121C, taking $\phi(x)=(\phi_i(x),\ldots,\phi_r(x))$ for $x\in D$.   (In","{""basis"":""literal printed source expression '121C'; ranges expand into separate typed atomic edges while repeated occurrences remain distinct"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S121-XREF-053,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121YD,result-reference,O007-FREMLIN-V1-S121-SEG-121C,53,121Yd,121Yd,121C,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt121.tex:970: particular, this definition agrees with 121C when $r=1$.)","{""basis"":""literal printed source expression '121C'; ranges expand into separate typed atomic edges while repeated occurrences remain distinct"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S121-XREF-054,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121YD,exercise-reference,O007-FREMLIN-V1-S121-SEG-121YC,54,121Yd,121Yd,121Yc,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt121.tex:972: $(\Sigma,\Cal B_r)$-measurable in the sense of 121Yc.","{""basis"":""literal printed source expression '121Yc'; ranges expand into separate typed atomic edges while repeated occurrences remain distinct"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S121-XREF-055,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121-NOTES,result-reference,O007-FREMLIN-V1-S121-SEG-121C,55,121,121,121C,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt121.tex:1009: of `measurable function', in 121C, 121Yc and 121Yd.   It is in fact the","{""basis"":""literal printed source expression '121C'; ranges expand into separate typed atomic edges while repeated occurrences remain distinct"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S121-XREF-056,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121-NOTES,exercise-reference,O007-FREMLIN-V1-S121-SEG-121YC,56,121,121,121Yc,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt121.tex:1009: of `measurable function', in 121C, 121Yc and 121Yd.   It is in fact the","{""basis"":""literal printed source expression '121Yc'; ranges expand into separate typed atomic edges while repeated occurrences remain distinct"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S121-XREF-057,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121-NOTES,exercise-reference,O007-FREMLIN-V1-S121-SEG-121YD,57,121,121,121Yd,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt121.tex:1009: of `measurable function', in 121C, 121Yc and 121Yd.   It is in fact the","{""basis"":""literal printed source expression '121Yd'; ranges expand into separate typed atomic edges while repeated occurrences remain distinct"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S121-XREF-058,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121-NOTES,result-reference,O007-FREMLIN-V1-S121-SEG-121B,58,121,121,121B,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt121.tex:1012: to real-valued functions, and the four equivalent conditions of 121B are","{""basis"":""literal printed source expression '121B'; ranges expand into separate typed atomic edges while repeated occurrences remain distinct"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S121-XREF-059,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121-NOTES,exercise-reference,O007-FREMLIN-V1-S121-SEG-121YD,59,121,121,121Yd,resolved-in-unit,authority/fremlin/source/mt1.2011/mt121.tex:1014: coincide with the condition of 121Yd corresponds to the fact that they,"{""basis"":""literal printed source expression '121Yd'; ranges expand into separate typed atomic edges while repeated occurrences remain distinct"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S121-XREF-060,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121-NOTES,exercise-reference,O007-FREMLIN-V1-S121-SEG-121XD,60,121,121,121Xd,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt121.tex:1020: the Borel $\sigma$-algebra (121Xd, 121Yc(ii)).","{""basis"":""literal printed source expression '121Xd'; ranges expand into separate typed atomic edges while repeated occurrences remain distinct"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S121-XREF-061,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121-NOTES,exercise-clause-reference,O007-FREMLIN-V1-S121-SEG-121YC,61,121,121,121Yc(ii),resolved-in-unit,"authority/fremlin/source/mt1.2011/mt121.tex:1020: the Borel $\sigma$-algebra (121Xd, 121Yc(ii)).","{""basis"":""literal printed source expression '121Yc(ii)'; ranges expand into separate typed atomic edges while repeated occurrences remain distinct"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S121-XREF-062,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121-NOTES,result-reference,O007-FREMLIN-V1-S121-SEG-121E,62,121,121,121E,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt121.tex:1026: multiplication and composition with continuous functions (121E), but any","{""basis"":""literal printed source expression '121E'; ranges expand into separate typed atomic edges while repeated occurrences remain distinct"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S121-XREF-063,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121-NOTES,result-reference,O007-FREMLIN-V1-S121-SEG-121F,63,121,121,121F,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt121.tex:1028: produce a measurable function (121F, 121Xb, 121Xa).   It is {\it not}","{""basis"":""literal printed source expression '121F'; ranges expand into separate typed atomic edges while repeated occurrences remain distinct"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S121-XREF-064,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121-NOTES,exercise-reference,O007-FREMLIN-V1-S121-SEG-121XB,64,121,121,121Xb,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt121.tex:1028: produce a measurable function (121F, 121Xb, 121Xa).   It is {\it not}","{""basis"":""literal printed source expression '121Xb'; ranges expand into separate typed atomic edges while repeated occurrences remain distinct"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S121-XREF-065,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121-NOTES,exercise-reference,O007-FREMLIN-V1-S121-SEG-121XA,65,121,121,121Xa,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt121.tex:1028: produce a measurable function (121F, 121Xb, 121Xa).   It is {\it not}","{""basis"":""literal printed source expression '121Xa'; ranges expand into separate typed atomic edges while repeated occurrences remain distinct"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S121-XREF-066,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121-NOTES,result-reference,,66,121,121,134Ib,selected-corpus-pending,authority/fremlin/source/mt1.2011/mt121.tex:1031: offer a counter-example in 134Ib.   The point here is that a function is,"{""basis"":""literal printed source expression '134Ib'; ranges expand into separate typed atomic edges while repeated occurrences remain distinct"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S121-XREF-067,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121-NOTES,exercise-reference,O007-FREMLIN-V1-S121-SEG-121YC,67,121,121,121Yc,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt121.tex:1033: language of 121Yc, where $\Cal B$ is the","{""basis"":""literal printed source expression '121Yc'; ranges expand into separate typed atomic edges while repeated occurrences remain distinct"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S121-XREF-068,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121-NOTES,exercise-clause-reference,O007-FREMLIN-V1-S121-SEG-121YC,68,121,121,121Yc(i),resolved-in-unit,"authority/fremlin/source/mt1.2011/mt121.tex:1037: (121Yc(i)) fails.   Nevertheless, for reasons which I will hint at in","{""basis"":""literal printed source expression '121Yc(i)'; ranges expand into separate typed atomic edges while repeated occurrences remain distinct"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S121-XREF-069,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121-NOTES,section-reference,,69,121,121,134,selected-corpus-pending,"authority/fremlin/source/mt1.2011/mt121.tex:1038: \S134, non-Lebesgue-measurable functions are hard to come by, and only","{""basis"":""literal printed source expression '\\\\S134'; ranges expand into separate typed atomic edges while repeated occurrences remain distinct"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S121-XREF-070,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121-NOTES,result-reference,O007-FREMLIN-V1-S121-SEG-121E,70,121,121,121E,resolved-in-unit,authority/fremlin/source/mt1.2011/mt121.tex:1044: You will observe that the results of 121E are mostly covered by,"{""basis"":""literal printed source expression '121E'; ranges expand into separate typed atomic edges while repeated occurrences remain distinct"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S121-XREF-071,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121-NOTES,result-reference,O007-FREMLIN-V1-S121-SEG-121I,71,121,121,121I,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt121.tex:1045: 121I-121K, which also include large parts of 114G and 115G;  and that","{""basis"":""literal printed source expression '121I-121K'; ranges expand into separate typed atomic edges while repeated occurrences remain distinct"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S121-XREF-072,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121-NOTES,result-reference,O007-FREMLIN-V1-S121-SEG-121J,72,121,121,121J,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt121.tex:1045: 121I-121K, which also include large parts of 114G and 115G;  and that","{""basis"":""literal printed source expression '121I-121K'; ranges expand into separate typed atomic edges while repeated occurrences remain distinct"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S121-XREF-073,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121-NOTES,result-reference,O007-FREMLIN-V1-S121-SEG-121K,73,121,121,121K,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt121.tex:1045: 121I-121K, which also include large parts of 114G and 115G;  and that","{""basis"":""literal printed source expression '121I-121K'; ranges expand into separate typed atomic edges while repeated occurrences remain distinct"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S121-XREF-074,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121-NOTES,result-reference,O007-FREMLIN-V1-S114-SEG-114G,74,121,121,114G,resolved-in-corpus,"authority/fremlin/source/mt1.2011/mt121.tex:1045: 121I-121K, which also include large parts of 114G and 115G;  and that","{""basis"":""literal printed source expression '114G'; ranges expand into separate typed atomic edges while repeated occurrences remain distinct"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S121-XREF-075,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121-NOTES,result-reference,O007-FREMLIN-V1-S115-SEG-115G,75,121,121,115G,resolved-in-corpus,"authority/fremlin/source/mt1.2011/mt121.tex:1045: 121I-121K, which also include large parts of 114G and 115G;  and that","{""basis"":""literal printed source expression '115G'; ranges expand into separate typed atomic edges while repeated occurrences remain distinct"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S121-XREF-076,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121-NOTES,result-reference,O007-FREMLIN-V1-S121-SEG-121KB,76,121,121,121Kb,resolved-in-unit,authority/fremlin/source/mt1.2011/mt121.tex:1046: 121Kb is covered by 121Yd(iii).   You can count yourself as having,"{""basis"":""literal printed source expression '121Kb'; ranges expand into separate typed atomic edges while repeated occurrences remain distinct"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S121-XREF-077,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121-NOTES,exercise-clause-reference,O007-FREMLIN-V1-S121-SEG-121YD,77,121,121,121Yd(iii),resolved-in-unit,authority/fremlin/source/mt1.2011/mt121.tex:1046: 121Kb is covered by 121Yd(iii).   You can count yourself as having,"{""basis"":""literal printed source expression '121Yd(iii)'; ranges expand into separate typed atomic edges while repeated occurrences remain distinct"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S121-XREF-078,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121-NOTES,result-reference,O007-FREMLIN-V1-S121-SEG-121ED,78,121,121,121Ed,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt121.tex:1048: repetitive.   Of course, in order to deduce 121Ed from 121K, for","{""basis"":""literal printed source expression '121Ed'; ranges expand into separate typed atomic edges while repeated occurrences remain distinct"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S121-XREF-079,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121-NOTES,result-reference,O007-FREMLIN-V1-S121-SEG-121K,79,121,121,121K,resolved-in-unit,"authority/fremlin/source/mt1.2011/mt121.tex:1048: repetitive.   Of course, in order to deduce 121Ed from 121K, for","{""basis"":""literal printed source expression '121K'; ranges expand into separate typed atomic edges while repeated occurrences remain distinct"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
1.1.0,xref,O007-FREMLIN-V1-S121-XREF-080,O007-FREMLIN-V1-S121,O007-FREMLIN-V1-S121-SEG-121-NOTES,result-reference,O007-FREMLIN-V1-S121-SEG-121ED,80,121,121,121Ed,resolved-in-unit,authority/fremlin/source/mt1.2011/mt121.tex:1051: the proof of this is embedded in the proof I give of 121Ed (look at the,"{""basis"":""literal printed source expression '121Ed'; ranges expand into separate typed atomic edges while repeated occurrences remain distinct"",""kind"":""source-cross-reference"",""source_resource_ids"":[""O007-RESOURCE-MT121-SOURCE""]}"
