schema_version,record_type,id,unit_id,subject_id,relation_type,object_id,order,provenance
1.1.0,relation,O007-FREMLIN-V2-APP-2A4-REL-0001,O007-FREMLIN-V2-APP-2A4,O007-FREMLIN-V2-APP-2A4-SEG-2A4-INTRO,precedes,O007-FREMLIN-V2-APP-2A4-SEG-2A4A,1,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-APP-2A4-REL-0002,O007-FREMLIN-V2-APP-2A4,O007-FREMLIN-V2-APP-2A4-SEG-2A4A,precedes,O007-FREMLIN-V2-APP-2A4-SEG-2A4B,2,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-APP-2A4-REL-0003,O007-FREMLIN-V2-APP-2A4,O007-FREMLIN-V2-APP-2A4-SEG-2A4B,precedes,O007-FREMLIN-V2-APP-2A4-SEG-2A4BB,3,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-APP-2A4-REL-0004,O007-FREMLIN-V2-APP-2A4,O007-FREMLIN-V2-APP-2A4-SEG-2A4BB,precedes,O007-FREMLIN-V2-APP-2A4-SEG-2A4BC,4,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-APP-2A4-REL-0005,O007-FREMLIN-V2-APP-2A4,O007-FREMLIN-V2-APP-2A4-SEG-2A4BC,precedes,O007-FREMLIN-V2-APP-2A4-SEG-2A4C,5,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-APP-2A4-REL-0006,O007-FREMLIN-V2-APP-2A4,O007-FREMLIN-V2-APP-2A4-SEG-2A4C,precedes,O007-FREMLIN-V2-APP-2A4-SEG-2A4CB,6,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-APP-2A4-REL-0007,O007-FREMLIN-V2-APP-2A4,O007-FREMLIN-V2-APP-2A4-SEG-2A4CB,precedes,O007-FREMLIN-V2-APP-2A4-SEG-2A4D,7,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-APP-2A4-REL-0008,O007-FREMLIN-V2-APP-2A4,O007-FREMLIN-V2-APP-2A4-SEG-2A4D,precedes,O007-FREMLIN-V2-APP-2A4-SEG-2A4DB,8,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-APP-2A4-REL-0009,O007-FREMLIN-V2-APP-2A4,O007-FREMLIN-V2-APP-2A4-SEG-2A4DB,precedes,O007-FREMLIN-V2-APP-2A4-SEG-2A4E,9,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-APP-2A4-REL-0010,O007-FREMLIN-V2-APP-2A4,O007-FREMLIN-V2-APP-2A4-SEG-2A4E,precedes,O007-FREMLIN-V2-APP-2A4-SEG-2A4F,10,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-APP-2A4-REL-0011,O007-FREMLIN-V2-APP-2A4,O007-FREMLIN-V2-APP-2A4-SEG-2A4F,precedes,O007-FREMLIN-V2-APP-2A4-SEG-2A4FB,11,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-APP-2A4-REL-0012,O007-FREMLIN-V2-APP-2A4,O007-FREMLIN-V2-APP-2A4-SEG-2A4FB,precedes,O007-FREMLIN-V2-APP-2A4-SEG-2A4FC,12,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-APP-2A4-REL-0013,O007-FREMLIN-V2-APP-2A4,O007-FREMLIN-V2-APP-2A4-SEG-2A4FC,precedes,O007-FREMLIN-V2-APP-2A4-SEG-2A4FD,13,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-APP-2A4-REL-0014,O007-FREMLIN-V2-APP-2A4,O007-FREMLIN-V2-APP-2A4-SEG-2A4FD,precedes,O007-FREMLIN-V2-APP-2A4-SEG-2A4G,14,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-APP-2A4-REL-0015,O007-FREMLIN-V2-APP-2A4,O007-FREMLIN-V2-APP-2A4-SEG-2A4G,precedes,O007-FREMLIN-V2-APP-2A4-SEG-2A4H,15,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-APP-2A4-REL-0016,O007-FREMLIN-V2-APP-2A4,O007-FREMLIN-V2-APP-2A4-SEG-2A4H,precedes,O007-FREMLIN-V2-APP-2A4-SEG-2A4I,16,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-APP-2A4-REL-0017,O007-FREMLIN-V2-APP-2A4,O007-FREMLIN-V2-APP-2A4-SEG-2A4I,precedes,O007-FREMLIN-V2-APP-2A4-SEG-2A4J,17,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-APP-2A4-REL-0018,O007-FREMLIN-V2-APP-2A4,O007-FREMLIN-V2-APP-2A4-SEG-2A4J,precedes,O007-FREMLIN-V2-APP-2A4-SEG-2A4JB,18,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-APP-2A4-REL-0019,O007-FREMLIN-V2-APP-2A4,O007-FREMLIN-V2-APP-2A4-SEG-2A4JB,precedes,O007-FREMLIN-V2-APP-2A4-SEG-2A4K,19,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-APP-2A4-REL-0020,O007-FREMLIN-V2-APP-2A4,O007-FREMLIN-V2-APP-2A4-PROOF-2A4E,proof-of,O007-FREMLIN-V2-APP-2A4-RESULT-2A4E,20,"{""basis"":""complete proof association"",""kind"":""semantic-relation""}"
