schema_version,record_type,id,unit_id,rights_id,segment_id,order,source_anchor,target_anchor,source_line_start,target_line_start,source_char_start,source_char_end,target_char_start,target_char_end,source_raw_tex,target_raw_tex,source_raw_tex_sha256,target_raw_tex_sha256,normalized_symbolic_sha256,math_delimiter,correction_ids,source_normalized_sha256,target_normalized_sha256,provenance
1.1.0,formula,O007-FREMLIN-V1-S133-FORMULA-0001,O007-FREMLIN-V1-S133,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S133-SEG-133-INTRO,1,133-intro,133-intro,13,13,437,448,393,404,\pm\infty,\pm\infty,a8fe649f30332e33534f1637cc756798b96b5bef6043fda8e3732bcbe50e82dd,a8fe649f30332e33534f1637cc756798b96b5bef6043fda8e3732bcbe50e82dd,a8fe649f30332e33534f1637cc756798b96b5bef6043fda8e3732bcbe50e82dd,$,,a8fe649f30332e33534f1637cc756798b96b5bef6043fda8e3732bcbe50e82dd,a8fe649f30332e33534f1637cc756798b96b5bef6043fda8e3732bcbe50e82dd,"{""basis"":""ordered nested-math atom with exact or explicitly corrected symbolic replay"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V1-S133-FORMULA-0002,O007-FREMLIN-V1-S133,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S133-SEG-133A,2,133A,133A,20,18,760,763,718,721,f,f,252f10c83610ebca1a059c0bae8255eba2f95be4d1d7bcfa89d7248a82d9f111,252f10c83610ebca1a059c0bae8255eba2f95be4d1d7bcfa89d7248a82d9f111,252f10c83610ebca1a059c0bae8255eba2f95be4d1d7bcfa89d7248a82d9f111,$,,252f10c83610ebca1a059c0bae8255eba2f95be4d1d7bcfa89d7248a82d9f111,252f10c83610ebca1a059c0bae8255eba2f95be4d1d7bcfa89d7248a82d9f111,"{""basis"":""ordered nested-math atom with exact or explicitly corrected symbolic replay"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V1-S133-FORMULA-0003,O007-FREMLIN-V1-S133,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S133-SEG-133A,3,133A,133A,20,19,792,795,759,762,f,f,252f10c83610ebca1a059c0bae8255eba2f95be4d1d7bcfa89d7248a82d9f111,252f10c83610ebca1a059c0bae8255eba2f95be4d1d7bcfa89d7248a82d9f111,252f10c83610ebca1a059c0bae8255eba2f95be4d1d7bcfa89d7248a82d9f111,$,,252f10c83610ebca1a059c0bae8255eba2f95be4d1d7bcfa89d7248a82d9f111,252f10c83610ebca1a059c0bae8255eba2f95be4d1d7bcfa89d7248a82d9f111,"{""basis"":""ordered nested-math atom with exact or explicitly corrected symbolic replay"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V1-S133-FORMULA-0004,O007-FREMLIN-V1-S133,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S133-SEG-133A,4,133A,133A,21,19,824,832,800,808,\int f,\int f,b5aa7909c43a00b46ae70b7051bfb8567f00606605d0bdc15e30ae6cd8f18c02,b5aa7909c43a00b46ae70b7051bfb8567f00606605d0bdc15e30ae6cd8f18c02,f4097fa69325ccccaf7ce52f7c7dde2362c8f22231f5ba2acf0b1ed370d3e23d,$,,f4097fa69325ccccaf7ce52f7c7dde2362c8f22231f5ba2acf0b1ed370d3e23d,f4097fa69325ccccaf7ce52f7c7dde2362c8f22231f5ba2acf0b1ed370d3e23d,"{""basis"":""ordered nested-math atom with exact or explicitly corrected symbolic replay"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V1-S133-FORMULA-0005,O007-FREMLIN-V1-S133,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S133-SEG-133A,5,133A,133A,25,22,1017,1032,994,1009,\int f=\infty,\int f=\infty,defdf5ba3a81ebf9f1bd1cba0c649f6cf7c0b74af717a96b12135a7172df8c55,defdf5ba3a81ebf9f1bd1cba0c649f6cf7c0b74af717a96b12135a7172df8c55,ad408e42a6b6cf652072592ebfc49aa11b3e9ea3e17b03e348008fb9263aa004,$,,ad408e42a6b6cf652072592ebfc49aa11b3e9ea3e17b03e348008fb9263aa004,ad408e42a6b6cf652072592ebfc49aa11b3e9ea3e17b03e348008fb9263aa004,"{""basis"":""ordered nested-math atom with exact or explicitly corrected symbolic replay"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V1-S133-FORMULA-0006,O007-FREMLIN-V1-S133,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S133-SEG-133A,6,133A,133A,26,23,1076,1079,1061,1064,f,f,252f10c83610ebca1a059c0bae8255eba2f95be4d1d7bcfa89d7248a82d9f111,252f10c83610ebca1a059c0bae8255eba2f95be4d1d7bcfa89d7248a82d9f111,252f10c83610ebca1a059c0bae8255eba2f95be4d1d7bcfa89d7248a82d9f111,$,,252f10c83610ebca1a059c0bae8255eba2f95be4d1d7bcfa89d7248a82d9f111,252f10c83610ebca1a059c0bae8255eba2f95be4d1d7bcfa89d7248a82d9f111,"{""basis"":""ordered nested-math atom with exact or explicitly corrected symbolic replay"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V1-S133-FORMULA-0007,O007-FREMLIN-V1-S133,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S133-SEG-133A,7,133A,133A,27,24,1149,1152,1133,1136,f,f,252f10c83610ebca1a059c0bae8255eba2f95be4d1d7bcfa89d7248a82d9f111,252f10c83610ebca1a059c0bae8255eba2f95be4d1d7bcfa89d7248a82d9f111,252f10c83610ebca1a059c0bae8255eba2f95be4d1d7bcfa89d7248a82d9f111,$,,252f10c83610ebca1a059c0bae8255eba2f95be4d1d7bcfa89d7248a82d9f111,252f10c83610ebca1a059c0bae8255eba2f95be4d1d7bcfa89d7248a82d9f111,"{""basis"":""ordered nested-math atom with exact or explicitly corrected symbolic replay"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V1-S133-FORMULA-0008,O007-FREMLIN-V1-S133,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S133-SEG-133A,8,133A,133A,27,25,1186,1191,1204,1209,\mu,\mu,492247e1bab15272d1e53b8015c042bf6fa0cb8f23ec52cad93d6ba80dafb804,492247e1bab15272d1e53b8015c042bf6fa0cb8f23ec52cad93d6ba80dafb804,492247e1bab15272d1e53b8015c042bf6fa0cb8f23ec52cad93d6ba80dafb804,$,,492247e1bab15272d1e53b8015c042bf6fa0cb8f23ec52cad93d6ba80dafb804,492247e1bab15272d1e53b8015c042bf6fa0cb8f23ec52cad93d6ba80dafb804,"{""basis"":""ordered nested-math atom with exact or explicitly corrected symbolic replay"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V1-S133-FORMULA-0009,O007-FREMLIN-V1-S133,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S133-SEG-133A,9,133A,133A,30,27,1246,1282,1265,1301,"\{x:x\in\dom f,\,f(x)\ge\epsilon\}","\{x:x\in\dom f,\,f(x)\ge\epsilon\}",084e42de9e99172a9fbc464d0714e6cdf5fb4b40d9303461e53909a5d6a65519,084e42de9e99172a9fbc464d0714e6cdf5fb4b40d9303461e53909a5d6a65519,6bd501762049becca6bcadcedd1811410d51b5e376ef17cc42cf8a7339d66c69,$,,6bd501762049becca6bcadcedd1811410d51b5e376ef17cc42cf8a7339d66c69,6bd501762049becca6bcadcedd1811410d51b5e376ef17cc42cf8a7339d66c69,"{""basis"":""ordered nested-math atom with exact or explicitly corrected symbolic replay"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V1-S133-FORMULA-0010,O007-FREMLIN-V1-S133,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S133-SEG-133A,10,133A,133A,32,30,1346,1358,1369,1381,\epsilon>0,\epsilon>0,4c7785f41b6ba845fbf6fe3db625563505eedd141a7e6a016df047b5d14c0cc7,4c7785f41b6ba845fbf6fe3db625563505eedd141a7e6a016df047b5d14c0cc7,4c7785f41b6ba845fbf6fe3db625563505eedd141a7e6a016df047b5d14c0cc7,$,,4c7785f41b6ba845fbf6fe3db625563505eedd141a7e6a016df047b5d14c0cc7,4c7785f41b6ba845fbf6fe3db625563505eedd141a7e6a016df047b5d14c0cc7,"{""basis"":""ordered nested-math atom with exact or explicitly corrected symbolic replay"",""kind"":""source-target-formula-map""}"
