schema_version,record_type,id,unit_id,subject_id,relation_type,object_id,order,provenance
1.1.0,relation,O007-FREMLIN-V2-S224-REL-0001,O007-FREMLIN-V2-S224,O007-FREMLIN-V2-S224-SEG-224-INTRO,precedes,O007-FREMLIN-V2-S224-SEG-224A,1,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S224-REL-0002,O007-FREMLIN-V2-S224,O007-FREMLIN-V2-S224-SEG-224A,precedes,O007-FREMLIN-V2-S224-SEG-224B,2,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S224-REL-0003,O007-FREMLIN-V2-S224,O007-FREMLIN-V2-S224-SEG-224B,precedes,O007-FREMLIN-V2-S224-SEG-224BB,3,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S224-REL-0004,O007-FREMLIN-V2-S224,O007-FREMLIN-V2-S224-SEG-224BB,precedes,O007-FREMLIN-V2-S224-SEG-224C,4,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S224-REL-0005,O007-FREMLIN-V2-S224,O007-FREMLIN-V2-S224-SEG-224C,precedes,O007-FREMLIN-V2-S224-SEG-224D,5,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S224-REL-0006,O007-FREMLIN-V2-S224,O007-FREMLIN-V2-S224-SEG-224D,precedes,O007-FREMLIN-V2-S224-SEG-224E,6,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S224-REL-0007,O007-FREMLIN-V2-S224,O007-FREMLIN-V2-S224-SEG-224E,precedes,O007-FREMLIN-V2-S224-SEG-224F,7,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S224-REL-0008,O007-FREMLIN-V2-S224,O007-FREMLIN-V2-S224-SEG-224F,precedes,O007-FREMLIN-V2-S224-SEG-224G,8,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S224-REL-0009,O007-FREMLIN-V2-S224,O007-FREMLIN-V2-S224-SEG-224G,precedes,O007-FREMLIN-V2-S224-SEG-224H,9,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S224-REL-0010,O007-FREMLIN-V2-S224,O007-FREMLIN-V2-S224-SEG-224H,precedes,O007-FREMLIN-V2-S224-SEG-224I,10,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
