schema_version,record_type,id,unit_id,rights_id,segment_id,order,source_anchor,target_anchor,source_line_start,target_line_start,source_char_start,source_char_end,target_char_start,target_char_end,source_raw_tex,target_raw_tex,source_raw_tex_sha256,target_raw_tex_sha256,normalized_symbolic_sha256,math_delimiter,source_normalized_sha256,target_normalized_sha256,provenance
1.1.0,formula,O007-FREMLIN-V1-S135-FORMULA-0001,O007-FREMLIN-V1-S135,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S135-SEG-135-INTRO,1,135-intro,135-intro,11,11,198,206,198,206,\infty,\infty,db8e84427c2e1e02f2b2c74d337ab8d69d80cbb28224cd7f85e0174f1f5ed5c7,db8e84427c2e1e02f2b2c74d337ab8d69d80cbb28224cd7f85e0174f1f5ed5c7,db8e84427c2e1e02f2b2c74d337ab8d69d80cbb28224cd7f85e0174f1f5ed5c7,$,db8e84427c2e1e02f2b2c74d337ab8d69d80cbb28224cd7f85e0174f1f5ed5c7,db8e84427c2e1e02f2b2c74d337ab8d69d80cbb28224cd7f85e0174f1f5ed5c7,"{""basis"":""ordered nested-math atom with exact or explicitly corrected symbolic replay"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V1-S135-FORMULA-0002,O007-FREMLIN-V1-S135,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S135-SEG-135-INTRO,2,135-intro,135-intro,14,14,405,452,408,455,"[-\infty,\infty]=\Bbb R\cup\{-\infty,\infty\}","[-\infty,\infty]=\Bbb R\cup\{-\infty,\infty\}",760e863562d6a3f84a1d2a70a710938f485fb9ebbd98a73cf0a1664b4d2f4a48,760e863562d6a3f84a1d2a70a710938f485fb9ebbd98a73cf0a1664b4d2f4a48,9b5a6c9fcf362bd54f73fc40745f18d51e67d7cea48abd07949ae0bcccec5f84,$,9b5a6c9fcf362bd54f73fc40745f18d51e67d7cea48abd07949ae0bcccec5f84,9b5a6c9fcf362bd54f73fc40745f18d51e67d7cea48abd07949ae0bcccec5f84,"{""basis"":""ordered nested-math atom with exact or explicitly corrected symbolic replay"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V1-S135-FORMULA-0003,O007-FREMLIN-V1-S135,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S135-SEG-135-INTRO,3,135-intro,135-intro,15,15,472,491,477,496,\overline{\Bbb R},\overline{\Bbb R},548bccde86f18327a3439d84fae3f70e36760bf834daddb820a20c0aa67f48b3,548bccde86f18327a3439d84fae3f70e36760bf834daddb820a20c0aa67f48b3,d0655eeb44bbe02991b2f705148b542e2cc43ff481015551b9047f360852b716,$,d0655eeb44bbe02991b2f705148b542e2cc43ff481015551b9047f360852b716,d0655eeb44bbe02991b2f705148b542e2cc43ff481015551b9047f360852b716,"{""basis"":""ordered nested-math atom with exact or explicitly corrected symbolic replay"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V1-S135-FORMULA-0004,O007-FREMLIN-V1-S135,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S135-SEG-135A,4,135A,135A,19,19,705,723,733,751,"[-\infty,\infty]","[-\infty,\infty]",b9a80fe63c5d371855c3764a54c8212f8d13b84d0bdbed9c55e5192fdb73b145,b9a80fe63c5d371855c3764a54c8212f8d13b84d0bdbed9c55e5192fdb73b145,b9a80fe63c5d371855c3764a54c8212f8d13b84d0bdbed9c55e5192fdb73b145,$,b9a80fe63c5d371855c3764a54c8212f8d13b84d0bdbed9c55e5192fdb73b145,b9a80fe63c5d371855c3764a54c8212f8d13b84d0bdbed9c55e5192fdb73b145,"{""basis"":""ordered nested-math atom with exact or explicitly corrected symbolic replay"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V1-S135-FORMULA-0005,O007-FREMLIN-V1-S135,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S135-SEG-135A,5,135A,135A,22,22,754,780,791,817,a+\infty=\infty+a=\infty,a+\infty=\infty+a=\infty,c6cba2d552f9d780164677a871bf925bd3e7e5ac58cdd4516987dac182f0750a,c6cba2d552f9d780164677a871bf925bd3e7e5ac58cdd4516987dac182f0750a,c6cba2d552f9d780164677a871bf925bd3e7e5ac58cdd4516987dac182f0750a,$,c6cba2d552f9d780164677a871bf925bd3e7e5ac58cdd4516987dac182f0750a,c6cba2d552f9d780164677a871bf925bd3e7e5ac58cdd4516987dac182f0750a,"{""basis"":""ordered nested-math atom with exact or explicitly corrected symbolic replay"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V1-S135-FORMULA-0006,O007-FREMLIN-V1-S135,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S135-SEG-135A,6,135A,135A,23,23,787,820,824,857,a+(-\infty)=(-\infty)+a=-\infty,a+(-\infty)=(-\infty)+a=-\infty,72d84816bc68640f65ad2c7df309f503519eff23f85febeb074a8a926fda6196,72d84816bc68640f65ad2c7df309f503519eff23f85febeb074a8a926fda6196,72d84816bc68640f65ad2c7df309f503519eff23f85febeb074a8a926fda6196,$,72d84816bc68640f65ad2c7df309f503519eff23f85febeb074a8a926fda6196,72d84816bc68640f65ad2c7df309f503519eff23f85febeb074a8a926fda6196,"{""basis"":""ordered nested-math atom with exact or explicitly corrected symbolic replay"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V1-S135-FORMULA-0007,O007-FREMLIN-V1-S135,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S135-SEG-135A,7,135A,135A,25,25,843,855,883,895,a\in\Bbb R,a\in\Bbb R,320bc61e7c9c240bbe3785a1abef668d5dc5d0f36fa1061c386ff0b380288e4a,320bc61e7c9c240bbe3785a1abef668d5dc5d0f36fa1061c386ff0b380288e4a,25e579aff10f303f0b3a0972c2a2e1d81163cd9641dfef0b0d7d1242d0c298e1,$,25e579aff10f303f0b3a0972c2a2e1d81163cd9641dfef0b0d7d1242d0c298e1,25e579aff10f303f0b3a0972c2a2e1d81163cd9641dfef0b0d7d1242d0c298e1,"{""basis"":""ordered nested-math atom with exact or explicitly corrected symbolic replay"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V1-S135-FORMULA-0008,O007-FREMLIN-V1-S135,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S135-SEG-135A,8,135A,135A,27,27,874,896,914,936,\infty+\infty=\infty,\infty+\infty=\infty,ae4e5e3f74937436b288ffb91c9beafcc64a21a1fefac53ff55bfac6126c7560,ae4e5e3f74937436b288ffb91c9beafcc64a21a1fefac53ff55bfac6126c7560,ae4e5e3f74937436b288ffb91c9beafcc64a21a1fefac53ff55bfac6126c7560,$,ae4e5e3f74937436b288ffb91c9beafcc64a21a1fefac53ff55bfac6126c7560,ae4e5e3f74937436b288ffb91c9beafcc64a21a1fefac53ff55bfac6126c7560,"{""basis"":""ordered nested-math atom with exact or explicitly corrected symbolic replay"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V1-S135-FORMULA-0009,O007-FREMLIN-V1-S135,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S135-SEG-135A,9,135A,135A,27,27,902,931,942,971,(-\infty)+(-\infty)=-\infty,(-\infty)+(-\infty)=-\infty,f292650d5624e50bd822a63381a7995a47f740c5a94197fc0c3f16fbea7a42b1,f292650d5624e50bd822a63381a7995a47f740c5a94197fc0c3f16fbea7a42b1,f292650d5624e50bd822a63381a7995a47f740c5a94197fc0c3f16fbea7a42b1,$,f292650d5624e50bd822a63381a7995a47f740c5a94197fc0c3f16fbea7a42b1,f292650d5624e50bd822a63381a7995a47f740c5a94197fc0c3f16fbea7a42b1,"{""basis"":""ordered nested-math atom with exact or explicitly corrected symbolic replay"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V1-S135-FORMULA-0010,O007-FREMLIN-V1-S135,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S135-SEG-135A,10,135A,135A,29,29,966,984,1013,1031,\infty+(-\infty),\infty+(-\infty),8c755c88ebe887eb91595a07a58cecbb7a63725503037ba4ea5b1f12d5b12e0a,8c755c88ebe887eb91595a07a58cecbb7a63725503037ba4ea5b1f12d5b12e0a,8c755c88ebe887eb91595a07a58cecbb7a63725503037ba4ea5b1f12d5b12e0a,$,8c755c88ebe887eb91595a07a58cecbb7a63725503037ba4ea5b1f12d5b12e0a,8c755c88ebe887eb91595a07a58cecbb7a63725503037ba4ea5b1f12d5b12e0a,"{""basis"":""ordered nested-math atom with exact or explicitly corrected symbolic replay"",""kind"":""source-target-formula-map""}"
