schema_version,record_type,id,unit_id,segment_id,relation_type,object_id,order,source_anchor,target_reference,resolution_status,source_locator,provenance
1.1.0,xref,O007-FREMLIN-V2-S282-XREF-0001,O007-FREMLIN-V2-S282,O007-FREMLIN-V2-S282-SEG-282-INTRO,source-reference,O007-FREMLIN-V2-S282-SEG-282A,1,282-intro,282A,resolved-in-unit,authority/fremlin/source/mt2.2016/mt282.tex:13,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S282-XREF-0002,O007-FREMLIN-V2-S282,O007-FREMLIN-V2-S282-SEG-282-INTRO,source-reference,O007-FREMLIN-V2-S282-SEG-282G,2,282-intro,282G,resolved-in-unit,authority/fremlin/source/mt2.2016/mt282.tex:14,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S282-XREF-0003,O007-FREMLIN-V2-S282,O007-FREMLIN-V2-S282-SEG-282-INTRO,source-reference,O007-FREMLIN-V2-S282-SEG-282H,3,282-intro,282H,resolved-in-unit,authority/fremlin/source/mt2.2016/mt282.tex:14,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S282-XREF-0004,O007-FREMLIN-V2-S282,O007-FREMLIN-V2-S282-SEG-282-INTRO,source-reference,O007-FREMLIN-V2-S282-SEG-282J,4,282-intro,282J,resolved-in-unit,authority/fremlin/source/mt2.2016/mt282.tex:14,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S282-XREF-0005,O007-FREMLIN-V2-S282,O007-FREMLIN-V2-S282-SEG-282-INTRO,source-reference,O007-FREMLIN-V2-S282-SEG-282L,5,282-intro,282L,resolved-in-unit,authority/fremlin/source/mt2.2016/mt282.tex:14,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S282-XREF-0006,O007-FREMLIN-V2-S282,O007-FREMLIN-V2-S282-SEG-282-INTRO,source-reference,O007-FREMLIN-V2-S282-SEG-282O,6,282-intro,282O,resolved-in-unit,authority/fremlin/source/mt2.2016/mt282.tex:15,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S282-XREF-0007,O007-FREMLIN-V2-S282,O007-FREMLIN-V2-S282-SEG-282-INTRO,source-reference,O007-FREMLIN-V2-S282-SEG-282E,7,282-intro,282E,resolved-in-unit,authority/fremlin/source/mt2.2016/mt282.tex:15,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S282-XREF-0008,O007-FREMLIN-V2-S282,O007-FREMLIN-V2-S282-SEG-282-INTRO,source-reference,O007-FREMLIN-V2-S282-SEG-282Q,8,282-intro,282Q,resolved-in-unit,authority/fremlin/source/mt2.2016/mt282.tex:16,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S282-XREF-0009,O007-FREMLIN-V2-S282,O007-FREMLIN-V2-S282-SEG-282CB,source-reference,O007-FREMLIN-V2-S282-SEG-282K,9,282Cb,282K,resolved-in-unit,authority/fremlin/source/mt2.2016/mt282.tex:144,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S282-XREF-0010,O007-FREMLIN-V2-S282,O007-FREMLIN-V2-S282-SEG-282CB,source-reference,O007-FREMLIN-V2-S282-SEG-282,10,282Cb,282Rb,resolved-in-unit,authority/fremlin/source/mt2.2016/mt282.tex:144,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S282-XREF-0011,O007-FREMLIN-V2-S282,O007-FREMLIN-V2-S282-SEG-282CB,source-reference,O007-FREMLIN-V2-S282-SEG-282J,11,282Cb,282J,resolved-in-unit,authority/fremlin/source/mt2.2016/mt282.tex:150,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S282-XREF-0012,O007-FREMLIN-V2-S282,O007-FREMLIN-V2-S282-SEG-282CB,source-reference,O007-FREMLIN-V2-S282-SEG-282L,12,282Cb,282L,resolved-in-unit,authority/fremlin/source/mt2.2016/mt282.tex:150,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S282-XREF-0013,O007-FREMLIN-V2-S282,O007-FREMLIN-V2-S282-SEG-282CB,source-reference,O007-FREMLIN-V2-S282-SEG-282O,13,282Cb,282O,resolved-in-unit,authority/fremlin/source/mt2.2016/mt282.tex:151,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S282-XREF-0014,O007-FREMLIN-V2-S282,O007-FREMLIN-V2-S282-SEG-282CB,source-reference,O007-FREMLIN-V2-S282-SEG-282XH,14,282Cb,282Xh,resolved-in-unit,authority/fremlin/source/mt2.2016/mt282.tex:154,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S282-XREF-0015,O007-FREMLIN-V2-S282,O007-FREMLIN-V2-S282-SEG-282CB,source-reference,O007-FREMLIN-V2-S282-SEG-282XO,15,282Cb,282Xo,resolved-in-unit,authority/fremlin/source/mt2.2016/mt282.tex:154,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S282-XREF-0016,O007-FREMLIN-V2-S282,O007-FREMLIN-V2-S282-SEG-282CB,source-reference,O007-FREMLIN-XREF-273Ca,16,282Cb,273Ca,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt282.tex:156,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
