schema_version,record_type,id,unit_id,subject_id,relation_type,object_id,order,provenance
1.1.0,relation,O007-FREMLIN-V2-APP-2A3-REL-0001,O007-FREMLIN-V2-APP-2A3,O007-FREMLIN-V2-APP-2A3-SEG-2A3-INTRO,precedes,O007-FREMLIN-V2-APP-2A3-SEG-2A3A,1,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-APP-2A3-REL-0002,O007-FREMLIN-V2-APP-2A3,O007-FREMLIN-V2-APP-2A3-SEG-2A3A,precedes,O007-FREMLIN-V2-APP-2A3-SEG-2A3B,2,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-APP-2A3-REL-0003,O007-FREMLIN-V2-APP-2A3,O007-FREMLIN-V2-APP-2A3-SEG-2A3B,precedes,O007-FREMLIN-V2-APP-2A3-SEG-2A3BB,3,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-APP-2A3-REL-0004,O007-FREMLIN-V2-APP-2A3,O007-FREMLIN-V2-APP-2A3-SEG-2A3BB,precedes,O007-FREMLIN-V2-APP-2A3-SEG-2A3BC,4,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-APP-2A3-REL-0005,O007-FREMLIN-V2-APP-2A3,O007-FREMLIN-V2-APP-2A3-SEG-2A3BC,precedes,O007-FREMLIN-V2-APP-2A3-SEG-2A3BD,5,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-APP-2A3-REL-0006,O007-FREMLIN-V2-APP-2A3,O007-FREMLIN-V2-APP-2A3-SEG-2A3BD,precedes,O007-FREMLIN-V2-APP-2A3-SEG-2A3BE,6,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-APP-2A3-REL-0007,O007-FREMLIN-V2-APP-2A3,O007-FREMLIN-V2-APP-2A3-SEG-2A3BE,precedes,O007-FREMLIN-V2-APP-2A3-SEG-2A3BF,7,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-APP-2A3-REL-0008,O007-FREMLIN-V2-APP-2A3,O007-FREMLIN-V2-APP-2A3-SEG-2A3BF,precedes,O007-FREMLIN-V2-APP-2A3-SEG-2A3C,8,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-APP-2A3-REL-0009,O007-FREMLIN-V2-APP-2A3,O007-FREMLIN-V2-APP-2A3-SEG-2A3C,precedes,O007-FREMLIN-V2-APP-2A3-SEG-2A3D,9,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-APP-2A3-REL-0010,O007-FREMLIN-V2-APP-2A3,O007-FREMLIN-V2-APP-2A3-SEG-2A3D,precedes,O007-FREMLIN-V2-APP-2A3-SEG-2A3DB,10,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-APP-2A3-REL-0011,O007-FREMLIN-V2-APP-2A3,O007-FREMLIN-V2-APP-2A3-SEG-2A3DB,precedes,O007-FREMLIN-V2-APP-2A3-SEG-2A3DC,11,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-APP-2A3-REL-0012,O007-FREMLIN-V2-APP-2A3,O007-FREMLIN-V2-APP-2A3-SEG-2A3DC,precedes,O007-FREMLIN-V2-APP-2A3-SEG-2A3E,12,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-APP-2A3-REL-0013,O007-FREMLIN-V2-APP-2A3,O007-FREMLIN-V2-APP-2A3-SEG-2A3E,precedes,O007-FREMLIN-V2-APP-2A3-SEG-2A3EB,13,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-APP-2A3-REL-0014,O007-FREMLIN-V2-APP-2A3,O007-FREMLIN-V2-APP-2A3-SEG-2A3EB,precedes,O007-FREMLIN-V2-APP-2A3-SEG-2A3F,14,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-APP-2A3-REL-0015,O007-FREMLIN-V2-APP-2A3,O007-FREMLIN-V2-APP-2A3-SEG-2A3F,precedes,O007-FREMLIN-V2-APP-2A3-SEG-2A3FB,15,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
