schema_version,record_type,id,unit_id,segment_id,relation_type,object_id,order,source_anchor,target_reference,resolution_status,source_locator,provenance
1.1.0,xref,O007-FREMLIN-V2-S263-XREF-0001,O007-FREMLIN-V2-S263,O007-FREMLIN-V2-S263-SEG-263-INTRO,source-reference,O007-FREMLIN-V2-S263-SEG-263D,1,263-intro,263D,resolved-in-unit,authority/fremlin/source/mt2.2016/mt263.tex:17,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S263-XREF-0002,O007-FREMLIN-V2-S263,O007-FREMLIN-V2-S263-SEG-263-INTRO,source-reference,O007-FREMLIN-V2-S263-SEG-263J,2,263-intro,263J,resolved-in-unit,authority/fremlin/source/mt2.2016/mt263.tex:22,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S263-XREF-0003,O007-FREMLIN-V2-S263,O007-FREMLIN-V2-S263-SEG-263A,source-reference,O007-FREMLIN-V2-S263-SEG-263D,3,263A,263D,resolved-in-unit,authority/fremlin/source/mt2.2016/mt263.tex:30,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S263-XREF-0004,O007-FREMLIN-V2-S263,O007-FREMLIN-V2-S263-SEG-263A,source-reference,O007-FREMLIN-XREF-115G,4,263A,115G,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt263.tex:59,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S263-XREF-0005,O007-FREMLIN-V2-S263,O007-FREMLIN-V2-S263-SEG-263A,source-reference,O007-FREMLIN-XREF-134A,5,263A,134A,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt263.tex:76,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S263-XREF-0006,O007-FREMLIN-V2-S263,O007-FREMLIN-V2-S263-SEG-263A,source-reference,O007-FREMLIN-XREF-134Fa,6,263A,134Fa,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt263.tex:154,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S263-XREF-0007,O007-FREMLIN-V2-S263,O007-FREMLIN-V2-S263-SEG-263A,source-reference,O007-FREMLIN-XREF-235A,7,263A,235A,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt263.tex:247,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S263-XREF-0008,O007-FREMLIN-V2-S263,O007-FREMLIN-V2-S263-SEG-263B,source-reference,O007-FREMLIN-XREF-262M,8,263B,262M,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt263.tex:275,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S263-XREF-0009,O007-FREMLIN-V2-S263,O007-FREMLIN-V2-S263-SEG-263C,source-reference,O007-FREMLIN-XREF-262Hb,9,263C,262Hb,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt263.tex:295,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S263-XREF-0010,O007-FREMLIN-V2-S263,O007-FREMLIN-V2-S263-SEG-263C,source-reference,O007-FREMLIN-V2-S263-SEG-263A,10,263C,263A,resolved-in-unit,authority/fremlin/source/mt2.2016/mt263.tex:301,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S263-XREF-0011,O007-FREMLIN-V2-S263,O007-FREMLIN-V2-S263-SEG-263C,source-reference,O007-FREMLIN-XREF-134Fa,11,263C,134Fa,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt263.tex:303,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S263-XREF-0012,O007-FREMLIN-V2-S263,O007-FREMLIN-V2-S263-SEG-263C,source-reference,O007-FREMLIN-XREF-261F,12,263C,261F,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt263.tex:337,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
