schema_version,record_type,id,unit_id,rights_id,parent_id,order,source_anchor,semantic_anchor,target_anchor,anchor_kind,anchor_is_synthesized,segment_kind,source_label,target_label,source_line_start,source_line_end,target_line_start,target_line_end,source_char_start,source_char_end,target_char_start,target_char_end,source_segment_sha256,target_segment_sha256,provenance
1.1.0,segment,O007-FREMLIN-V2-S286-SEG-286-INTRO,O007-FREMLIN-V2-S286,O007-RIGHTS-FREMLIN-DSL,,1,286,286-intro,286-intro,unmarked-unit-introduction,false,exposition,286-intro,286-intro,23,57,20,48,560,2150,551,2206,1e286af158658df23aff80680c0bec2ff4784b988d5a8b50408aaa0c6fae3a18,8afaa494b61ae7c1ab4950597a4eb9c02a3884c0ad242c64085bccb7f1bb3f41,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S286-SEG-286A,O007-FREMLIN-V2-S286,O007-RIGHTS-FREMLIN-DSL,,2,286A,286A,286A,explicit,false,exposition,286A,286A,58,212,49,198,2150,7046,2206,7307,e20f958699b4e9dbec13b45bfddf552858c65393f5a854b68af5f413be88966f,49dd47914b2791a5b2bf0c1b121d2c82d1d2235201850420d92bb8ec22838d70,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S286-SEG-286B,O007-FREMLIN-V2-S286,O007-RIGHTS-FREMLIN-DSL,,3,286B,286B,286B,explicit,false,exposition,286B,286B,213,245,199,228,7046,8318,7307,8616,15512fc18f1f85dac8181589bdb827c14a84942113f2326abe6b6a352b448e85,1e088ab933357459b65c50e0648ec87f0a5e1849e35d96ffd951e4c426fed1d9,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S286-SEG-286C,O007-FREMLIN-V2-S286,O007-RIGHTS-FREMLIN-DSL,,4,286C,286C,286C,explicit,false,exposition,286C,286C,246,260,229,241,8318,8907,8616,9237,a1a581d6d663e6853f9feb8158786c2816dc7568201b9011b37d1caa84a4a389,96301d34190bf4960af7d51be481074ff39c37e978e6e21c0bb408e4a42719d5,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S286-SEG-286CA,O007-FREMLIN-V2-S286,O007-RIGHTS-FREMLIN-DSL,,5,286Ca,286Ca,286Ca,explicit,false,exposition,286Ca,286Ca,261,263,242,244,8907,8998,9237,9330,0cae1bce0429a2efbd6dddf6b5cd8f8e33c1de9331e2f3d8170e6e26b20ff4e0,c112db5ef025665074a1a60935c061843029ba006900bcd4c64b3622afcec830,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S286-SEG-286CB,O007-FREMLIN-V2-S286,O007-RIGHTS-FREMLIN-DSL,,6,286Cb,286Cb,286Cb,explicit,false,exposition,286Cb,286Cb,264,267,245,247,8998,9125,9330,9457,e01830ae827ad2f680c3d31b1c5abf35122f5919c3569dc64ac92b57f6cf887b,f3f2585ac14dd7605707fdc03842890fa396cbdaa292462307f2b2dfa660827c,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S286-SEG-286CC,O007-FREMLIN-V2-S286,O007-RIGHTS-FREMLIN-DSL,,7,286Cc,286Cc,286Cc,explicit,false,exposition,286Cc,286Cc,268,269,248,249,9125,9173,9457,9505,2a9e35574e6ebf245e40055db4ade19859774ac612d01561d094d053b0fceb7f,2a9e35574e6ebf245e40055db4ade19859774ac612d01561d094d053b0fceb7f,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S286-SEG-286CD,O007-FREMLIN-V2-S286,O007-RIGHTS-FREMLIN-DSL,,8,286Cd,286Cd,286Cd,explicit,false,exposition,286Cd,286Cd,270,284,250,262,9173,9596,9505,9935,64ff22da22c16cfc8a61bb48beacab9162d7e0bdfb09bb4fb870977f3cb0b5c1,2be27e3687ef959d6523968a4ebb02bee085c918a5a0b4b063d69634518576b5,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S286-SEG-286CE,O007-FREMLIN-V2-S286,O007-RIGHTS-FREMLIN-DSL,,9,286Ce,286Ce,286Ce,explicit,false,exposition,286Ce,286Ce,285,291,263,270,9596,9879,9935,10232,6fad3b11bef8713b7c592eae56859a01184d8df445e72866e2306d7ffc29dbb4,5a1e22dbc5ea6af4f2015aa5b4d18dba3d6ed5fb53d9452a057aa3ea612fd202,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S286-SEG-286CF,O007-FREMLIN-V2-S286,O007-RIGHTS-FREMLIN-DSL,,10,286Cf,286Cf,286Cf,explicit,false,exposition,286Cf,286Cf,292,298,271,277,9879,10144,10232,10512,c005cad0b3be8a8f6e8ab366bb8ff6f011ff6ece6852ec5ee5b96e5dde40311c,845c53b074b7deefa43f205680fdc1f19b285c6819d812a37cb3283bbb77f0d9,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
