schema_version,record_type,id,unit_id,rights_id,parent_id,order,source_anchor,semantic_anchor,target_anchor,anchor_kind,anchor_is_synthesized,segment_kind,source_label,target_label,source_line_start,source_line_end,target_line_start,target_line_end,source_char_start,source_char_end,target_char_start,target_char_end,source_segment_sha256,target_segment_sha256,provenance
1.1.0,segment,O007-FREMLIN-V2-S243-SEG-243-INTRO,O007-FREMLIN-V2-S243,O007-RIGHTS-FREMLIN-DSL,,1,243,243-intro,243-intro,unmarked-unit-introduction,false,exposition,243-intro,243-intro,9,13,9,13,153,434,142,430,a37ec0c6f2a86c04660408172fc543aa515d55672721e2f948ae1c5efc4ee0a0,6058a039987a1940dcdc3d9a6cbf2a86a5e1b283dc60467aa95c88c4a3fd6170,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S243-SEG-243A,O007-FREMLIN-V2-S243,O007-RIGHTS-FREMLIN-DSL,,2,243A,243A,243A,explicit,false,exposition,243A,243A,14,25,14,27,434,1076,430,1070,78234715dbf14a68ed450034a4b79811b351939ded307ca7dbde67de3388b34b,f95c97f793acd3ea3c68db599f934c89e2b62f75446aafd91e449e18f4b4f03f,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S243-SEG-243B,O007-FREMLIN-V2-S243,O007-RIGHTS-FREMLIN-DSL,,3,243B,243B,243B,explicit,false,exposition,243B,243B,26,97,28,108,1076,3884,1070,4164,23dae6af44e0b72592095ef447d91012504c470e9235de0eac87eafa86d491db,57639b9414535cef443db0eff9b0ba67341288f098a4dc37cc2aebe7115d033e,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S243-SEG-243C,O007-FREMLIN-V2-S243,O007-RIGHTS-FREMLIN-DSL,,4,243C,243C,243C,explicit,false,exposition,243C,243C,98,114,109,127,3884,4677,4164,4978,a566f5a421007095c4d9c8be2cda871e91cd843db3d008833358df6ac6952e03,13f2ee91d95cfd86e9128f036126d9311a0775897c56cd0664414a7bfeed0708,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S243-SEG-243D,O007-FREMLIN-V2-S243,O007-RIGHTS-FREMLIN-DSL,,5,243D,243D,243D,explicit,false,exposition,243D,243D,115,117,128,130,4677,4770,4978,5065,3196089f0b064dd97a1eefc72fd2bd97a4edf357dadd5acbacb8ed7faef48275,b2b5d195553e99c73c2700fb158deddb565681a66010e2f2dd0812ceed052b9e,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S243-SEG-243DA,O007-FREMLIN-V2-S243,O007-RIGHTS-FREMLIN-DSL,,6,243Da,243Da,243Da,explicit,false,exposition,243Da,243Da,118,132,131,146,4770,5334,5065,5683,d2db11b48448fd6330220ac986c34860b5d7e54ee433a5c0bd4224362566910a,60d81545ed577a80794dff950883109f831b93f1cee16702d9ac213e3f27cde0,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S243-SEG-243DB,O007-FREMLIN-V2-S243,O007-RIGHTS-FREMLIN-DSL,,7,243Db,243Db,243Db,explicit,false,exposition,243Db,243Db,133,139,147,154,5334,5620,5683,5994,c6279ffbd7eb2d8471950a1d7239bdbb4981411bb1a1bc38adec86c1cfd63516,2a3a0affa6e4c7c211d69fe8125f9cafb08f5cce8e3df428d974256ccbc4ec6e,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S243-SEG-243DC,O007-FREMLIN-V2-S243,O007-RIGHTS-FREMLIN-DSL,,8,243Dc,243Dc,243Dc,explicit,false,exposition,243Dc,243Dc,140,159,155,175,5620,6428,5994,6878,c00982cf264920d65e6dab75c54a5c9da7d8a12c9c6504918594641d77d468bf,a1c6248f4b2b242cba78c48c02d42906d032b5126de6d0b000f968e0589c0ef7,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S243-SEG-243DD,O007-FREMLIN-V2-S243,O007-RIGHTS-FREMLIN-DSL,,9,243Dd,243Dd,243Dd,explicit,false,exposition,243Dd,243Dd,160,169,176,186,6428,6891,6878,7367,ea851f43c9a6f066d0a36fa4b034da77c682d6f19331391f8ba36b94e8c5e9a0,99f87799476668c750c89797a68250941ef8abad5655628ee05c1da327a5553c,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S243-SEG-243DE,O007-FREMLIN-V2-S243,O007-RIGHTS-FREMLIN-DSL,,10,243De,243De,243De,explicit,false,exposition,243De,243De,170,180,187,198,6891,7205,7367,7674,151a5e67da7d3b4f6e9f80c8046332e146796550edd178c85b37c8f2197e7250,8c3a8ca8e8486905ba83fd52e91524a68fd67ec603a42d318b5029d91bc0f0d7,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S243-SEG-243DF,O007-FREMLIN-V2-S243,O007-RIGHTS-FREMLIN-DSL,,11,243Df,243Df,243Df,explicit,false,exposition,243Df,243Df,181,192,199,211,7205,7546,7674,8017,4892af0af5c14e41ad1efc4ba873d7320794f58b02d061c88e3fafa2e62a8e48,292ec5d5ed89b0108757e7d868fb755cf1607ee78bb1ab77a94c6130c1498b00,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S243-SEG-243E,O007-FREMLIN-V2-S243,O007-RIGHTS-FREMLIN-DSL,,12,243E,243E,243E,explicit,false,exposition,243E,243E,193,239,212,256,7546,9285,8017,9798,1a4f1f20c96d1d25e845e9dbb70def2b14ee864a620855d7e11e02cfaa355f81,396f479c34804622004a7b0a40676bf8860c92ab427808c70e88b431c6c2df4f,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S243-SEG-243F,O007-FREMLIN-V2-S243,O007-RIGHTS-FREMLIN-DSL,,13,243F,243F,243F,explicit,false,exposition,243F,243F,240,245,257,261,9285,9410,9798,9918,bbdfdbb46f96a84cb94f061f4973ca88170425b149f348fae497d1a970d8edf4,858bc76a0359ca6bbe3a3f5a772a8d5576dda560f258ac5094a91c25d391c327,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
