schema_version,record_type,id,unit_id,segment_id,relation_type,object_id,order,source_anchor,target_reference,resolution_status,source_locator,provenance
1.1.0,xref,O007-FREMLIN-V2-S243-XREF-0001,O007-FREMLIN-V2-S243,O007-FREMLIN-V2-S243-SEG-243-INTRO,source-reference,O007-FREMLIN-V2-S243-SEG-243F,1,243-intro,243F,resolved-in-unit,authority/fremlin/source/mt2.2016/mt243.tex:12,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S243-XREF-0002,O007-FREMLIN-V2-S243,O007-FREMLIN-V2-S243-SEG-243-INTRO,source-reference,O007-FREMLIN-V2-S243-SEG-243G,2,243-intro,243G,resolved-in-unit,authority/fremlin/source/mt2.2016/mt243.tex:12,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S243-XREF-0003,O007-FREMLIN-V2-S243,O007-FREMLIN-V2-S243-SEG-243C,source-reference,O007-FREMLIN-XREF-242Ca,3,243C,242Ca,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt243.tex:102,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S243-XREF-0004,O007-FREMLIN-V2-S243,O007-FREMLIN-V2-S243-SEG-243C,source-reference,O007-FREMLIN-V2-S243-SEG-243,4,243C,243Bb,resolved-in-unit,authority/fremlin/source/mt2.2016/mt243.tex:103,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S243-XREF-0005,O007-FREMLIN-V2-S243,O007-FREMLIN-V2-S243-SEG-243C,source-reference,O007-FREMLIN-XREF-242Cd,5,243C,242Cd,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt243.tex:104,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S243-XREF-0006,O007-FREMLIN-V2-S243,O007-FREMLIN-V2-S243-SEG-243C,source-reference,O007-FREMLIN-V2-S243-SEG-243,6,243C,243Bc,resolved-in-unit,authority/fremlin/source/mt2.2016/mt243.tex:113,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S243-XREF-0007,O007-FREMLIN-V2-S243,O007-FREMLIN-V2-S243-SEG-243E,source-reference,O007-FREMLIN-V2-S243-SEG-243DD,7,243E,243Dd,resolved-in-unit,authority/fremlin/source/mt2.2016/mt243.tex:198,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S243-XREF-0008,O007-FREMLIN-V2-S243,O007-FREMLIN-V2-S243-SEG-243E,source-reference,O007-FREMLIN-V2-S243-SEG-243DA,8,243E,243Da,resolved-in-unit,authority/fremlin/source/mt2.2016/mt243.tex:209,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S243-XREF-0009,O007-FREMLIN-V2-S243,O007-FREMLIN-V2-S243-SEG-243FA,source-reference,O007-FREMLIN-V2-S243-SEG-243,9,243Fa,243Bd,resolved-in-unit,authority/fremlin/source/mt2.2016/mt243.tex:248,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S243-XREF-0010,O007-FREMLIN-V2-S243,O007-FREMLIN-V2-S243-SEG-243FA,source-reference,O007-FREMLIN-V2-S243-SEG-243DE,10,243Fa,243De,resolved-in-unit,authority/fremlin/source/mt2.2016/mt243.tex:248,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S243-XREF-0011,O007-FREMLIN-V2-S243,O007-FREMLIN-V2-S243-SEG-243G,source-reference,O007-FREMLIN-V2-S243-SEG-243F,11,243G,243F,resolved-in-unit,authority/fremlin/source/mt2.2016/mt243.tex:306,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S243-XREF-0012,O007-FREMLIN-V2-S243,O007-FREMLIN-V2-S243-SEG-243G,source-reference,O007-FREMLIN-V2-S243-SEG-243F,12,243G,243F,resolved-in-unit,authority/fremlin/source/mt2.2016/mt243.tex:348,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S243-XREF-0013,O007-FREMLIN-V2-S243,O007-FREMLIN-V2-S243-SEG-243G,source-reference,O007-FREMLIN-XREF-232Ab,13,243G,232Ab,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt243.tex:444,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S243-XREF-0014,O007-FREMLIN-V2-S243,O007-FREMLIN-V2-S243-SEG-243G,source-reference,O007-FREMLIN-XREF-232E,14,243G,232E,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt243.tex:444,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S243-XREF-0015,O007-FREMLIN-V2-S243,O007-FREMLIN-V2-S243-SEG-243G,source-reference,O007-FREMLIN-XREF-232He,15,243G,232He,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt243.tex:447,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S243-XREF-0016,O007-FREMLIN-V2-S243,O007-FREMLIN-V2-S243-SEG-243G,source-reference,O007-FREMLIN-XREF-131Hb,16,243G,131Hb,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt243.tex:473,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S243-XREF-0017,O007-FREMLIN-V2-S243,O007-FREMLIN-V2-S243-SEG-243G,source-reference,O007-FREMLIN-XREF-213N,17,243G,213N,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt243.tex:473,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S243-XREF-0018,O007-FREMLIN-V2-S243,O007-FREMLIN-V2-S243-SEG-243G,source-reference,O007-FREMLIN-XREF-242Mb,18,243G,242Mb,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt243.tex:504,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S243-XREF-0019,O007-FREMLIN-V2-S243,O007-FREMLIN-V2-S243-SEG-243H,source-reference,O007-FREMLIN-XREF-241G,19,243H,241G,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt243.tex:516,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S243-XREF-0020,O007-FREMLIN-V2-S243,O007-FREMLIN-V2-S243-SEG-243H,source-reference,O007-FREMLIN-XREF-242H,20,243H,242H,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt243.tex:518,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S243-XREF-0021,O007-FREMLIN-V2-S243,O007-FREMLIN-V2-S243-SEG-243H,source-reference,O007-FREMLIN-XREF-241G,21,243H,241G,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt243.tex:528,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S243-XREF-0022,O007-FREMLIN-V2-S243,O007-FREMLIN-V2-S243-SEG-243H,source-reference,O007-FREMLIN-XREF-242H,22,243H,242H,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt243.tex:539,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S243-XREF-0023,O007-FREMLIN-V2-S243,O007-FREMLIN-V2-S243-SEG-243I,source-reference,O007-FREMLIN-XREF-242M,23,243I,242M,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt243.tex:552,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S243-XREF-0024,O007-FREMLIN-V2-S243,O007-FREMLIN-V2-S243-SEG-243I,source-reference,O007-FREMLIN-XREF-242O,24,243I,242O,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt243.tex:552,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S243-XREF-0025,O007-FREMLIN-V2-S243,O007-FREMLIN-V2-S243-SEG-243I,source-reference,O007-FREMLIN-XREF-242Mb,25,243I,242Mb,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt243.tex:573,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S243-XREF-0026,O007-FREMLIN-V2-S243,O007-FREMLIN-V2-S243-SEG-243I,source-reference,O007-FREMLIN-XREF-242Mb,26,243I,242Mb,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt243.tex:591,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S243-XREF-0027,O007-FREMLIN-V2-S243,O007-FREMLIN-V2-S243-SEG-243J,source-reference,O007-FREMLIN-XREF-242Ja,27,243J,242Ja,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt243.tex:608,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S243-XREF-0028,O007-FREMLIN-V2-S243,O007-FREMLIN-V2-S243-SEG-243J,source-reference,O007-FREMLIN-XREF-242Jb,28,243J,242Jb,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt243.tex:611,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S243-XREF-0029,O007-FREMLIN-V2-S243,O007-FREMLIN-V2-S243-SEG-243JB,source-reference,O007-FREMLIN-XREF-242Jd,29,243Jb,242Jd,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt243.tex:616,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S243-XREF-0030,O007-FREMLIN-V2-S243,O007-FREMLIN-V2-S243-SEG-243JB,source-reference,O007-FREMLIN-XREF-242Je,30,243Jb,242Je,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt243.tex:626,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S243-XREF-0031,O007-FREMLIN-V2-S243,O007-FREMLIN-V2-S243-SEG-243K,source-reference,O007-FREMLIN-XREF-241J,31,243K,241J,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt243.tex:635,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S243-XREF-0032,O007-FREMLIN-V2-S243,O007-FREMLIN-V2-S243-SEG-243K,source-reference,O007-FREMLIN-XREF-242P,32,243K,242P,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt243.tex:635,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S243-XREF-0033,O007-FREMLIN-V2-S243,O007-FREMLIN-V2-S243-SEG-243K,source-reference,O007-FREMLIN-V2-S243-SEG-243G,33,243K,243G,resolved-in-unit,authority/fremlin/source/mt2.2016/mt243.tex:667,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S243-XREF-0034,O007-FREMLIN-V2-S243,O007-FREMLIN-V2-S243-SEG-243K,source-reference,O007-FREMLIN-V2-S243-SEG-243G,34,243K,243G,resolved-in-unit,authority/fremlin/source/mt2.2016/mt243.tex:672,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
