schema_version,record_type,id,unit_id,segment_id,relation_type,object_id,order,source_anchor,target_reference,resolution_status,source_locator,provenance
1.1.0,xref,O007-FREMLIN-V2-S225-XREF-0001,O007-FREMLIN-V2-S225,O007-FREMLIN-V2-S225-SEG-225-INTRO,source-reference,O007-FREMLIN-V2-S225-SEG-225E,1,225-intro,225E,resolved-in-unit,authority/fremlin/source/mt2.2016/mt225.tex:11,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S225-XREF-0002,O007-FREMLIN-V2-S225,O007-FREMLIN-V2-S225-SEG-225-INTRO,source-reference,O007-FREMLIN-V2-S225-SEG-225XF,2,225-intro,225Xf,resolved-in-unit,authority/fremlin/source/mt2.2016/mt225.tex:11,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S225-XREF-0003,O007-FREMLIN-V2-S225,O007-FREMLIN-V2-S225-SEG-225-INTRO,source-reference,O007-FREMLIN-V2-S225-SEG-225B,3,225-intro,225B,resolved-in-unit,authority/fremlin/source/mt2.2016/mt225.tex:12,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S225-XREF-0004,O007-FREMLIN-V2-S225,O007-FREMLIN-V2-S225-SEG-225-INTRO,source-reference,O007-FREMLIN-V2-S225-SEG-225G,4,225-intro,225G,resolved-in-unit,authority/fremlin/source/mt2.2016/mt225.tex:13,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S225-XREF-0005,O007-FREMLIN-V2-S225,O007-FREMLIN-V2-S225-SEG-225-INTRO,source-reference,O007-FREMLIN-V2-S225-SEG-225N,5,225-intro,225N,resolved-in-unit,authority/fremlin/source/mt2.2016/mt225.tex:13,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S225-XREF-0006,O007-FREMLIN-V2-S225,O007-FREMLIN-V2-S225-SEG-225C,source-reference,O007-FREMLIN-XREF-224Cc,6,225C,224Cc,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt225.tex:102,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S225-XREF-0007,O007-FREMLIN-V2-S225,O007-FREMLIN-V2-S225-SEG-225C,source-reference,O007-FREMLIN-XREF-224I,7,225C,224I,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt225.tex:107,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S225-XREF-0008,O007-FREMLIN-V2-S225,O007-FREMLIN-V2-S225-SEG-225D,source-reference,O007-FREMLIN-XREF-221A,8,225D,221A,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt225.tex:212,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S225-XREF-0009,O007-FREMLIN-V2-S225,O007-FREMLIN-V2-S225-SEG-225E,source-reference,O007-FREMLIN-V2-S225-SEG-225,9,225E,225Oa,resolved-in-unit,authority/fremlin/source/mt2.2016/mt225.tex:271,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S225-XREF-0010,O007-FREMLIN-V2-S225,O007-FREMLIN-V2-S225-SEG-225E,source-reference,O007-FREMLIN-V2-S225-SEG-225A,10,225E,225A,resolved-in-unit,authority/fremlin/source/mt2.2016/mt225.tex:276,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S225-XREF-0011,O007-FREMLIN-V2-S225,O007-FREMLIN-V2-S225-SEG-225E,source-reference,O007-FREMLIN-V2-S225-SEG-225,11,225E,225Cb,resolved-in-unit,authority/fremlin/source/mt2.2016/mt225.tex:294,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S225-XREF-0012,O007-FREMLIN-V2-S225,O007-FREMLIN-V2-S225-SEG-225E,source-reference,O007-FREMLIN-XREF-224I,12,225E,224I,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt225.tex:294,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S225-XREF-0013,O007-FREMLIN-V2-S225,O007-FREMLIN-V2-S225-SEG-225E,source-reference,O007-FREMLIN-XREF-222E,13,225E,222E,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt225.tex:296,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S225-XREF-0014,O007-FREMLIN-V2-S225,O007-FREMLIN-V2-S225-SEG-225E,source-reference,O007-FREMLIN-V2-S225-SEG-225,14,225E,225Cc,resolved-in-unit,authority/fremlin/source/mt2.2016/mt225.tex:298,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S225-XREF-0015,O007-FREMLIN-V2-S225,O007-FREMLIN-V2-S225-SEG-225E,source-reference,O007-FREMLIN-V2-S225-SEG-225D,15,225E,225D,resolved-in-unit,authority/fremlin/source/mt2.2016/mt225.tex:299,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S225-XREF-0016,O007-FREMLIN-V2-S225,O007-FREMLIN-V2-S225-SEG-225F,source-reference,O007-FREMLIN-V2-S225-SEG-225E,16,225F,225E,resolved-in-unit,authority/fremlin/source/mt2.2016/mt225.tex:323,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S225-XREF-0017,O007-FREMLIN-V2-S225,O007-FREMLIN-V2-S225-SEG-225F,source-reference,O007-FREMLIN-V2-S225-SEG-225,17,225F,225Cd,resolved-in-unit,authority/fremlin/source/mt2.2016/mt225.tex:323,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S225-XREF-0018,O007-FREMLIN-V2-S225,O007-FREMLIN-V2-S225-SEG-225F,source-reference,O007-FREMLIN-V2-S225-SEG-225E,18,225F,225E,resolved-in-unit,authority/fremlin/source/mt2.2016/mt225.tex:324,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S225-XREF-0019,O007-FREMLIN-V2-S225,O007-FREMLIN-V2-S225-SEG-225F,source-reference,O007-FREMLIN-XREF-222E,19,225F,222E,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt225.tex:326,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
