schema_version,record_type,id,unit_id,rights_id,parent_id,order,source_anchor,semantic_anchor,target_anchor,anchor_kind,anchor_is_synthesized,segment_kind,source_label,target_label,source_line_start,source_line_end,target_line_start,target_line_end,source_char_start,source_char_end,target_char_start,target_char_end,source_segment_sha256,target_segment_sha256,provenance
1.1.0,segment,O007-FREMLIN-V1-S134-SEG-134-INTRO,O007-FREMLIN-V1-S134,O007-RIGHTS-FREMLIN-DSL,,1,134,134-intro,134-intro,unmarked-unit-introduction,false,exposition,134-intro,134-intro,11,26,11,25,212,1097,197,1134,ad03b20d41e94ee058208f0c4ef9d5cf0ae31ae41ea092410b4772363b9aff5b,42799127a04d45d0a5e4e03b04cc0ad0d20d00d2402c5b60d54aaf92675288db,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V1-S134-SEG-134A,O007-FREMLIN-V1-S134,O007-RIGHTS-FREMLIN-DSL,,2,134A,134A,134A,explicit,false,exposition,134A,134A,27,83,26,83,1097,3070,1134,3080,57cbcf4f3ff5faef579aefd19f8fad9b1af56e01346045b7b747d60dd370654d,2712ade90fdda3c3189f9edec024e8cd56e86cacd34db4f86845f63e8aba89e1,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V1-S134-SEG-134B,O007-FREMLIN-V1-S134,O007-RIGHTS-FREMLIN-DSL,,3,134B,134B,134B,explicit,false,exposition,134B,134B,84,137,84,133,3070,5138,3080,5243,c43f7a83f0983a38984dd15a08ff5cdfca6a3348420d7c844c5c34d8f470ed23,e355002146a874ffe3306aa2181a0ada140270f56f532e48e3618994b70d6064,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V1-S134-SEG-134C,O007-FREMLIN-V1-S134,O007-RIGHTS-FREMLIN-DSL,,4,*134C,*134C,*134C,explicit,false,exposition,*134C,*134C,138,189,134,180,5138,8123,5243,8270,d2dcc12abfb9f8fedbed04b668a1aaac48747f29f46caf9a7b12d0344628ab14,91444c30ad45c51916cccff8dc82b4908630552b6934dd3f87e2c48e8c072bb9,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V1-S134-SEG-134D,O007-FREMLIN-V1-S134,O007-RIGHTS-FREMLIN-DSL,,5,*134D,*134D,*134D,explicit,false,exposition,*134D,*134D,190,302,181,294,8123,12203,8270,12418,576637869b40614070a92edf2ba51c584a53bfef34e807cd2c213073c5b056bc,f3c91f5fffea4fdc3b8c8c275314e9cc60eb1eae68793e0a4201418cb92532f2,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V1-S134-SEG-134E,O007-FREMLIN-V1-S134,O007-RIGHTS-FREMLIN-DSL,,6,134E,134E,134E,explicit,false,exposition,134E,134E,303,316,295,309,12203,12890,12418,13195,a646458d921df85a120a6407061581333d7a665a50cee09a22258f909fe9f7e2,e58f169c1a71bd1bfa58ea930ff4a299aba128406c8b6925bdf9887246bc5ae8,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V1-S134-SEG-134F,O007-FREMLIN-V1-S134,O007-RIGHTS-FREMLIN-DSL,,7,134F,134F,134F,explicit,false,exposition,134F,134F,317,494,310,494,12890,19228,13195,19656,ca1c9e68a5102c6ca87998d347139f1694264ab221ae80c942553bd4f91140d0,d764eb4c484069d2505aefaa1a2b498f090de5bea77e80d310f7f45e8e6597fc,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V1-S134-SEG-134G,O007-FREMLIN-V1-S134,O007-RIGHTS-FREMLIN-DSL,,8,134G,134G,134G,explicit,false,exposition,134G,134G,495,529,495,527,19228,20553,19656,21002,217447683e34aa035889cf3c54838d54f8f53bc49bcb2dab2f9bffffac97232a,8dbd96bf65ac3b2b528f77b2fc1f26a79fa99aeadb1d7d45925a886aee910dea,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V1-S134-SEG-134GB,O007-FREMLIN-V1-S134,O007-RIGHTS-FREMLIN-DSL,,9,134Gb,134Gb,134Gb,explicit,false,exposition,134Gb,134Gb,530,544,528,542,20553,21271,21002,21779,0c65fd31f68acf8c38f691830e0448960eaa45faffb599f339b6c185fd59a595,30d7228d6b08b0c6af4653c15ad1b2922baa464d8cb8966fd12379dd975eebc0,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V1-S134-SEG-134H,O007-FREMLIN-V1-S134,O007-RIGHTS-FREMLIN-DSL,,10,134H,134H,134H,explicit,false,exposition,134H,134H,545,601,543,598,21271,23540,21779,23993,23543f6d91b42d35cf2ba6325fb48e71fb285c9655eb8aa72826249101a957d9,33e2df291260a87984282c9b86f8745cca77ecb1390af68363d8ee972e5f0184,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V1-S134-SEG-134HB,O007-FREMLIN-V1-S134,O007-RIGHTS-FREMLIN-DSL,,11,134Hb,134Hb,134Hb,explicit,false,exposition,134Hb,134Hb,602,614,599,610,23540,24249,23993,24719,bfb858649399a0f7bddded97ddfa4653913016c7dfada312ed322845a32ad0b3,4adfa427ef12b4300034d98ccccd52e93453955c36feef6009aedf855562fffd,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V1-S134-SEG-134HC,O007-FREMLIN-V1-S134,O007-RIGHTS-FREMLIN-DSL,,12,134Hc,134Hc,134Hc,explicit,false,exposition,134Hc,134Hc,615,640,611,636,24249,25353,24719,25816,7f00eecd83851c1841b9c5ab0cad0d530cbd62acc64aa6a97c3f4d06063ad564,29f61abe54f2118a65aa45a4bbefa0a21ac9681bc101b9722baf5f5b2b30a29c,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V1-S134-SEG-134I,O007-FREMLIN-V1-S134,O007-RIGHTS-FREMLIN-DSL,,13,134I,134I,134I,explicit,false,exposition,134I,134I,641,682,637,679,25353,26959,25816,27330,e53b3e226f59b1d149f9ad93667fca1eb9f151b3b6112d60a5ca37aca738bc38,f45f20fe87cd753bf82e8ac87c508d1fa19c4a336428873b29f67adc1e99364c,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V1-S134-SEG-134IB,O007-FREMLIN-V1-S134,O007-RIGHTS-FREMLIN-DSL,,14,134Ib,134Ib,134Ib,explicit,false,exposition,134Ib,134Ib,683,698,680,695,26959,27653,27330,28008,752c6f8929ec4f392c39ba5371160ce696f9da29e7ea99af4f5117b93e243fa7,82e42e0f00a971b550a943bbc5378bc6ad32a61e81ce52f2bde290e984abed65,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V1-S134-SEG-134J,O007-FREMLIN-V1-S134,O007-RIGHTS-FREMLIN-DSL,,15,134J,134J,134J,explicit,false,exposition,134J,134J,699,725,696,720,27653,28753,28008,29171,97940e5e5207ca3c8e12596d2551b5d17ce0b8effc8a51094cb21d40508714b0,de731fbd81dcb3e2ce99a652594d06d9c3e7747e17e1d2ed22287063d6df10c4,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V1-S134-SEG-134JB,O007-FREMLIN-V1-S134,O007-RIGHTS-FREMLIN-DSL,,16,134Jb,134Jb,134Jb,explicit,false,exposition,134Jb,134Jb,726,765,721,759,28753,30400,29171,30846,defcbe2e360d7f8c33aef641caca86a6a0a5d4332d6758ac4799d668b9781bdb,bbf0b6105bd61ec5579ed46c63095bab7fc1d06e9b2b1a359648011582cbd8da,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V1-S134-SEG-134JC,O007-FREMLIN-V1-S134,O007-RIGHTS-FREMLIN-DSL,,17,134Jc,134Jc,134Jc,explicit,false,exposition,134Jc,134Jc,766,773,760,767,30400,30777,30846,31285,0c4f7d779bd3e2ba53596cdfc9b21e40629d20d70acb76dc3fb890474e7b87c9,83168be8160c5e7465952350deae5854e07975dfd398ad20e3e7302d85f2af5a,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V1-S134-SEG-134K,O007-FREMLIN-V1-S134,O007-RIGHTS-FREMLIN-DSL,,18,*134K,*134K,*134K,explicit,false,exposition,*134K,*134K,774,820,768,812,30777,33036,31285,33569,22bb720beeb4c267412eee746f886d276d0ae6ff344e3ce1c55964c13a2e145f,46058dd86a2163f3475b6073a13e26f76c6172329c57515fb14eedf91c05b52a,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V1-S134-SEG-134KB,O007-FREMLIN-V1-S134,O007-RIGHTS-FREMLIN-DSL,,19,134Kb,134Kb,134Kb,explicit,false,exposition,134Kb,134Kb,821,854,813,845,33036,34234,33569,34762,2b9bac03a308ac266f61b373e1c1491c7d95536c5c6f1a37f1575a075bdf9a78,1c548988cc18db17cb132e091b5d8808d0fb30dc3159e4e723e3e8d4bdb58f13,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V1-S134-SEG-134KC,O007-FREMLIN-V1-S134,O007-RIGHTS-FREMLIN-DSL,,20,134Kc,134Kc,134Kc,explicit,false,exposition,134Kc,134Kc,854,872,845,863,34234,35273,34762,35822,6c0e674765fe0624f24381777b5e1fcdea9bfcc61e394c7b54ad39a70fbe1fe9,bfc19508cd0b9838851d59bec7b4dfad593497211acf51ef4417aad9508e9271,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V1-S134-SEG-134L,O007-FREMLIN-V1-S134,O007-RIGHTS-FREMLIN-DSL,,21,*134L,*134L,*134L,explicit,false,exposition,*134L,*134L,873,950,864,941,35273,38117,35822,38700,b0ae752e755f1ec2126acb8953fe59507f42d1b0db07ebbdfad35a3a10d53a39,ddd93d110e7e5fa83458229b2891cc269378505f7f84e9294fdd88975fcecac0,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V1-S134-SEG-134X,O007-FREMLIN-V1-S134,O007-RIGHTS-FREMLIN-DSL,,22,134X,134X,134X,explicit,false,exercise,134X,134X,951,958,942,948,38117,38387,38700,38976,2ffcf6d4e4bcdd5a9326dfafb9bd5963e82d85c1226bb1a5abb5395ab7a783e0,fc0e71b5810925b05ed56e9b9cde471671846fc89763a303a98cd34f053d14e3,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V1-S134-SEG-134XA,O007-FREMLIN-V1-S134,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V1-S134-SEG-134X,23,134X,134Xa,134Xa,implicit-subanchor,true,exercise,134Xa,134Xa,951,958,942,948,38117,38387,38700,38976,2ffcf6d4e4bcdd5a9326dfafb9bd5963e82d85c1226bb1a5abb5395ab7a783e0,fc0e71b5810925b05ed56e9b9cde471671846fc89763a303a98cd34f053d14e3,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V1-S134-SEG-134XB,O007-FREMLIN-V1-S134,O007-RIGHTS-FREMLIN-DSL,,24,134Xb,134Xb,134Xb,explicit,false,exercise,134Xb,134Xb,959,965,949,955,38387,38661,38976,39243,b83687d746aeba4b1cba6060d2cc129746b15d2495860004521c63b70e0b9549,542d234016ee84a8668da8e148bb3d698bc6b083258645afd339c9448673647b,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V1-S134-SEG-134XC,O007-FREMLIN-V1-S134,O007-RIGHTS-FREMLIN-DSL,,25,134Xc,134Xc,134Xc,explicit,false,exercise,134Xc,134Xc,966,971,956,962,38661,38921,39243,39555,c20bb74925467a3d4de1e757f6079c7b1ee5041e58d4425aedcf7b7d98a1357d,f4db75b32a7aad103aab3ba5896b009d2935d0b2fed32f5f1290f2730342001d,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V1-S134-SEG-134XD,O007-FREMLIN-V1-S134,O007-RIGHTS-FREMLIN-DSL,,26,134Xd,134Xd,134Xd,explicit,false,exercise,134Xd,134Xd,972,998,963,990,38921,39981,39555,40651,7a18e07fcc2e2e88b3adfd2d2c2eb4cbc9ac643308819ef9823bb160fc3580c6,cc1289db5ce71af050e00d02280f0d52f53a6249d13694643b191e56bff4dfc7,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V1-S134-SEG-134XE,O007-FREMLIN-V1-S134,O007-RIGHTS-FREMLIN-DSL,,27,134Xe,134Xe,134Xe,explicit,false,exercise,134Xe,134Xe,999,1003,991,998,39981,40322,40651,41050,781d83fd97f5db8ff7b2f6b68a5009699d5032bd6e730d5c4fb368877e4d3cf0,bced7064de697a07996f8c8342c7f18a85baee1a5703f49772340727467f4879,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V1-S134-SEG-134XF,O007-FREMLIN-V1-S134,O007-RIGHTS-FREMLIN-DSL,,28,134Xf,134Xf,134Xf,explicit,false,exercise,134Xf,134Xf,1004,1007,999,1002,40322,40469,41050,41195,3b4c21535540f603faf3de5c1709f397678e81a3e1e66c4d7f285bd11b871597,aef665e7d530771f2fec712f2b2135c75ecbb001361396cb0ac6bb9b4987aba5,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V1-S134-SEG-134XG,O007-FREMLIN-V1-S134,O007-RIGHTS-FREMLIN-DSL,,29,134Xg,134Xg,134Xg,explicit,false,exercise,134Xg,134Xg,1008,1015,1003,1009,40469,40848,41195,41558,cd3efc87809d2e999fa946a95849c7a23bc11e2f0bea8638a1ce469f13eb2845,1ee89e3672d51e1a0ebc499d94b5e5796f81af2a340e93c1d56a4cd609c1baf2,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V1-S134-SEG-134XH,O007-FREMLIN-V1-S134,O007-RIGHTS-FREMLIN-DSL,,30,134Xh,134Xh,134Xh,explicit,false,exercise,134Xh,134Xh,1016,1021,1010,1015,40848,41081,41558,41836,1f070cb587e09e9fc64eee7f8a0225d88e59b7d64b248159afe0e6b84292932f,fa0922a59ede82a5dbf5325376cb3c1698ce8c7dea179f3eb95321d68335793f,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V1-S134-SEG-134XI,O007-FREMLIN-V1-S134,O007-RIGHTS-FREMLIN-DSL,,31,134Xi,134Xi,134Xi,explicit,false,exercise,134Xi,134Xi,1022,1028,1016,1022,41081,41379,41836,42199,4c73bca421a9c019256e616b0d39b7980470688af34be3b08436a89ec2136d42,cdd5afee4bd9fbb02407694bd1f208e71bb525832ea77b2af83b0de8542216fe,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
