schema_version,record_type,id,unit_id,rights_id,segment_id,order,source_anchor,target_anchor,source_line_start,target_line_start,source_char_start,source_char_end,target_char_start,target_char_end,source_raw_tex,target_raw_tex,source_raw_tex_sha256,target_raw_tex_sha256,normalized_symbolic_sha256,math_delimiter,correction_ids,source_normalized_sha256,target_normalized_sha256,provenance
1.1.0,formula,O007-FREMLIN-V2-S251-FORMULA-0001,O007-FREMLIN-V2-S251,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S251-SEG-251A,1,251A,251A,20,19,782,798,774,790,"(X,\Sigma,\mu)","(X,\Sigma,\mu)",05e9b769403b4c7926a944d5aaa03f00bb216412bc3f850e41b3c28de657aa67,05e9b769403b4c7926a944d5aaa03f00bb216412bc3f850e41b3c28de657aa67,05e9b769403b4c7926a944d5aaa03f00bb216412bc3f850e41b3c28de657aa67,$,,05e9b769403b4c7926a944d5aaa03f00bb216412bc3f850e41b3c28de657aa67,05e9b769403b4c7926a944d5aaa03f00bb216412bc3f850e41b3c28de657aa67,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S251-FORMULA-0002,O007-FREMLIN-V2-S251,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S251-SEG-251A,2,251A,251A,20,19,803,817,795,809,"(Y,\Tau,\nu)","(Y,\Tau,\nu)",72f1568945b9d44585331097f08f4d96f55f95b4711d2316a28c61729527ca59,72f1568945b9d44585331097f08f4d96f55f95b4711d2316a28c61729527ca59,72f1568945b9d44585331097f08f4d96f55f95b4711d2316a28c61729527ca59,$,,72f1568945b9d44585331097f08f4d96f55f95b4711d2316a28c61729527ca59,72f1568945b9d44585331097f08f4d96f55f95b4711d2316a28c61729527ca59,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S251-FORMULA-0003,O007-FREMLIN-V2-S251,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S251-SEG-251A,3,251A,251A,22,21,847,869,832,854,A\subseteq X\times Y,A\subseteq X\times Y,ecefe4c2e31467a75f3c409eed50596a1f8aad06f9e10d52e3ef73e26c90fd4a,ecefe4c2e31467a75f3c409eed50596a1f8aad06f9e10d52e3ef73e26c90fd4a,fd031ff479af827828e8cccb6e7ee8554d088932843aada64277a4de1099e78b,$,,fd031ff479af827828e8cccb6e7ee8554d088932843aada64277a4de1099e78b,fd031ff479af827828e8cccb6e7ee8554d088932843aada64277a4de1099e78b,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S251-FORMULA-0004,O007-FREMLIN-V2-S251,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S251-SEG-251A,4,251A,251A,24,23,887,1044,878,1035,"\theta A=\inf\{\sum_{n=0}^{\infty}\mu E_n\cdot\nu F_n:
  E_n\in\Sigma,\,F_n\in\Tau\,\Forall \,n\in\Bbb N,
  \,A\subseteq\bigcup_{n\in\Bbb N}E_n\times F_n\}","\theta A=\inf\{\sum_{n=0}^{\infty}\mu E_n\cdot\nu F_n:
  E_n\in\Sigma,\,F_n\in\Tau\,\Forall \,n\in\Bbb N,
  \,A\subseteq\bigcup_{n\in\Bbb N}E_n\times F_n\}",8d599c4c6ff01cd624eed4cce4a9b79ab8c8b4c59dcfb75bab55811c0bbec4ad,8d599c4c6ff01cd624eed4cce4a9b79ab8c8b4c59dcfb75bab55811c0bbec4ad,912e750a99e1bbae9e0abd3cccc691626634a78c9e42f64bba898177fef560d1,$,,912e750a99e1bbae9e0abd3cccc691626634a78c9e42f64bba898177fef560d1,912e750a99e1bbae9e0abd3cccc691626634a78c9e42f64bba898177fef560d1,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S251-FORMULA-0005,O007-FREMLIN-V2-S251,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S251-SEG-251A,5,251A,251A,30,29,1103,1124,1096,1117,\mu E_n\cdot\nu F_n,\mu E_n\cdot\nu F_n,1a5ba3b7c7ac5d55362eac38340023d4ad5e631c311ba63baf085c4ddabf0cea,1a5ba3b7c7ac5d55362eac38340023d4ad5e631c311ba63baf085c4ddabf0cea,135c28b1d0d8c88e1563a98c8ec8f680743bbc7a8bd8c25510cd6ec2adde9413,$,,135c28b1d0d8c88e1563a98c8ec8f680743bbc7a8bd8c25510cd6ec2adde9413,135c28b1d0d8c88e1563a98c8ec8f680743bbc7a8bd8c25510cd6ec2adde9413,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S251-FORMULA-0006,O007-FREMLIN-V2-S251,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S251-SEG-251A,6,251A,251A,31,30,1126,1140,1119,1133,0\cdot\infty,0\cdot\infty,76be8d78e5a3d4025f700b810306ab009a9d9b1b2fe72b19381440a2474b4771,76be8d78e5a3d4025f700b810306ab009a9d9b1b2fe72b19381440a2474b4771,76be8d78e5a3d4025f700b810306ab009a9d9b1b2fe72b19381440a2474b4771,$,,76be8d78e5a3d4025f700b810306ab009a9d9b1b2fe72b19381440a2474b4771,76be8d78e5a3d4025f700b810306ab009a9d9b1b2fe72b19381440a2474b4771,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S251-FORMULA-0007,O007-FREMLIN-V2-S251,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S251-SEG-251A,7,251A,251A,31,30,1159,1162,1158,1161,0,0,5feceb66ffc86f38d952786c6d696c79c2dbc239dd4e91b46729d73a27fb57e9,5feceb66ffc86f38d952786c6d696c79c2dbc239dd4e91b46729d73a27fb57e9,5feceb66ffc86f38d952786c6d696c79c2dbc239dd4e91b46729d73a27fb57e9,$,,5feceb66ffc86f38d952786c6d696c79c2dbc239dd4e91b46729d73a27fb57e9,5feceb66ffc86f38d952786c6d696c79c2dbc239dd4e91b46729d73a27fb57e9,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S251-FORMULA-0008,O007-FREMLIN-V2-S251,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S251-SEG-251B,8,251B,251B,34,33,1225,1233,1227,1235,\theta,\theta,2b4af44cb17349bb9452292a447fe70d48c9ce08e68dd2f74e9628cf8ac625b8,2b4af44cb17349bb9452292a447fe70d48c9ce08e68dd2f74e9628cf8ac625b8,2b4af44cb17349bb9452292a447fe70d48c9ce08e68dd2f74e9628cf8ac625b8,$,,2b4af44cb17349bb9452292a447fe70d48c9ce08e68dd2f74e9628cf8ac625b8,2b4af44cb17349bb9452292a447fe70d48c9ce08e68dd2f74e9628cf8ac625b8,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S251-FORMULA-0009,O007-FREMLIN-V2-S251,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S251-SEG-251B,9,251B,251B,35,34,1257,1268,1263,1274,X\times Y,X\times Y,378b544574e931ef8d4f5db0a10cfe62b505e2478573467f9bf2c7855b28bf0f,378b544574e931ef8d4f5db0a10cfe62b505e2478573467f9bf2c7855b28bf0f,e3dabb3cfd0ded25c062400af266ca186420b02a61aa2057c7c2bfe7c3763f6d,$,,e3dabb3cfd0ded25c062400af266ca186420b02a61aa2057c7c2bfe7c3763f6d,e3dabb3cfd0ded25c062400af266ca186420b02a61aa2057c7c2bfe7c3763f6d,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S251-FORMULA-0010,O007-FREMLIN-V2-S251,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S251-SEG-251B,10,251B,251B,37,36,1296,1315,1312,1331,E_n=F_n=\emptyset,E_n=F_n=\emptyset,7bb9bb0ed550fa50816bd39475b0d040584420c6d77e8fc131bd2e1aa97b5066,7bb9bb0ed550fa50816bd39475b0d040584420c6d77e8fc131bd2e1aa97b5066,7bb9bb0ed550fa50816bd39475b0d040584420c6d77e8fc131bd2e1aa97b5066,$,,7bb9bb0ed550fa50816bd39475b0d040584420c6d77e8fc131bd2e1aa97b5066,7bb9bb0ed550fa50816bd39475b0d040584420c6d77e8fc131bd2e1aa97b5066,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
