schema_version,record_type,id,unit_id,segment_id,relation_type,object_id,order,source_anchor,target_reference,resolution_status,source_locator,provenance
1.1.0,xref,O007-FREMLIN-V2-S283-XREF-0001,O007-FREMLIN-V2-S283,O007-FREMLIN-V2-S283-SEG-283B,source-reference,O007-FREMLIN-V2-S283-SEG-283XA,1,283B,283Xa,resolved-in-unit,authority/fremlin/source/mt2.2016/mt283.tex:77,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S283-XREF-0002,O007-FREMLIN-V2-S283,O007-FREMLIN-V2-S283-SEG-283B,source-reference,O007-FREMLIN-V2-S283-SEG-283XB,2,283B,283Xb,resolved-in-unit,authority/fremlin/source/mt2.2016/mt283.tex:77,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S283-XREF-0003,O007-FREMLIN-V2-S283,O007-FREMLIN-V2-S283-SEG-283C,source-reference,O007-FREMLIN-XREF-282E,3,283C,282E,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt283.tex:151,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S283-XREF-0004,O007-FREMLIN-V2-S283,O007-FREMLIN-V2-S283-SEG-283C,source-reference,O007-FREMLIN-XREF-123D,4,283C,123D,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt283.tex:156,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S283-XREF-0005,O007-FREMLIN-V2-S283,O007-FREMLIN-V2-S283-SEG-283C,source-reference,O007-FREMLIN-XREF-225F,5,283C,225F,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt283.tex:184,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S283-XREF-0006,O007-FREMLIN-V2-S283,O007-FREMLIN-V2-S283-SEG-283D,source-reference,O007-FREMLIN-XREF-224J,6,283D,224J,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt283.tex:210,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S283-XREF-0007,O007-FREMLIN-V2-S283,O007-FREMLIN-V2-S283-SEG-283D,source-reference,O007-FREMLIN-XREF-282Fb,7,283D,282Fb,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt283.tex:251,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S283-XREF-0008,O007-FREMLIN-V2-S283,O007-FREMLIN-V2-S283-SEG-283D,source-reference,O007-FREMLIN-XREF-282Dc,8,283D,282Dc,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt283.tex:262,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S283-XREF-0009,O007-FREMLIN-V2-S283,O007-FREMLIN-V2-S283-SEG-283E,source-reference,O007-FREMLIN-V2-S283-SEG-283I,9,283E,283I,resolved-in-unit,authority/fremlin/source/mt2.2016/mt283.tex:302,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S283-XREF-0010,O007-FREMLIN-V2-S283,O007-FREMLIN-V2-S283-SEG-283E,source-reference,O007-FREMLIN-V2-S283-SEG-283K,10,283E,283K,resolved-in-unit,authority/fremlin/source/mt2.2016/mt283.tex:302,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
