schema_version,record_type,id,unit_id,rights_id,parent_id,order,source_anchor,semantic_anchor,target_anchor,anchor_kind,anchor_is_synthesized,segment_kind,source_label,target_label,source_line_start,source_line_end,target_line_start,target_line_end,source_char_start,source_char_end,target_char_start,target_char_end,source_segment_sha256,target_segment_sha256,provenance
1.1.0,segment,O007-FREMLIN-V2-S244-SEG-244-INTRO,O007-FREMLIN-V2-S244,O007-RIGHTS-FREMLIN-DSL,,1,244,244-intro,244-intro,unmarked-unit-introduction,false,exposition,244-intro,244-intro,10,16,10,17,145,545,142,570,c96acc867c77290c8e57649c5cc99e5661d51ed20a0f4df65aaa6e450244e39f,ffce2071795219e74db21f5c616fe69e88fe3300dfba31d3f4344d0fcbb083ac,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S244-SEG-244A,O007-FREMLIN-V2-S244,O007-RIGHTS-FREMLIN-DSL,,2,244A,244A,244A,explicit,false,exposition,244A,244A,17,33,18,37,545,1311,570,1432,dae407d164294dbd2285184e26cf6e4f37a5e1f3ba40ccef635c74d4ed331d75,a0c7aafee08bf8bb420b46cb3bac17608565654effdad3e57d26aeeb80412377,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S244-SEG-244B,O007-FREMLIN-V2-S244,O007-RIGHTS-FREMLIN-DSL,,3,244B,244B,244B,explicit,false,exposition,244B,244B,34,76,38,81,1311,2732,1432,2952,35a3203c90af8b7feb4d8657600b7737e8a8ca91d3bbea8c25a6c15a88556751,33621ce1a2b4874074f031df8c60b95bc8d41337a94d7664c5f68cb21ca8fae0,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S244-SEG-244C,O007-FREMLIN-V2-S244,O007-RIGHTS-FREMLIN-DSL,,4,244C,244C,244C,explicit,false,exposition,244C,244C,77,81,82,86,2732,2992,2952,3223,3517df63eaff2b7b3e0f757c698a7e635ebacdd4ab3878a291fd58c25493ad92,6dbada1e48023977db3a4eb7cb3e8701b21f496e2ccee5b92201b0ee8909f33e,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S244-SEG-244D,O007-FREMLIN-V2-S244,O007-RIGHTS-FREMLIN-DSL,,5,244D,244D,244D,explicit,false,exposition,244D,244D,82,84,87,89,2992,3095,3223,3323,ce11ab00f5aa31d561d2590d88a04b8be733bfe9ef913d7f6f0d9c06f0a26798,c0b6997b319446f17ca750389c792871b1b304b58f108a083eacc61c7ea96a34,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S244-SEG-244DA,O007-FREMLIN-V2-S244,O007-RIGHTS-FREMLIN-DSL,,6,244Da,244Da,244Da,explicit,false,exposition,244Da,244Da,85,94,90,99,3095,3506,3323,3795,cf3fdb5acbebb6ca2d11e74c2e24072373a6729a85dddcd71d8a7d8238af56d9,934cdef323651faf4d735f028f70aaa99c1c08fd18b5bd2492256da46237f505,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S244-SEG-244DB,O007-FREMLIN-V2-S244,O007-RIGHTS-FREMLIN-DSL,,7,244Db,244Db,244Db,explicit,false,exposition,244Db,244Db,95,102,100,106,3506,3851,3795,4170,7dfaf092a99ae8558e551708416f5b368cd629e069cf54bdffa6db70794727be,5ff4bc6c8eb6dbab239fb3c1fd238982879dc5450a84e7f5ef81dffb29d57731,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S244-SEG-244DC,O007-FREMLIN-V2-S244,O007-RIGHTS-FREMLIN-DSL,,8,244Dc,244Dc,244Dc,explicit,false,exposition,244Dc,244Dc,103,105,107,109,3851,3961,4170,4280,fa301ad43abbd33d1535489ffd5209882c517f8f7c353c9ad49b03f6afb8b4d5,873d40059541ebecacaa6d3fdb7714660dc58d405784f97692218fc696c09372,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S244-SEG-244E,O007-FREMLIN-V2-S244,O007-RIGHTS-FREMLIN-DSL,,9,244E,244E,244E,explicit,false,exposition,244E,244E,106,212,110,223,3961,7108,4280,7722,6266c0b0893c8d846b83af717a5d4af70cd591f5b676a0f6302d6901f1cc4b44,5917a51b0f6b49d27168d8013aef1204d9ebd3a5d99e2a5ab523af9d72c65c6d,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S244-SEG-244F,O007-FREMLIN-V2-S244,O007-RIGHTS-FREMLIN-DSL,,10,244F,244F,244F,explicit,false,exposition,244F,244F,213,279,224,292,7108,9101,7722,9867,ebf4cde6fd41402cc787db620bd9b0748066264673e8fa8f7510d354ba48d27d,d79d5d6a312f9d43155193b3f780ef4f0139ea569cf47190c08da893cfd3d086,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S244-SEG-244G,O007-FREMLIN-V2-S244,O007-RIGHTS-FREMLIN-DSL,,11,244G,244G,244G,explicit,false,exposition,244G,244G,280,358,293,372,9101,11845,9867,12769,6e82a03b2c2e0bd710dbd9d2b83bb53a5ff500821c527353efa42b4cc20aa6c3,4b2aaa62416638be292fa27f0905f50f328cd2c4e33ee32fc1c78aa5e1c9895b,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S244-SEG-244H,O007-FREMLIN-V2-S244,O007-RIGHTS-FREMLIN-DSL,,12,244H,244H,244H,explicit,false,exposition,244H,244H,359,459,373,473,11845,15761,12769,17025,fc9607f7eb7c7c2ab8a2e4a7cac9f674c96df26709b67bdab72c6c02218aba39,5400149a1df7c61335d3a1f7c72836873fa63aee0f6ba7eb54a53e25c2fcd0ee,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S244-SEG-244I,O007-FREMLIN-V2-S244,O007-RIGHTS-FREMLIN-DSL,,13,*244I,*244I,*244I,explicit,false,exposition,*244I,*244I,460,477,474,491,15761,16408,17025,17701,81aae125d58592385fc8b4c233b64ee5cfe5b342c38914993e0daecca2d773a3,752e05a8e99d6f5a57163e4568e4f15ccd4a778cd643f490ef26ef891564c3d4,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S244-SEG-244J,O007-FREMLIN-V2-S244,O007-RIGHTS-FREMLIN-DSL,,14,244J,244J,244J,explicit,false,exposition,244J,244J,478,491,492,507,16408,17026,17701,18364,3847b9cc87fad8dbf4bc1d7e283e76d8d0bd893aa074387f19b7b305f07c0c0a,a52f6a5f4eb73e51f1e318d72cce3684560715bba667086f1d5631cdbb423796,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S244-SEG-244K,O007-FREMLIN-V2-S244,O007-RIGHTS-FREMLIN-DSL,,15,244K,244K,244K,explicit,false,exposition,244K,244K,492,753,508,772,17026,26186,18364,28105,f3af8776946efa68e37f04a220cbbfa10efccab044f895ba8dc33e937b476386,3494cda507ad1ea9d429468fd5bda12ba6f1664324c4c354ed9fa88d928076ef,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
