schema_version,record_type,id,unit_id,segment_id,relation_type,object_id,order,source_anchor,target_reference,resolution_status,source_locator,provenance
1.1.0,xref,O007-FREMLIN-V2-S244-XREF-0001,O007-FREMLIN-V2-S244,O007-FREMLIN-V2-S244-SEG-244A,source-reference,O007-FREMLIN-XREF-241I,1,244A,241I,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt244.tex:31,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S244-XREF-0002,O007-FREMLIN-V2-S244,O007-FREMLIN-V2-S244-SEG-244B,source-reference,O007-FREMLIN-XREF-242B,2,244B,242B,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt244.tex:43,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S244-XREF-0003,O007-FREMLIN-V2-S244,O007-FREMLIN-V2-S244-SEG-244B,source-reference,O007-FREMLIN-XREF-242C,3,244B,242C,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt244.tex:43,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S244-XREF-0004,O007-FREMLIN-V2-S244,O007-FREMLIN-V2-S244-SEG-244B,source-reference,O007-FREMLIN-XREF-243B,4,244B,243B,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt244.tex:43,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S244-XREF-0005,O007-FREMLIN-V2-S244,O007-FREMLIN-V2-S244-SEG-244C,source-reference,O007-FREMLIN-V2-S244-SEG-244B,5,244C,244B,resolved-in-unit,authority/fremlin/source/mt2.2016/mt244.tex:78,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S244-XREF-0006,O007-FREMLIN-V2-S244,O007-FREMLIN-V2-S244-SEG-244C,source-reference,O007-FREMLIN-XREF-242C,6,244C,242C,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt244.tex:80,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S244-XREF-0007,O007-FREMLIN-V2-S244,O007-FREMLIN-V2-S244-SEG-244C,source-reference,O007-FREMLIN-XREF-243C,7,244C,243C,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt244.tex:80,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S244-XREF-0008,O007-FREMLIN-V2-S244,O007-FREMLIN-V2-S244-SEG-244DB,source-reference,O007-FREMLIN-V2-S244-SEG-244F,8,244Db,244F,resolved-in-unit,authority/fremlin/source/mt2.2016/mt244.tex:97,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S244-XREF-0009,O007-FREMLIN-V2-S244,O007-FREMLIN-V2-S244-SEG-244F,source-reference,O007-FREMLIN-V2-S244-SEG-244E,9,244F,244E,resolved-in-unit,authority/fremlin/source/mt2.2016/mt244.tex:227,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S244-XREF-0010,O007-FREMLIN-V2-S244,O007-FREMLIN-V2-S244-SEG-244F,source-reference,O007-FREMLIN-XREF-241I,10,244F,241I,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt244.tex:242,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S244-XREF-0011,O007-FREMLIN-V2-S244,O007-FREMLIN-V2-S244-SEG-244F,source-reference,O007-FREMLIN-V2-S244-SEG-244DB,11,244F,244Db,resolved-in-unit,authority/fremlin/source/mt2.2016/mt244.tex:263,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S244-XREF-0012,O007-FREMLIN-V2-S244,O007-FREMLIN-V2-S244-SEG-244G,source-reference,O007-FREMLIN-XREF-242F,12,244G,242F,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt244.tex:284,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S244-XREF-0013,O007-FREMLIN-V2-S244,O007-FREMLIN-V2-S244-SEG-244G,source-reference,O007-FREMLIN-XREF-243E,13,244G,243E,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt244.tex:284,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
