schema_version,record_type,id,unit_id,rights_id,segment_id,order,source_anchor,target_anchor,source_line_start,target_line_start,source_char_start,source_char_end,target_char_start,target_char_end,source_raw_tex,target_raw_tex,source_raw_tex_sha256,target_raw_tex_sha256,normalized_symbolic_sha256,math_delimiter,correction_ids,source_normalized_sha256,target_normalized_sha256,provenance
1.1.0,formula,O007-FREMLIN-V2-S244-FORMULA-0001,O007-FREMLIN-V2-S244,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S244-SEG-244-INTRO,1,244-intro,244-intro,6,6,117,124,114,121,L^{p},L^{p},14a5ad05467670de350d8a263ea5ffc855788ddc0c0b49e95d29e2bf288f3038,14a5ad05467670de350d8a263ea5ffc855788ddc0c0b49e95d29e2bf288f3038,14a5ad05467670de350d8a263ea5ffc855788ddc0c0b49e95d29e2bf288f3038,$,,14a5ad05467670de350d8a263ea5ffc855788ddc0c0b49e95d29e2bf288f3038,14a5ad05467670de350d8a263ea5ffc855788ddc0c0b49e95d29e2bf288f3038,"{""basis"":""ordered nested-math atom; exact symbolic replay"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S244-FORMULA-0002,O007-FREMLIN-V2-S244,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S244-SEG-244-INTRO,2,244-intro,244-intro,11,11,217,222,231,236,L^p,L^p,0de1bee007df208a54c85a6cf3aa6c06e2a922620965a43478a0496c27e05aa0,0de1bee007df208a54c85a6cf3aa6c06e2a922620965a43478a0496c27e05aa0,0de1bee007df208a54c85a6cf3aa6c06e2a922620965a43478a0496c27e05aa0,$,,0de1bee007df208a54c85a6cf3aa6c06e2a922620965a43478a0496c27e05aa0,0de1bee007df208a54c85a6cf3aa6c06e2a922620965a43478a0496c27e05aa0,"{""basis"":""ordered nested-math atom; exact symbolic replay"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S244-FORMULA-0003,O007-FREMLIN-V2-S244,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S244-SEG-244-INTRO,3,244-intro,244-intro,11,11,234,246,243,255,1<p<\infty,1<p<\infty,46117291b662ee256185399ebb21bd380a4cb663e490557c25b6b50563214ea3,46117291b662ee256185399ebb21bd380a4cb663e490557c25b6b50563214ea3,46117291b662ee256185399ebb21bd380a4cb663e490557c25b6b50563214ea3,$,,46117291b662ee256185399ebb21bd380a4cb663e490557c25b6b50563214ea3,46117291b662ee256185399ebb21bd380a4cb663e490557c25b6b50563214ea3,"{""basis"":""ordered nested-math atom; exact symbolic replay"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S244-FORMULA-0004,O007-FREMLIN-V2-S244,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S244-SEG-244-INTRO,4,244-intro,244-intro,11,11,259,264,263,268,p=2,p=2,b6bef5b89bc9e76e38c24d53afda7bb84a00147509248d1756b47e41078a3205,b6bef5b89bc9e76e38c24d53afda7bb84a00147509248d1756b47e41078a3205,b6bef5b89bc9e76e38c24d53afda7bb84a00147509248d1756b47e41078a3205,$,,b6bef5b89bc9e76e38c24d53afda7bb84a00147509248d1756b47e41078a3205,b6bef5b89bc9e76e38c24d53afda7bb84a00147509248d1756b47e41078a3205,"{""basis"":""ordered nested-math atom; exact symbolic replay"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S244-FORMULA-0005,O007-FREMLIN-V2-S244,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S244-SEG-244A,5,244A,244A,18,19,576,592,603,619,"(X,\Sigma,\mu)","(X,\Sigma,\mu)",05e9b769403b4c7926a944d5aaa03f00bb216412bc3f850e41b3c28de657aa67,05e9b769403b4c7926a944d5aaa03f00bb216412bc3f850e41b3c28de657aa67,05e9b769403b4c7926a944d5aaa03f00bb216412bc3f850e41b3c28de657aa67,$,,05e9b769403b4c7926a944d5aaa03f00bb216412bc3f850e41b3c28de657aa67,05e9b769403b4c7926a944d5aaa03f00bb216412bc3f850e41b3c28de657aa67,"{""basis"":""ordered nested-math atom; exact symbolic replay"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S244-FORMULA-0006,O007-FREMLIN-V2-S244,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S244-SEG-244A,6,244A,244A,18,20,619,641,645,667,"p\in\ooint{1,\infty}","p\in\ooint{1,\infty}",b26ec130e99a291da75f46354a0a86a5b604537ec8e83ade5c90b74f8a59770e,b26ec130e99a291da75f46354a0a86a5b604537ec8e83ade5c90b74f8a59770e,b26ec130e99a291da75f46354a0a86a5b604537ec8e83ade5c90b74f8a59770e,$,,b26ec130e99a291da75f46354a0a86a5b604537ec8e83ade5c90b74f8a59770e,b26ec130e99a291da75f46354a0a86a5b604537ec8e83ade5c90b74f8a59770e,"{""basis"":""ordered nested-math atom; exact symbolic replay"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S244-FORMULA-0007,O007-FREMLIN-V2-S244,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S244-SEG-244A,7,244A,244A,19,20,649,675,678,704,\eusm L^p=\eusm L^p(\mu),\eusm L^p=\eusm L^p(\mu),6630d0011fd758999c186ea4f7291020d178d4642a7c1fa8506e059df3696e23,6630d0011fd758999c186ea4f7291020d178d4642a7c1fa8506e059df3696e23,8f240e6d3518a726731018b8eb52f63a663ac83c5beb60ba72d5ac9c692c1d85,$,,8f240e6d3518a726731018b8eb52f63a663ac83c5beb60ba72d5ac9c692c1d85,8f240e6d3518a726731018b8eb52f63a663ac83c5beb60ba72d5ac9c692c1d85,"{""basis"":""ordered nested-math atom; exact symbolic replay"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S244-FORMULA-0008,O007-FREMLIN-V2-S244,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S244-SEG-244A,8,244A,244A,20,21,701,731,727,757,f\in\eusm L^0=\eusm L^0(\mu),f\in\eusm L^0=\eusm L^0(\mu),6235c32a1d0e68b74c6be9a9777096c3b118b0b46822be231daf41934bdf4147,6235c32a1d0e68b74c6be9a9777096c3b118b0b46822be231daf41934bdf4147,079eb06621e8e32646ae8271a9d4760fa2d157c664434514e6e032e7d68d272e,$,,079eb06621e8e32646ae8271a9d4760fa2d157c664434514e6e032e7d68d272e,079eb06621e8e32646ae8271a9d4760fa2d157c664434514e6e032e7d68d272e,"{""basis"":""ordered nested-math atom; exact symbolic replay"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S244-FORMULA-0009,O007-FREMLIN-V2-S244,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S244-SEG-244A,9,244A,244A,20,22,742,749,778,785,|f|^p,|f|^p,3d59fd7edaec546fdafc1f694f53ed1ac692a534b4a2413b2e21ce6e595ddb83,3d59fd7edaec546fdafc1f694f53ed1ac692a534b4a2413b2e21ce6e595ddb83,3d59fd7edaec546fdafc1f694f53ed1ac692a534b4a2413b2e21ce6e595ddb83,$,,3d59fd7edaec546fdafc1f694f53ed1ac692a534b4a2413b2e21ce6e595ddb83,3d59fd7edaec546fdafc1f694f53ed1ac692a534b4a2413b2e21ce6e595ddb83,"{""basis"":""ordered nested-math atom; exact symbolic replay"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S244-FORMULA-0010,O007-FREMLIN-V2-S244,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S244-SEG-244A,10,244A,244A,21,22,769,783,806,820,L^p=L^p(\mu),L^p=L^p(\mu),1ea982c00e9dad7ac8855a329033f766d411984c96df15f7be848c4de3e4f193,1ea982c00e9dad7ac8855a329033f766d411984c96df15f7be848c4de3e4f193,1ea982c00e9dad7ac8855a329033f766d411984c96df15f7be848c4de3e4f193,$,,1ea982c00e9dad7ac8855a329033f766d411984c96df15f7be848c4de3e4f193,1ea982c00e9dad7ac8855a329033f766d411984c96df15f7be848c4de3e4f193,"{""basis"":""ordered nested-math atom; exact symbolic replay"",""kind"":""source-target-formula-map""}"
