schema_version,record_type,id,unit_id,rights_id,segment_id,order,source_anchor,target_anchor,source_line_start,target_line_start,source_char_start,source_char_end,target_char_start,target_char_end,source_raw_tex,target_raw_tex,source_raw_tex_sha256,target_raw_tex_sha256,normalized_symbolic_sha256,math_delimiter,correction_ids,source_normalized_sha256,target_normalized_sha256,provenance
1.1.0,formula,O007-FREMLIN-V2-S211-FORMULA-0001,O007-FREMLIN-V2-S211,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S211-SEG-211A,1,211A,211A,25,26,1103,1119,1108,1124,"(X,\Sigma,\mu)","(X,\Sigma,\mu)",05e9b769403b4c7926a944d5aaa03f00bb216412bc3f850e41b3c28de657aa67,05e9b769403b4c7926a944d5aaa03f00bb216412bc3f850e41b3c28de657aa67,05e9b769403b4c7926a944d5aaa03f00bb216412bc3f850e41b3c28de657aa67,$,,05e9b769403b4c7926a944d5aaa03f00bb216412bc3f850e41b3c28de657aa67,05e9b769403b4c7926a944d5aaa03f00bb216412bc3f850e41b3c28de657aa67,"{""basis"":""ordered nested-math atom; exact symbolic replay"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S211-FORMULA-0002,O007-FREMLIN-V2-S211,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S211-SEG-211A,2,211A,211A,26,27,1146,1151,1148,1153,\mu,\mu,492247e1bab15272d1e53b8015c042bf6fa0cb8f23ec52cad93d6ba80dafb804,492247e1bab15272d1e53b8015c042bf6fa0cb8f23ec52cad93d6ba80dafb804,492247e1bab15272d1e53b8015c042bf6fa0cb8f23ec52cad93d6ba80dafb804,$,,492247e1bab15272d1e53b8015c042bf6fa0cb8f23ec52cad93d6ba80dafb804,492247e1bab15272d1e53b8015c042bf6fa0cb8f23ec52cad93d6ba80dafb804,"{""basis"":""ordered nested-math atom; exact symbolic replay"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S211-FORMULA-0003,O007-FREMLIN-V2-S211,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S211-SEG-211A,3,211A,211A,26,27,1156,1172,1160,1176,"(X,\Sigma,\mu)","(X,\Sigma,\mu)",05e9b769403b4c7926a944d5aaa03f00bb216412bc3f850e41b3c28de657aa67,05e9b769403b4c7926a944d5aaa03f00bb216412bc3f850e41b3c28de657aa67,05e9b769403b4c7926a944d5aaa03f00bb216412bc3f850e41b3c28de657aa67,$,,05e9b769403b4c7926a944d5aaa03f00bb216412bc3f850e41b3c28de657aa67,05e9b769403b4c7926a944d5aaa03f00bb216412bc3f850e41b3c28de657aa67,"{""basis"":""ordered nested-math atom; exact symbolic replay"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S211-FORMULA-0004,O007-FREMLIN-V2-S211,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S211-SEG-211A,4,211A,211A,27,28,1227,1250,1240,1263,A\subseteq E\in\Sigma,A\subseteq E\in\Sigma,26c8d838798606277887a0d3493c8d4d9e95f4d86e19c759af179426d5c06d0f,26c8d838798606277887a0d3493c8d4d9e95f4d86e19c759af179426d5c06d0f,9843fd581b22f8651080272188e36a7afa47e1ace788269143ec301c69a0b5bb,$,,9843fd581b22f8651080272188e36a7afa47e1ace788269143ec301c69a0b5bb,9843fd581b22f8651080272188e36a7afa47e1ace788269143ec301c69a0b5bb,"{""basis"":""ordered nested-math atom; exact symbolic replay"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S211-FORMULA-0005,O007-FREMLIN-V2-S211,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S211-SEG-211A,5,211A,211A,27,28,1255,1264,1268,1277,\mu E=0,\mu E=0,0ee415335fbf2b354910b568bfdbd2efd482dfe2801f2c7c003e7853dc22c993,0ee415335fbf2b354910b568bfdbd2efd482dfe2801f2c7c003e7853dc22c993,e11c0441b0316d6eabc2c1c9506cd10f12358d7a8a289e79114adbc9c2f32f35,$,,e11c0441b0316d6eabc2c1c9506cd10f12358d7a8a289e79114adbc9c2f32f35,e11c0441b0316d6eabc2c1c9506cd10f12358d7a8a289e79114adbc9c2f32f35,"{""basis"":""ordered nested-math atom; exact symbolic replay"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S211-FORMULA-0006,O007-FREMLIN-V2-S211,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S211-SEG-211A,6,211A,211A,27,29,1270,1282,1287,1299,A\in\Sigma,A\in\Sigma,f2e89410d20f00c057ed5ae919ca914d012ccd69b4b1beb24e3a71923f4706bd,f2e89410d20f00c057ed5ae919ca914d012ccd69b4b1beb24e3a71923f4706bd,f2e89410d20f00c057ed5ae919ca914d012ccd69b4b1beb24e3a71923f4706bd,$,,f2e89410d20f00c057ed5ae919ca914d012ccd69b4b1beb24e3a71923f4706bd,f2e89410d20f00c057ed5ae919ca914d012ccd69b4b1beb24e3a71923f4706bd,"{""basis"":""ordered nested-math atom; exact symbolic replay"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S211-FORMULA-0007,O007-FREMLIN-V2-S211,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S211-SEG-211A,7,211A,211A,27,30,1331,1334,1356,1359,X,X,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,$,,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,"{""basis"":""ordered nested-math atom; exact symbolic replay"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S211-FORMULA-0008,O007-FREMLIN-V2-S211,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S211-SEG-211B,8,211B,211B,29,32,1389,1405,1409,1425,"(X,\Sigma,\mu)","(X,\Sigma,\mu)",05e9b769403b4c7926a944d5aaa03f00bb216412bc3f850e41b3c28de657aa67,05e9b769403b4c7926a944d5aaa03f00bb216412bc3f850e41b3c28de657aa67,05e9b769403b4c7926a944d5aaa03f00bb216412bc3f850e41b3c28de657aa67,$,,05e9b769403b4c7926a944d5aaa03f00bb216412bc3f850e41b3c28de657aa67,05e9b769403b4c7926a944d5aaa03f00bb216412bc3f850e41b3c28de657aa67,"{""basis"":""ordered nested-math atom; exact symbolic replay"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S211-FORMULA-0009,O007-FREMLIN-V2-S211,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S211-SEG-211B,9,211B,211B,30,33,1432,1448,1449,1465,"(X,\Sigma,\mu)","(X,\Sigma,\mu)",05e9b769403b4c7926a944d5aaa03f00bb216412bc3f850e41b3c28de657aa67,05e9b769403b4c7926a944d5aaa03f00bb216412bc3f850e41b3c28de657aa67,05e9b769403b4c7926a944d5aaa03f00bb216412bc3f850e41b3c28de657aa67,$,,05e9b769403b4c7926a944d5aaa03f00bb216412bc3f850e41b3c28de657aa67,05e9b769403b4c7926a944d5aaa03f00bb216412bc3f850e41b3c28de657aa67,"{""basis"":""ordered nested-math atom; exact symbolic replay"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S211-FORMULA-0010,O007-FREMLIN-V2-S211,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S211-SEG-211B,10,211B,211B,30,33,1481,1490,1498,1507,\mu X=1,\mu X=1,e30eff361260242f6cee39f0c58364ff5ceb0a0e8196a71ba7f17838d6794655,e30eff361260242f6cee39f0c58364ff5ceb0a0e8196a71ba7f17838d6794655,d02b47a80259cb904f45d713bac15e15f65143902fea1bfaac3f93c0f86cfdd0,$,,d02b47a80259cb904f45d713bac15e15f65143902fea1bfaac3f93c0f86cfdd0,d02b47a80259cb904f45d713bac15e15f65143902fea1bfaac3f93c0f86cfdd0,"{""basis"":""ordered nested-math atom; exact symbolic replay"",""kind"":""source-target-formula-map""}"
