schema_version,record_type,id,unit_id,subject_id,relation_type,object_id,order,provenance
1.1.0,relation,O007-FREMLIN-V2-S261-REL-0001,O007-FREMLIN-V2-S261,O007-FREMLIN-V2-S261-SEG-261-INTRO,precedes,O007-FREMLIN-V2-S261-SEG-261A,1,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S261-REL-0002,O007-FREMLIN-V2-S261,O007-FREMLIN-V2-S261-SEG-261A,precedes,O007-FREMLIN-V2-S261-SEG-261B,2,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S261-REL-0003,O007-FREMLIN-V2-S261,O007-FREMLIN-V2-S261-SEG-261B,precedes,O007-FREMLIN-V2-S261-SEG-261C,3,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S261-REL-0004,O007-FREMLIN-V2-S261,O007-FREMLIN-V2-S261-SEG-261C,precedes,O007-FREMLIN-V2-S261-SEG-261D,4,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S261-REL-0005,O007-FREMLIN-V2-S261,O007-FREMLIN-V2-S261-SEG-261D,precedes,O007-FREMLIN-V2-S261-SEG-261E,5,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S261-REL-0006,O007-FREMLIN-V2-S261,O007-FREMLIN-V2-S261-SEG-261E,precedes,O007-FREMLIN-V2-S261-SEG-261F,6,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S261-REL-0007,O007-FREMLIN-V2-S261,O007-FREMLIN-V2-S261-SEG-261F,precedes,O007-FREMLIN-V2-S261-SEG-261X,7,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S261-REL-0008,O007-FREMLIN-V2-S261,O007-FREMLIN-V2-S261-SEG-261X,precedes,O007-FREMLIN-V2-S261-SEG-261XA,8,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S261-REL-0009,O007-FREMLIN-V2-S261,O007-FREMLIN-V2-S261-SEG-261XA,precedes,O007-FREMLIN-V2-S261-SEG-261XB,9,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S261-REL-0010,O007-FREMLIN-V2-S261,O007-FREMLIN-V2-S261-SEG-261XB,precedes,O007-FREMLIN-V2-S261-SEG-261XC,10,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S261-REL-0011,O007-FREMLIN-V2-S261,O007-FREMLIN-V2-S261-SEG-261XC,precedes,O007-FREMLIN-V2-S261-SEG-261Y,11,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
