schema_version,record_type,id,unit_id,segment_id,relation_type,object_id,order,source_anchor,target_reference,resolution_status,source_locator,provenance
1.1.0,xref,O007-FREMLIN-V2-S261-XREF-0001,O007-FREMLIN-V2-S261,O007-FREMLIN-V2-S261-SEG-261-INTRO,source-reference,O007-FREMLIN-V2-S261-SEG-261F,1,261-intro,261F,resolved-in-unit,authority/fremlin/source/mt2.2016/mt261.tex:18,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S261-XREF-0002,O007-FREMLIN-V2-S261,O007-FREMLIN-V2-S261-SEG-261A,source-reference,O007-FREMLIN-XREF-252Q,2,261A,252Q,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt261.tex:73,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S261-XREF-0003,O007-FREMLIN-V2-S261,O007-FREMLIN-V2-S261-SEG-261C,source-reference,O007-FREMLIN-XREF-225A,3,261C,225A,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt261.tex:250,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S261-XREF-0004,O007-FREMLIN-V2-S261,O007-FREMLIN-V2-S261-SEG-261C,source-reference,O007-FREMLIN-XREF-134Fa,4,261C,134Fa,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt261.tex:252,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S261-XREF-0005,O007-FREMLIN-V2-S261,O007-FREMLIN-V2-S261-SEG-261C,source-reference,O007-FREMLIN-V2-S261-SEG-261B,5,261C,261B,resolved-in-unit,authority/fremlin/source/mt2.2016/mt261.tex:258,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S261-XREF-0006,O007-FREMLIN-V2-S261,O007-FREMLIN-V2-S261-SEG-261C,source-reference,O007-FREMLIN-XREF-214Eb,6,261C,214Eb,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt261.tex:331,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S261-XREF-0007,O007-FREMLIN-V2-S261,O007-FREMLIN-V2-S261-SEG-261D,source-reference,O007-FREMLIN-V2-S261-SEG-261C,7,261D,261C,resolved-in-unit,authority/fremlin/source/mt2.2016/mt261.tex:377,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S261-XREF-0008,O007-FREMLIN-V2-S261,O007-FREMLIN-V2-S261-SEG-261E,source-reference,O007-FREMLIN-XREF-223D,8,261E,223D,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt261.tex:488,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S261-XREF-0009,O007-FREMLIN-V2-S261,O007-FREMLIN-V2-S261-SEG-261E,source-reference,O007-FREMLIN-V2-S261-SEG-261C,9,261E,261C,resolved-in-unit,authority/fremlin/source/mt2.2016/mt261.tex:499,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S261-XREF-0010,O007-FREMLIN-V2-S261,O007-FREMLIN-V2-S261-SEG-261F,source-reference,O007-FREMLIN-V2-S261-SEG-261B,10,261F,261B,resolved-in-unit,authority/fremlin/source/mt2.2016/mt261.tex:559,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
