schema_version,record_type,id,unit_id,rights_id,parent_id,order,source_anchor,semantic_anchor,target_anchor,anchor_kind,anchor_is_synthesized,segment_kind,source_label,target_label,source_line_start,source_line_end,target_line_start,target_line_end,source_char_start,source_char_end,target_char_start,target_char_end,source_segment_sha256,target_segment_sha256,provenance
1.1.0,segment,O007-FREMLIN-V2-S253-SEG-253-INTRO,O007-FREMLIN-V2-S253,O007-RIGHTS-FREMLIN-DSL,,1,253,253-intro,253-intro,unmarked-unit-introduction,false,exposition,253-intro,253-intro,9,24,9,24,134,1170,129,1205,c6d8915b616cbaa898254c0181042c79212aad986f3b3769be5df4d3001bd059,22a2aaa8e8baeb570e0c145fe4f4cc650c516a64d555ac7299e2c0b29b48db23,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S253-SEG-253A,O007-FREMLIN-V2-S253,O007-RIGHTS-FREMLIN-DSL,,2,253A,253A,253A,explicit,false,exposition,253A,253A,25,57,25,57,1170,2343,1205,2507,03bd34a7624652b8f803b30a4d662e0f31b5aabea8f9d975975788eeb61ce81c,fc91eac2caccc6587ab3fba2789d97548859e602fcb0307c180736c23db6f9ae,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S253-SEG-253AB,O007-FREMLIN-V2-S253,O007-RIGHTS-FREMLIN-DSL,,3,253Ab,253Ab,253Ab,explicit,false,exposition,253Ab,253Ab,58,76,58,76,2343,3070,2507,3291,e9e1e41a8895ab21bd0c4162160648a02844993eb6248433305eaa00982b44a7,3093d83bdbfb90b7e45d1ac2eccfe456486b626bd51ff6f6ef3195a2d4a57cd0,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S253-SEG-253B,O007-FREMLIN-V2-S253,O007-RIGHTS-FREMLIN-DSL,,4,253B,253B,253B,explicit,false,exposition,253B,253B,77,81,77,81,3070,3334,3291,3553,13312ec281f4869a5a7ee90190c1d871493a8d8ea5fdd11a3cae13b66bb9083d,051926664921af340082ba801544f743803bb3c33fdd8369c42ea4a36bc54c21,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S253-SEG-253C,O007-FREMLIN-V2-S253,O007-RIGHTS-FREMLIN-DSL,,5,253C,253C,253C,explicit,false,exposition,253C,253C,82,138,82,138,3334,5613,3553,6062,cde21457b9448781d3d851409aac3ee1639c441dcc679df7194615207ab969ca,fa870c4a71074dd8d69eacc697307f3a41272c6741197f19c05072b16785a0cb,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S253-SEG-253D,O007-FREMLIN-V2-S253,O007-RIGHTS-FREMLIN-DSL,,6,253D,253D,253D,explicit,false,exposition,253D,253D,139,202,139,202,5613,7709,6062,8317,e6d9e9c222d6cd117bfdbce14f47dd0e7409f3a888aba525e0f6248008f512af,462a6766c26bbd4f2917225afad482f09677b5e13ae59fefee326364a39e50f8,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S253-SEG-253E,O007-FREMLIN-V2-S253,O007-RIGHTS-FREMLIN-DSL,,7,253E,253E,253E,explicit,false,exposition,253E,253E,203,235,203,235,7709,9043,8317,9743,d11cd5060de26f1a370018e180286f500a9aaa84b83151e66693fd897a37df8c,0729e6f9f7be3e674bd170e524cbe009ca5f94573bb5c8d3e8cbd8250c09548c,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S253-SEG-253F,O007-FREMLIN-V2-S253,O007-RIGHTS-FREMLIN-DSL,,8,253F,253F,253F,explicit,false,exposition,253F,253F,236,438,236,439,9043,17042,9743,18320,0cbd7eb791ad1013132af528030b055db1ef6888e01d6093255b34f1485619d7,963d48746c37b351b34c641f4cca6595315f250db498c286526f864eca18a1d2,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S253-SEG-253G,O007-FREMLIN-V2-S253,O007-RIGHTS-FREMLIN-DSL,,9,253G,253G,253G,explicit,false,exposition,253G,253G,439,566,440,567,17042,22010,18320,23657,50a762868ec914c604c9eaa8e307b602665dc04d6956103125daf949979e9113,df65f48249e7272eee7f64d47652865112742109f6a7aa9e758b8a7d3c9e9d17,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S253-SEG-253H,O007-FREMLIN-V2-S253,O007-RIGHTS-FREMLIN-DSL,,10,253H,253H,253H,explicit,false,exposition,253H,253H,567,606,568,607,22010,23717,23657,25494,1563e66b4009e2d3a6818019fb3ff7fe4783eec8b8c254133dab924195bb4e83,cc6a6c05c5f93cfad8ba3d1ba628acf0372c851d7159e14cce2d2dc659dd4148,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
