schema_version,record_type,id,unit_id,segment_id,relation_type,object_id,order,source_anchor,target_reference,resolution_status,source_locator,provenance
1.1.0,xref,O007-FREMLIN-V2-S253-XREF-0001,O007-FREMLIN-V2-S253,O007-FREMLIN-V2-S253-SEG-253-INTRO,source-reference,O007-FREMLIN-V2-S253-SEG-253A,1,253-intro,253A,resolved-in-unit,authority/fremlin/source/mt2.2016/mt253.tex:15,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S253-XREF-0002,O007-FREMLIN-V2-S253,O007-FREMLIN-V2-S253-SEG-253-INTRO,source-reference,O007-FREMLIN-V2-S253-SEG-253B,2,253-intro,253B,resolved-in-unit,authority/fremlin/source/mt2.2016/mt253.tex:17,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S253-XREF-0003,O007-FREMLIN-V2-S253,O007-FREMLIN-V2-S253-SEG-253-INTRO,source-reference,O007-FREMLIN-V2-S253-SEG-253E,3,253-intro,253E,resolved-in-unit,authority/fremlin/source/mt2.2016/mt253.tex:17,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S253-XREF-0004,O007-FREMLIN-V2-S253,O007-FREMLIN-V2-S253-SEG-253-INTRO,source-reference,O007-FREMLIN-V2-S253-SEG-253F,4,253-intro,253F,resolved-in-unit,authority/fremlin/source/mt2.2016/mt253.tex:17,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S253-XREF-0005,O007-FREMLIN-V2-S253,O007-FREMLIN-V2-S253-SEG-253-INTRO,source-reference,O007-FREMLIN-V2-S253-SEG-253G,5,253-intro,253G,resolved-in-unit,authority/fremlin/source/mt2.2016/mt253.tex:20,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S253-XREF-0006,O007-FREMLIN-V2-S253,O007-FREMLIN-V2-S253-SEG-253-INTRO,source-reference,O007-FREMLIN-V2-S253-SEG-253H,6,253-intro,253H,resolved-in-unit,authority/fremlin/source/mt2.2016/mt253.tex:21,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S253-XREF-0007,O007-FREMLIN-V2-S253,O007-FREMLIN-V2-S253-SEG-253-INTRO,source-reference,O007-FREMLIN-V2-S253-SEG-253I,7,253-intro,253I,resolved-in-unit,authority/fremlin/source/mt2.2016/mt253.tex:22,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S253-XREF-0008,O007-FREMLIN-V2-S253,O007-FREMLIN-V2-S253-SEG-253-INTRO,source-reference,O007-FREMLIN-V2-S253-SEG-253J,8,253-intro,253J,resolved-in-unit,authority/fremlin/source/mt2.2016/mt253.tex:23,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S253-XREF-0009,O007-FREMLIN-V2-S253,O007-FREMLIN-V2-S253-SEG-253-INTRO,source-reference,O007-FREMLIN-V2-S253-SEG-253K,9,253-intro,253K,resolved-in-unit,authority/fremlin/source/mt2.2016/mt253.tex:23,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S253-XREF-0010,O007-FREMLIN-V2-S253,O007-FREMLIN-V2-S253-SEG-253C,source-reference,O007-FREMLIN-V2-S253-SEG-253B,10,253C,253B,resolved-in-unit,authority/fremlin/source/mt2.2016/mt253.tex:87,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S253-XREF-0011,O007-FREMLIN-V2-S253,O007-FREMLIN-V2-S253-SEG-253C,source-reference,O007-FREMLIN-XREF-241A,11,253C,241A,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt253.tex:97,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S253-XREF-0012,O007-FREMLIN-V2-S253,O007-FREMLIN-V2-S253-SEG-253C,source-reference,O007-FREMLIN-XREF-251Ia,12,253C,251Ia,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt253.tex:123,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S253-XREF-0013,O007-FREMLIN-V2-S253,O007-FREMLIN-V2-S253-SEG-253C,source-reference,O007-FREMLIN-XREF-251Ia,13,253C,251Ia,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt253.tex:131,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S253-XREF-0014,O007-FREMLIN-V2-S253,O007-FREMLIN-V2-S253-SEG-253D,source-reference,O007-FREMLIN-V2-S253-SEG-253B,14,253D,253B,resolved-in-unit,authority/fremlin/source/mt2.2016/mt253.tex:139,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S253-XREF-0015,O007-FREMLIN-V2-S253,O007-FREMLIN-V2-S253-SEG-253D,source-reference,O007-FREMLIN-V2-S253-SEG-253C,15,253D,253C,resolved-in-unit,authority/fremlin/source/mt2.2016/mt253.tex:139,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
