schema_version,record_type,id,unit_id,rights_id,segment_id,order,source_anchor,target_anchor,source_line_start,target_line_start,source_char_start,source_char_end,target_char_start,target_char_end,source_raw_tex,target_raw_tex,source_raw_tex_sha256,target_raw_tex_sha256,normalized_symbolic_sha256,math_delimiter,correction_ids,source_normalized_sha256,target_normalized_sha256,provenance
1.1.0,formula,O007-FREMLIN-V2-S252-FORMULA-0001,O007-FREMLIN-V2-S252,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S252-SEG-252-INTRO,1,252-intro,252-intro,16,16,494,502,486,494,\sigma,\sigma,9c3245dfb4ac54c1623a60e7b8d1fc07cb02eae1229435230c7dab5e71083a26,9c3245dfb4ac54c1623a60e7b8d1fc07cb02eae1229435230c7dab5e71083a26,9c3245dfb4ac54c1623a60e7b8d1fc07cb02eae1229435230c7dab5e71083a26,$,,9c3245dfb4ac54c1623a60e7b8d1fc07cb02eae1229435230c7dab5e71083a26,9c3245dfb4ac54c1623a60e7b8d1fc07cb02eae1229435230c7dab5e71083a26,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S252-FORMULA-0002,O007-FREMLIN-V2-S252,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S252-SEG-252-INTRO,2,252-intro,252-intro,19,18,650,653,653,656,r,r,454349e422f05297191ead13e21d3db520e5abef52055e4964b82fb213f593a1,454349e422f05297191ead13e21d3db520e5abef52055e4964b82fb213f593a1,454349e422f05297191ead13e21d3db520e5abef52055e4964b82fb213f593a1,$,,454349e422f05297191ead13e21d3db520e5abef52055e4964b82fb213f593a1,454349e422f05297191ead13e21d3db520e5abef52055e4964b82fb213f593a1,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S252-FORMULA-0003,O007-FREMLIN-V2-S252,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S252-SEG-252-INTRO,3,252-intro,252-intro,19,18,686,695,677,686,\BbbR^r,\BbbR^r,6a5173578402ab704fe0e78c24a3f6f09fe9ed2c7ea0fbe574d688249eb91ed7,6a5173578402ab704fe0e78c24a3f6f09fe9ed2c7ea0fbe574d688249eb91ed7,6a5173578402ab704fe0e78c24a3f6f09fe9ed2c7ea0fbe574d688249eb91ed7,$,,6a5173578402ab704fe0e78c24a3f6f09fe9ed2c7ea0fbe574d688249eb91ed7,6a5173578402ab704fe0e78c24a3f6f09fe9ed2c7ea0fbe574d688249eb91ed7,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S252-FORMULA-0004,O007-FREMLIN-V2-S252,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S252-SEG-252-INTRO,4,252-intro,252-intro,22,21,796,804,819,827,\sigma,\sigma,9c3245dfb4ac54c1623a60e7b8d1fc07cb02eae1229435230c7dab5e71083a26,9c3245dfb4ac54c1623a60e7b8d1fc07cb02eae1229435230c7dab5e71083a26,9c3245dfb4ac54c1623a60e7b8d1fc07cb02eae1229435230c7dab5e71083a26,$,,9c3245dfb4ac54c1623a60e7b8d1fc07cb02eae1229435230c7dab5e71083a26,9c3245dfb4ac54c1623a60e7b8d1fc07cb02eae1229435230c7dab5e71083a26,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S252-FORMULA-0005,O007-FREMLIN-V2-S252,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S252-SEG-252A,5,252A,252A,25,24,924,940,949,965,"(X,\Sigma,\mu)","(X,\Sigma,\mu)",05e9b769403b4c7926a944d5aaa03f00bb216412bc3f850e41b3c28de657aa67,05e9b769403b4c7926a944d5aaa03f00bb216412bc3f850e41b3c28de657aa67,05e9b769403b4c7926a944d5aaa03f00bb216412bc3f850e41b3c28de657aa67,$,,05e9b769403b4c7926a944d5aaa03f00bb216412bc3f850e41b3c28de657aa67,05e9b769403b4c7926a944d5aaa03f00bb216412bc3f850e41b3c28de657aa67,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S252-FORMULA-0006,O007-FREMLIN-V2-S252,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S252-SEG-252A,6,252A,252A,26,25,945,959,970,984,"(Y,\Tau,\nu)","(Y,\Tau,\nu)",72f1568945b9d44585331097f08f4d96f55f95b4711d2316a28c61729527ca59,72f1568945b9d44585331097f08f4d96f55f95b4711d2316a28c61729527ca59,72f1568945b9d44585331097f08f4d96f55f95b4711d2316a28c61729527ca59,$,,72f1568945b9d44585331097f08f4d96f55f95b4711d2316a28c61729527ca59,72f1568945b9d44585331097f08f4d96f55f95b4711d2316a28c61729527ca59,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S252-FORMULA-0007,O007-FREMLIN-V2-S252,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S252-SEG-252A,7,252A,252A,27,25,983,986,1008,1011,f,f,252f10c83610ebca1a059c0bae8255eba2f95be4d1d7bcfa89d7248a82d9f111,252f10c83610ebca1a059c0bae8255eba2f95be4d1d7bcfa89d7248a82d9f111,252f10c83610ebca1a059c0bae8255eba2f95be4d1d7bcfa89d7248a82d9f111,$,,252f10c83610ebca1a059c0bae8255eba2f95be4d1d7bcfa89d7248a82d9f111,252f10c83610ebca1a059c0bae8255eba2f95be4d1d7bcfa89d7248a82d9f111,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S252-FORMULA-0008,O007-FREMLIN-V2-S252,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S252-SEG-252A,8,252A,252A,28,26,1027,1054,1078,1105,\dom f\subseteq X\times Y,\dom f\subseteq X\times Y,9cab4b29abd3cb40793407e5f275ca4fe2c807e633b2cee2d026621a3b05b240,9cab4b29abd3cb40793407e5f275ca4fe2c807e633b2cee2d026621a3b05b240,b4c5f7a04c6100c640199199b53abd39d650a87e11d960a3c16603175c093b4a,$,,b4c5f7a04c6100c640199199b53abd39d650a87e11d960a3c16603175c093b4a,b4c5f7a04c6100c640199199b53abd39d650a87e11d960a3c16603175c093b4a,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S252-FORMULA-0009,O007-FREMLIN-V2-S252,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S252-SEG-252A,9,252A,252A,31,29,1119,1190,1174,1245,"\iint f(x,y)\nu(dy)\mu(dx)
=\int\bigl(\int f(x,y)\nu(dy)\bigr)\mu(dx)","\iint f(x,y)\nu(dy)\mu(dx)
=\int\bigl(\int f(x,y)\nu(dy)\bigr)\mu(dx)",e38721be691812bebfa10bd1f0b1587c86d838c0552418fc99d89d7a83c872de,e38721be691812bebfa10bd1f0b1587c86d838c0552418fc99d89d7a83c872de,79482d56dee883a12d69f879f9fa75423e91c08d85793ad2904149738e19e8fe,$,,79482d56dee883a12d69f879f9fa75423e91c08d85793ad2904149738e19e8fe,79482d56dee883a12d69f879f9fa75423e91c08d85793ad2904149738e19e8fe,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S252-FORMULA-0010,O007-FREMLIN-V2-S252,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S252-SEG-252A,10,252A,252A,36,34,1262,1297,1321,1356,"D=\{x:x\in X,\,\int f(x,y)\nu(dy)","D=\{x:x\in X,\,\int f(x,y)\nu(dy)",b8111511f6ca92232d9a11a0f1781ec2a54acbd98fd64dad62943051cad63960,b8111511f6ca92232d9a11a0f1781ec2a54acbd98fd64dad62943051cad63960,33939d6ae93161851298bb0a7932f37a6a660aad283bdc51bfa40aa8f84098cf,$,,33939d6ae93161851298bb0a7932f37a6a660aad283bdc51bfa40aa8f84098cf,33939d6ae93161851298bb0a7932f37a6a660aad283bdc51bfa40aa8f84098cf,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S252-FORMULA-0011,O007-FREMLIN-V2-S252,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S252-SEG-252A,11,252A,252A,37,35,1312,1332,1375,1395,"[-\infty,\infty]\}","[-\infty,\infty]\}",b6400f3910d7ef88470b2d0785e6cd32b2ec5fce0adff636036ea19d4686803a,b6400f3910d7ef88470b2d0785e6cd32b2ec5fce0adff636036ea19d4686803a,b6400f3910d7ef88470b2d0785e6cd32b2ec5fce0adff636036ea19d4686803a,$,,b6400f3910d7ef88470b2d0785e6cd32b2ec5fce0adff636036ea19d4686803a,b6400f3910d7ef88470b2d0785e6cd32b2ec5fce0adff636036ea19d4686803a,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S252-FORMULA-0012,O007-FREMLIN-V2-S252,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S252-SEG-252A,12,252A,252A,39,37,1348,1373,1411,1436,"g(x)=\int f(x,y)\nu(dy)","g(x)=\int f(x,y)\nu(dy)",128f78d7ded7fc41c79fdccf6c42421b0791304ba7389d3ea7e0b31e6c9daf72,128f78d7ded7fc41c79fdccf6c42421b0791304ba7389d3ea7e0b31e6c9daf72,7959ef70e8c024ee9aa4dc8124a04cb2bf23375118fa82ac1dd75b6ffae0f643,$,,7959ef70e8c024ee9aa4dc8124a04cb2bf23375118fa82ac1dd75b6ffae0f643,7959ef70e8c024ee9aa4dc8124a04cb2bf23375118fa82ac1dd75b6ffae0f643,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
