schema_version,record_type,id,unit_id,subject_id,relation_type,object_id,order,provenance
1.1.0,relation,O007-FREMLIN-V2-APP-2A2-REL-0001,O007-FREMLIN-V2-APP-2A2,O007-FREMLIN-V2-APP-2A2-SEG-2A2-INTRO,precedes,O007-FREMLIN-V2-APP-2A2-SEG-2A2A,1,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-APP-2A2-REL-0002,O007-FREMLIN-V2-APP-2A2,O007-FREMLIN-V2-APP-2A2-SEG-2A2A,precedes,O007-FREMLIN-V2-APP-2A2-SEG-2A2B,2,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-APP-2A2-REL-0003,O007-FREMLIN-V2-APP-2A2,O007-FREMLIN-V2-APP-2A2-SEG-2A2B,precedes,O007-FREMLIN-V2-APP-2A2-SEG-2A2C,3,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-APP-2A2-REL-0004,O007-FREMLIN-V2-APP-2A2,O007-FREMLIN-V2-APP-2A2-SEG-2A2C,precedes,O007-FREMLIN-V2-APP-2A2-SEG-2A2CB,4,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-APP-2A2-REL-0005,O007-FREMLIN-V2-APP-2A2,O007-FREMLIN-V2-APP-2A2-SEG-2A2CB,precedes,O007-FREMLIN-V2-APP-2A2-SEG-2A2CC,5,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-APP-2A2-REL-0006,O007-FREMLIN-V2-APP-2A2,O007-FREMLIN-V2-APP-2A2-SEG-2A2CC,precedes,O007-FREMLIN-V2-APP-2A2-SEG-2A2D,6,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-APP-2A2-REL-0007,O007-FREMLIN-V2-APP-2A2,O007-FREMLIN-V2-APP-2A2-SEG-2A2D,precedes,O007-FREMLIN-V2-APP-2A2-SEG-2A2E,7,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-APP-2A2-REL-0008,O007-FREMLIN-V2-APP-2A2,O007-FREMLIN-V2-APP-2A2-SEG-2A2E,precedes,O007-FREMLIN-V2-APP-2A2-SEG-2A2EA,8,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-APP-2A2-REL-0009,O007-FREMLIN-V2-APP-2A2,O007-FREMLIN-V2-APP-2A2-SEG-2A2EA,precedes,O007-FREMLIN-V2-APP-2A2-SEG-2A2EB,9,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-APP-2A2-REL-0010,O007-FREMLIN-V2-APP-2A2,O007-FREMLIN-V2-APP-2A2-SEG-2A2EB,precedes,O007-FREMLIN-V2-APP-2A2-SEG-2A2EC,10,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
