schema_version,record_type,id,unit_id,subject_id,relation_type,object_id,order,provenance
1.1.0,relation,O007-FREMLIN-V1-S134-REL-0001,O007-FREMLIN-V1-S134,O007-FREMLIN-V1-S134-SEG-134-INTRO,precedes,O007-FREMLIN-V1-S134-SEG-134A,1,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V1-S134-REL-0002,O007-FREMLIN-V1-S134,O007-FREMLIN-V1-S134-SEG-134A,precedes,O007-FREMLIN-V1-S134-SEG-134B,2,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V1-S134-REL-0003,O007-FREMLIN-V1-S134,O007-FREMLIN-V1-S134-SEG-134B,precedes,O007-FREMLIN-V1-S134-SEG-134C,3,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V1-S134-REL-0004,O007-FREMLIN-V1-S134,O007-FREMLIN-V1-S134-SEG-134C,precedes,O007-FREMLIN-V1-S134-SEG-134D,4,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V1-S134-REL-0005,O007-FREMLIN-V1-S134,O007-FREMLIN-V1-S134-SEG-134D,precedes,O007-FREMLIN-V1-S134-SEG-134E,5,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V1-S134-REL-0006,O007-FREMLIN-V1-S134,O007-FREMLIN-V1-S134-SEG-134E,precedes,O007-FREMLIN-V1-S134-SEG-134F,6,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V1-S134-REL-0007,O007-FREMLIN-V1-S134,O007-FREMLIN-V1-S134-SEG-134F,precedes,O007-FREMLIN-V1-S134-SEG-134G,7,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V1-S134-REL-0008,O007-FREMLIN-V1-S134,O007-FREMLIN-V1-S134-SEG-134G,precedes,O007-FREMLIN-V1-S134-SEG-134GB,8,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V1-S134-REL-0009,O007-FREMLIN-V1-S134,O007-FREMLIN-V1-S134-SEG-134GB,precedes,O007-FREMLIN-V1-S134-SEG-134H,9,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V1-S134-REL-0010,O007-FREMLIN-V1-S134,O007-FREMLIN-V1-S134-SEG-134H,precedes,O007-FREMLIN-V1-S134-SEG-134HB,10,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V1-S134-REL-0011,O007-FREMLIN-V1-S134,O007-FREMLIN-V1-S134-SEG-134HB,precedes,O007-FREMLIN-V1-S134-SEG-134HC,11,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V1-S134-REL-0012,O007-FREMLIN-V1-S134,O007-FREMLIN-V1-S134-SEG-134HC,precedes,O007-FREMLIN-V1-S134-SEG-134I,12,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V1-S134-REL-0013,O007-FREMLIN-V1-S134,O007-FREMLIN-V1-S134-SEG-134I,precedes,O007-FREMLIN-V1-S134-SEG-134IB,13,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V1-S134-REL-0014,O007-FREMLIN-V1-S134,O007-FREMLIN-V1-S134-SEG-134IB,precedes,O007-FREMLIN-V1-S134-SEG-134J,14,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V1-S134-REL-0015,O007-FREMLIN-V1-S134,O007-FREMLIN-V1-S134-SEG-134J,precedes,O007-FREMLIN-V1-S134-SEG-134JB,15,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V1-S134-REL-0016,O007-FREMLIN-V1-S134,O007-FREMLIN-V1-S134-SEG-134JB,precedes,O007-FREMLIN-V1-S134-SEG-134JC,16,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V1-S134-REL-0017,O007-FREMLIN-V1-S134,O007-FREMLIN-V1-S134-SEG-134JC,precedes,O007-FREMLIN-V1-S134-SEG-134K,17,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V1-S134-REL-0018,O007-FREMLIN-V1-S134,O007-FREMLIN-V1-S134-SEG-134K,precedes,O007-FREMLIN-V1-S134-SEG-134KB,18,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V1-S134-REL-0019,O007-FREMLIN-V1-S134,O007-FREMLIN-V1-S134-SEG-134KB,precedes,O007-FREMLIN-V1-S134-SEG-134KC,19,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V1-S134-REL-0020,O007-FREMLIN-V1-S134,O007-FREMLIN-V1-S134-SEG-134KC,precedes,O007-FREMLIN-V1-S134-SEG-134L,20,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V1-S134-REL-0021,O007-FREMLIN-V1-S134,O007-FREMLIN-V1-S134-SEG-134L,precedes,O007-FREMLIN-V1-S134-SEG-134X,21,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V1-S134-REL-0022,O007-FREMLIN-V1-S134,O007-FREMLIN-V1-S134-SEG-134X,precedes,O007-FREMLIN-V1-S134-SEG-134XA,22,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V1-S134-REL-0023,O007-FREMLIN-V1-S134,O007-FREMLIN-V1-S134-SEG-134XA,precedes,O007-FREMLIN-V1-S134-SEG-134XB,23,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V1-S134-REL-0024,O007-FREMLIN-V1-S134,O007-FREMLIN-V1-S134-SEG-134XB,precedes,O007-FREMLIN-V1-S134-SEG-134XC,24,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V1-S134-REL-0025,O007-FREMLIN-V1-S134,O007-FREMLIN-V1-S134-SEG-134XC,precedes,O007-FREMLIN-V1-S134-SEG-134XD,25,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V1-S134-REL-0026,O007-FREMLIN-V1-S134,O007-FREMLIN-V1-S134-SEG-134XD,precedes,O007-FREMLIN-V1-S134-SEG-134XE,26,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
