schema_version,record_type,id,unit_id,segment_id,relation_type,object_id,order,source_anchor,target_reference,resolution_status,source_locator,provenance
1.1.0,xref,O007-FREMLIN-V2-S273-XREF-0001,O007-FREMLIN-V2-S273,O007-FREMLIN-V2-S273-SEG-273-INTRO,source-reference,O007-FREMLIN-V2-S273-SEG-273D,1,273-intro,273D,resolved-in-unit,authority/fremlin/source/mt2.2016/mt273.tex:13,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S273-XREF-0002,O007-FREMLIN-V2-S273,O007-FREMLIN-V2-S273-SEG-273-INTRO,source-reference,O007-FREMLIN-V2-S273-SEG-273H,2,273-intro,273H,resolved-in-unit,authority/fremlin/source/mt2.2016/mt273.tex:13,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S273-XREF-0003,O007-FREMLIN-V2-S273,O007-FREMLIN-V2-S273-SEG-273-INTRO,source-reference,O007-FREMLIN-V2-S273-SEG-273I,3,273-intro,273I,resolved-in-unit,authority/fremlin/source/mt2.2016/mt273.tex:13,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S273-XREF-0004,O007-FREMLIN-V2-S273,O007-FREMLIN-V2-S273-SEG-273-INTRO,source-reference,O007-FREMLIN-V2-S273-SEG-273N,4,273-intro,273N,resolved-in-unit,authority/fremlin/source/mt2.2016/mt273.tex:16,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S273-XREF-0005,O007-FREMLIN-V2-S273,O007-FREMLIN-V2-S273-SEG-273B,source-reference,O007-FREMLIN-XREF-272H,5,273B,272H,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt273.tex:52,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S273-XREF-0006,O007-FREMLIN-V2-S273,O007-FREMLIN-V2-S273-SEG-273B,source-reference,O007-FREMLIN-XREF-245A,6,273B,245A,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt273.tex:58,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S273-XREF-0007,O007-FREMLIN-V2-S273,O007-FREMLIN-V2-S273-SEG-273B,source-reference,O007-FREMLIN-XREF-272V,7,273B,272V,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt273.tex:63,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S273-XREF-0008,O007-FREMLIN-V2-S273,O007-FREMLIN-V2-S273-SEG-273B,source-reference,O007-FREMLIN-V2-S273-SEG-273A,8,273B,273A,resolved-in-unit,authority/fremlin/source/mt2.2016/mt273.tex:82,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S273-XREF-0009,O007-FREMLIN-V2-S273,O007-FREMLIN-V2-S273-SEG-273B,source-reference,O007-FREMLIN-XREF-244Eb,9,273B,244Eb,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt273.tex:100,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S273-XREF-0010,O007-FREMLIN-V2-S273,O007-FREMLIN-V2-S273-SEG-273B,source-reference,O007-FREMLIN-XREF-272S,10,273B,272S,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt273.tex:105,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S273-XREF-0011,O007-FREMLIN-V2-S273,O007-FREMLIN-V2-S273-SEG-273B,source-reference,O007-FREMLIN-XREF-242F,11,273B,242F,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt273.tex:109,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S273-XREF-0012,O007-FREMLIN-V2-S273,O007-FREMLIN-V2-S273-SEG-273B,source-reference,O007-FREMLIN-XREF-245G,12,273B,245G,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt273.tex:110,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S273-XREF-0013,O007-FREMLIN-V2-S273,O007-FREMLIN-V2-S273-SEG-273B,source-reference,O007-FREMLIN-V2-S273-SEG-273XA,13,273B,273Xa,resolved-in-unit,authority/fremlin/source/mt2.2016/mt273.tex:120,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S273-XREF-0014,O007-FREMLIN-V2-S273,O007-FREMLIN-V2-S273-SEG-273B,source-reference,O007-FREMLIN-XREF-276B,14,273B,276B,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt273.tex:120,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S273-XREF-0015,O007-FREMLIN-V2-S273,O007-FREMLIN-V2-S273-SEG-273D,source-reference,O007-FREMLIN-XREF-272E,15,273D,272E,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt273.tex:221,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S273-XREF-0016,O007-FREMLIN-V2-S273,O007-FREMLIN-V2-S273-SEG-273D,source-reference,O007-FREMLIN-V2-S273-SEG-273B,16,273D,273B,resolved-in-unit,authority/fremlin/source/mt2.2016/mt273.tex:227,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S273-XREF-0017,O007-FREMLIN-V2-S273,O007-FREMLIN-V2-S273-SEG-273D,source-reference,O007-FREMLIN-V2-S273-SEG-273,17,273D,273Cb,resolved-in-unit,authority/fremlin/source/mt2.2016/mt273.tex:228,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S273-XREF-0018,O007-FREMLIN-V2-S273,O007-FREMLIN-V2-S273-SEG-273E,source-reference,O007-FREMLIN-V2-S273-SEG-273D,18,273E,273D,resolved-in-unit,authority/fremlin/source/mt2.2016/mt273.tex:256,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S273-XREF-0019,O007-FREMLIN-V2-S273,O007-FREMLIN-V2-S273-SEG-273E,source-reference,O007-FREMLIN-XREF-276C,19,273E,276C,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt273.tex:258,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S273-XREF-0020,O007-FREMLIN-V2-S273,O007-FREMLIN-V2-S273-SEG-273F,source-reference,O007-FREMLIN-V2-S273-SEG-273D,20,273F,273D,resolved-in-unit,authority/fremlin/source/mt2.2016/mt273.tex:275,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
