schema_version,record_type,id,unit_id,segment_id,relation_type,object_id,order,source_anchor,target_reference,resolution_status,source_locator,provenance
1.1.0,xref,O007-FREMLIN-V2-S216-XREF-0001,O007-FREMLIN-V2-S216,O007-FREMLIN-V2-S216-SEG-216-INTRO,source-reference,O007-FREMLIN-XREF-211A,1,216-intro,211A,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt216.tex:17,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S216-XREF-0002,O007-FREMLIN-V2-S216,O007-FREMLIN-V2-S216-SEG-216-INTRO,source-reference,O007-FREMLIN-XREF-211K,2,216-intro,211K,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt216.tex:17,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S216-XREF-0003,O007-FREMLIN-V2-S216,O007-FREMLIN-V2-S216-SEG-216-INTRO,source-reference,O007-FREMLIN-XREF-211L,3,216-intro,211L,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt216.tex:21,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S216-XREF-0004,O007-FREMLIN-V2-S216,O007-FREMLIN-V2-S216-SEG-216-INTRO,source-reference,O007-FREMLIN-XREF-211M,4,216-intro,211M,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt216.tex:69,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S216-XREF-0005,O007-FREMLIN-V2-S216,O007-FREMLIN-V2-S216-SEG-216-INTRO,source-reference,O007-FREMLIN-XREF-211R,5,216-intro,211R,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt216.tex:69,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S216-XREF-0006,O007-FREMLIN-V2-S216,O007-FREMLIN-V2-S216-SEG-216A,source-reference,O007-FREMLIN-XREF-211M,6,216A,211M,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt216.tex:72,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S216-XREF-0007,O007-FREMLIN-V2-S216,O007-FREMLIN-V2-S216-SEG-216A,source-reference,O007-FREMLIN-XREF-211P,7,216A,211P,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt216.tex:72,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S216-XREF-0008,O007-FREMLIN-V2-S216,O007-FREMLIN-V2-S216-SEG-216A,source-reference,O007-FREMLIN-XREF-211Qa,8,216A,211Qa,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt216.tex:72,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S216-XREF-0009,O007-FREMLIN-V2-S216,O007-FREMLIN-V2-S216-SEG-216D,source-reference,O007-FREMLIN-XREF-211R,9,*216D,211R,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt216.tex:216,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S216-XREF-0010,O007-FREMLIN-V2-S216,O007-FREMLIN-V2-S216-SEG-216E,source-reference,O007-FREMLIN-XREF-111Ga,10,*216E,111Ga,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt216.tex:397,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S216-XREF-0011,O007-FREMLIN-V2-S216,O007-FREMLIN-V2-S216-SEG-216X,source-reference,O007-FREMLIN-V2-S216-SEG-216C,11,216X,216C,resolved-in-unit,authority/fremlin/source/mt2.2016/mt216.tex:514,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S216-XREF-0012,O007-FREMLIN-V2-S216,O007-FREMLIN-V2-S216-SEG-216XB,source-reference,O007-FREMLIN-V2-S216-SEG-216D,12,216Xb,216D,resolved-in-unit,authority/fremlin/source/mt2.2016/mt216.tex:518,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S216-XREF-0013,O007-FREMLIN-V2-S216,O007-FREMLIN-V2-S216-SEG-216XC,source-reference,O007-FREMLIN-V2-S216-SEG-216YA,13,216Xc,216Ya,resolved-in-unit,authority/fremlin/source/mt2.2016/mt216.tex:526,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S216-XREF-0014,O007-FREMLIN-V2-S216,O007-FREMLIN-V2-S216-SEG-216XC,source-reference,O007-FREMLIN-XREF-252Yq,14,216Xc,252Yq,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt216.tex:526,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S216-XREF-0015,O007-FREMLIN-V2-S216,O007-FREMLIN-V2-S216-SEG-216XC,source-reference,O007-FREMLIN-XREF-252Ys,15,216Xc,252Ys,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt216.tex:526,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S216-XREF-0016,O007-FREMLIN-V2-S216,O007-FREMLIN-V2-S216-SEG-216XC,source-reference,O007-FREMLIN-V2-S216-SEG-216C,16,216Xc,216C,resolved-in-unit,authority/fremlin/source/mt2.2016/mt216.tex:527,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S216-XREF-0017,O007-FREMLIN-V2-S216,O007-FREMLIN-V2-S216-SEG-216XC,source-reference,O007-FREMLIN-V2-S216-SEG-216D,17,216Xc,216D,resolved-in-unit,authority/fremlin/source/mt2.2016/mt216.tex:527,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S216-XREF-0018,O007-FREMLIN-V2-S216,O007-FREMLIN-V2-S216-SEG-216XC,source-reference,O007-FREMLIN-V2-S216-SEG-216E,18,216Xc,216E,resolved-in-unit,authority/fremlin/source/mt2.2016/mt216.tex:527,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S216-XREF-0019,O007-FREMLIN-V2-S216,O007-FREMLIN-V2-S216-SEG-216YC,source-reference,O007-FREMLIN-V2-S216-SEG-216E,19,216Yc,216E,resolved-in-unit,authority/fremlin/source/mt2.2016/mt216.tex:584,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
