schema_version,record_type,id,unit_id,subject_id,relation_type,object_id,order,provenance
1.1.0,relation,O007-FREMLIN-V2-S216-REL-0001,O007-FREMLIN-V2-S216,O007-FREMLIN-V2-S216-SEG-216-INTRO,precedes,O007-FREMLIN-V2-S216-SEG-216A,1,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S216-REL-0002,O007-FREMLIN-V2-S216,O007-FREMLIN-V2-S216-SEG-216A,precedes,O007-FREMLIN-V2-S216-SEG-216B,2,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S216-REL-0003,O007-FREMLIN-V2-S216,O007-FREMLIN-V2-S216-SEG-216B,precedes,O007-FREMLIN-V2-S216-SEG-216C,3,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S216-REL-0004,O007-FREMLIN-V2-S216,O007-FREMLIN-V2-S216-SEG-216C,precedes,O007-FREMLIN-V2-S216-SEG-216D,4,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S216-REL-0005,O007-FREMLIN-V2-S216,O007-FREMLIN-V2-S216-SEG-216D,precedes,O007-FREMLIN-V2-S216-SEG-216E,5,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S216-REL-0006,O007-FREMLIN-V2-S216,O007-FREMLIN-V2-S216-SEG-216E,precedes,O007-FREMLIN-V2-S216-SEG-216X,6,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S216-REL-0007,O007-FREMLIN-V2-S216,O007-FREMLIN-V2-S216-SEG-216X,precedes,O007-FREMLIN-V2-S216-SEG-216XA,7,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S216-REL-0008,O007-FREMLIN-V2-S216,O007-FREMLIN-V2-S216-SEG-216XA,precedes,O007-FREMLIN-V2-S216-SEG-216XB,8,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S216-REL-0009,O007-FREMLIN-V2-S216,O007-FREMLIN-V2-S216-SEG-216XB,precedes,O007-FREMLIN-V2-S216-SEG-216XC,9,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S216-REL-0010,O007-FREMLIN-V2-S216,O007-FREMLIN-V2-S216-SEG-216XC,precedes,O007-FREMLIN-V2-S216-SEG-216Y,10,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S216-REL-0011,O007-FREMLIN-V2-S216,O007-FREMLIN-V2-S216-SEG-216Y,precedes,O007-FREMLIN-V2-S216-SEG-216YA,11,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S216-REL-0012,O007-FREMLIN-V2-S216,O007-FREMLIN-V2-S216-SEG-216YA,precedes,O007-FREMLIN-V2-S216-SEG-216YB,12,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
