schema_version,record_type,id,unit_id,subject_id,relation_type,object_id,order,provenance
1.1.0,relation,O007-FREMLIN-V1-S136-REL-0001,O007-FREMLIN-V1-S136,O007-FREMLIN-V1-S136-SEG-136-INTRO,precedes,O007-FREMLIN-V1-S136-SEG-136A,1,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V1-S136-REL-0002,O007-FREMLIN-V1-S136,O007-FREMLIN-V1-S136-SEG-136A,precedes,O007-FREMLIN-V1-S136-SEG-136B,2,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V1-S136-REL-0003,O007-FREMLIN-V1-S136,O007-FREMLIN-V1-S136-SEG-136B,precedes,O007-FREMLIN-V1-S136-SEG-136C,3,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V1-S136-REL-0004,O007-FREMLIN-V1-S136,O007-FREMLIN-V1-S136-SEG-136C,precedes,O007-FREMLIN-V1-S136-SEG-136D,4,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V1-S136-REL-0005,O007-FREMLIN-V1-S136,O007-FREMLIN-V1-S136-SEG-136D,precedes,O007-FREMLIN-V1-S136-SEG-136E,5,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V1-S136-REL-0006,O007-FREMLIN-V1-S136,O007-FREMLIN-V1-S136-SEG-136E,precedes,O007-FREMLIN-V1-S136-SEG-136F,6,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V1-S136-REL-0007,O007-FREMLIN-V1-S136,O007-FREMLIN-V1-S136-SEG-136F,precedes,O007-FREMLIN-V1-S136-SEG-136FB,7,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V1-S136-REL-0008,O007-FREMLIN-V1-S136,O007-FREMLIN-V1-S136-SEG-136FB,precedes,O007-FREMLIN-V1-S136-SEG-136FC,8,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V1-S136-REL-0009,O007-FREMLIN-V1-S136,O007-FREMLIN-V1-S136-SEG-136FC,precedes,O007-FREMLIN-V1-S136-SEG-136G,9,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V1-S136-REL-0010,O007-FREMLIN-V1-S136,O007-FREMLIN-V1-S136-SEG-136G,precedes,O007-FREMLIN-V1-S136-SEG-136H,10,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V1-S136-REL-0011,O007-FREMLIN-V1-S136,O007-FREMLIN-V1-S136-SEG-136H,precedes,O007-FREMLIN-V1-S136-SEG-136X,11,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V1-S136-REL-0012,O007-FREMLIN-V1-S136,O007-FREMLIN-V1-S136-SEG-136X,precedes,O007-FREMLIN-V1-S136-SEG-136XA,12,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V1-S136-REL-0013,O007-FREMLIN-V1-S136,O007-FREMLIN-V1-S136-SEG-136XA,precedes,O007-FREMLIN-V1-S136-SEG-136XB,13,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V1-S136-REL-0014,O007-FREMLIN-V1-S136,O007-FREMLIN-V1-S136-SEG-136XB,precedes,O007-FREMLIN-V1-S136-SEG-136XC,14,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V1-S136-REL-0015,O007-FREMLIN-V1-S136,O007-FREMLIN-V1-S136-SEG-136XC,precedes,O007-FREMLIN-V1-S136-SEG-136XD,15,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V1-S136-REL-0016,O007-FREMLIN-V1-S136,O007-FREMLIN-V1-S136-SEG-136XD,precedes,O007-FREMLIN-V1-S136-SEG-136XE,16,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V1-S136-REL-0017,O007-FREMLIN-V1-S136,O007-FREMLIN-V1-S136-SEG-136XE,precedes,O007-FREMLIN-V1-S136-SEG-136XF,17,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V1-S136-REL-0018,O007-FREMLIN-V1-S136,O007-FREMLIN-V1-S136-SEG-136XF,precedes,O007-FREMLIN-V1-S136-SEG-136XG,18,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
