schema_version,record_type,id,unit_id,rights_id,parent_id,order,source_anchor,semantic_anchor,target_anchor,anchor_kind,anchor_is_synthesized,segment_kind,source_label,target_label,source_line_start,source_line_end,target_line_start,target_line_end,source_char_start,source_char_end,target_char_start,target_char_end,source_segment_sha256,target_segment_sha256,provenance
1.1.0,segment,O007-FREMLIN-V2-S265-SEG-265-INTRO,O007-FREMLIN-V2-S265,O007-RIGHTS-FREMLIN-DSL,,1,265,265-intro,265-intro,unmarked-unit-introduction,false,exposition,265-intro,265-intro,10,22,10,21,173,947,172,934,536ee11a4fbade77ca4581369a06cc77ee991e007620447d7a28393fb7a12230,194c00f95f3c8c042217f269c8d78a7a17d39b7b21c423eaf16c982ffb15ff05,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S265-SEG-265A,O007-FREMLIN-V2-S265,O007-RIGHTS-FREMLIN-DSL,,2,265A,265A,265A,explicit,false,exposition,265A,265A,23,37,22,36,947,1731,934,1816,f09928f986d5be46e0f8a73a7a7dfb98876f0e71c34dc03f4bb71ebd24f288ef,7b33a3b971364ffb4a95e831d4533f326fec198fffca9997546ac831f7e8c0ea,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S265-SEG-265B,O007-FREMLIN-V2-S265,O007-RIGHTS-FREMLIN-DSL,,3,265B,265B,265B,explicit,false,exposition,265B,265B,38,151,37,143,1731,5628,1816,5891,e7469903cb961232000c1711f179c93043e4c1de7ebadd1dec4ab43a197553c1,ac26275eed6b385f84b6ae9c64148a09e5bb655897ffb9a7bde62f0d92c0127b,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S265-SEG-265C,O007-FREMLIN-V2-S265,O007-RIGHTS-FREMLIN-DSL,,4,265C,265C,265C,explicit,false,exposition,265C,265C,152,177,144,167,5628,6285,5891,6564,864cfa6871bb609e7b4ab5b6c741a33efb5324b4c13c11f6383ffef447b1fe3f,f8b073e873e8a5cdf32b2da42b5108059a2025793a7d2f86ef64091c3f99447a,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S265-SEG-265D,O007-FREMLIN-V2-S265,O007-RIGHTS-FREMLIN-DSL,,5,265D,265D,265D,explicit,false,exposition,265D,265D,178,268,168,259,6285,9114,6564,9546,aafda6befd92117494de6b391f081057d50c5c0f55e6caeefe2888fbb3c5391c,a9c90fa8f9d97761bc4cf51001004a3c65dec8622be702101e93495680216211,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S265-SEG-265E,O007-FREMLIN-V2-S265,O007-RIGHTS-FREMLIN-DSL,,6,265E,265E,265E,explicit,false,exposition,265E,265E,269,549,260,557,9114,18969,9546,20041,a9ec64302ab7516d283b4c4f654dc327d1eee41f4b583e68b942a34c08ebf61e,0aa2547c875841581526595ca5fd9e57efb65614be958e58458acbc32b0bcd05,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S265-SEG-265F,O007-FREMLIN-V2-S265,O007-RIGHTS-FREMLIN-DSL,,7,265F,265F,265F,explicit,false,exposition,265F,265F,550,642,558,654,18969,22341,20041,23611,b9fa694623878dae871511c11571d2364bcd4da378ef12ade3ae010b693f1deb,97566d7256ef2e229748858a061bffd1e27a239f2da2435ae7f8ee14983de6b2,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S265-SEG-265G,O007-FREMLIN-V2-S265,O007-RIGHTS-FREMLIN-DSL,,8,265G,265G,265G,explicit,false,exposition,265G,265G,643,718,655,727,22341,25163,23611,26531,038db9494fffb80aaa3f0964be0aaff415c74b03067af8c3fff686764ce8d860,2fb52106ef01d4f198da427b4c11cd0c292c243f0b950b126c33de356f4d77e1,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S265-SEG-265H,O007-FREMLIN-V2-S265,O007-RIGHTS-FREMLIN-DSL,,9,265H,265H,265H,explicit,false,exposition,265H,265H,719,735,728,745,25163,25723,26531,27130,13bad630d6d236601ab1d90d1066c97071f42ba6f02ae0fd45de83d23b18e802,5cf9c391f996e8fc14c96ad3c7e140f06afa8f1f080488cd3e5a0cf1d5a8672f,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S265-SEG-265X,O007-FREMLIN-V2-S265,O007-RIGHTS-FREMLIN-DSL,,10,265X,265X,265X,explicit,false,exercise,265X,265X,736,742,746,751,25723,25975,27130,27423,04472c8a58e15f4b16dd067e7e419eead5dcf3548432bbab9955e069cae7548a,8caa36d8d333c36e3fc78d5587cd8a2e8bc20d99eae6464dd7b4dc74623de409,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
