schema_version,record_type,id,unit_id,subject_id,relation_type,object_id,order,provenance
1.1.0,relation,O007-FREMLIN-V2-S271-REL-0001,O007-FREMLIN-V2-S271,O007-FREMLIN-V2-S271-SEG-271-INTRO,precedes,O007-FREMLIN-V2-S271-SEG-271A,1,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S271-REL-0002,O007-FREMLIN-V2-S271,O007-FREMLIN-V2-S271-SEG-271A,precedes,O007-FREMLIN-V2-S271-SEG-271AB,2,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S271-REL-0003,O007-FREMLIN-V2-S271,O007-FREMLIN-V2-S271-SEG-271AB,precedes,O007-FREMLIN-V2-S271-SEG-271AC,3,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S271-REL-0004,O007-FREMLIN-V2-S271,O007-FREMLIN-V2-S271-SEG-271AC,precedes,O007-FREMLIN-V2-S271-SEG-271AD,4,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S271-REL-0005,O007-FREMLIN-V2-S271,O007-FREMLIN-V2-S271-SEG-271AD,precedes,O007-FREMLIN-V2-S271-SEG-271B,5,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S271-REL-0006,O007-FREMLIN-V2-S271,O007-FREMLIN-V2-S271-SEG-271B,precedes,O007-FREMLIN-V2-S271-SEG-271C,6,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S271-REL-0007,O007-FREMLIN-V2-S271,O007-FREMLIN-V2-S271-SEG-271C,precedes,O007-FREMLIN-V2-S271-SEG-271D,7,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S271-REL-0008,O007-FREMLIN-V2-S271,O007-FREMLIN-V2-S271-SEG-271D,precedes,O007-FREMLIN-V2-S271-SEG-271DB,8,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S271-REL-0009,O007-FREMLIN-V2-S271,O007-FREMLIN-V2-S271-SEG-271DB,precedes,O007-FREMLIN-V2-S271-SEG-271DC,9,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S271-REL-0010,O007-FREMLIN-V2-S271,O007-FREMLIN-V2-S271-SEG-271DC,precedes,O007-FREMLIN-V2-S271-SEG-271DD,10,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S271-REL-0011,O007-FREMLIN-V2-S271,O007-FREMLIN-V2-S271-SEG-271DD,precedes,O007-FREMLIN-V2-S271-SEG-271E,11,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S271-REL-0012,O007-FREMLIN-V2-S271,O007-FREMLIN-V2-S271-SEG-271E,precedes,O007-FREMLIN-V2-S271-SEG-271F,12,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S271-REL-0013,O007-FREMLIN-V2-S271,O007-FREMLIN-V2-S271-SEG-271F,precedes,O007-FREMLIN-V2-S271-SEG-271G,13,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S271-REL-0014,O007-FREMLIN-V2-S271,O007-FREMLIN-V2-S271-SEG-271G,precedes,O007-FREMLIN-V2-S271-SEG-271GB,14,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S271-REL-0015,O007-FREMLIN-V2-S271,O007-FREMLIN-V2-S271-SEG-271GB,precedes,O007-FREMLIN-V2-S271-SEG-271H,15,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S271-REL-0016,O007-FREMLIN-V2-S271,O007-FREMLIN-V2-S271-SEG-271H,precedes,O007-FREMLIN-V2-S271-SEG-271I,16,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S271-REL-0017,O007-FREMLIN-V2-S271,O007-FREMLIN-V2-S271-SEG-271I,precedes,O007-FREMLIN-V2-S271-SEG-271J,17,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S271-REL-0018,O007-FREMLIN-V2-S271,O007-FREMLIN-V2-S271-SEG-271J,precedes,O007-FREMLIN-V2-S271-SEG-271K,18,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S271-REL-0019,O007-FREMLIN-V2-S271,O007-FREMLIN-V2-S271-SEG-271K,precedes,O007-FREMLIN-V2-S271-SEG-271L,19,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S271-REL-0020,O007-FREMLIN-V2-S271,O007-FREMLIN-V2-S271-SEG-271L,precedes,O007-FREMLIN-V2-S271-SEG-271X,20,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S271-REL-0021,O007-FREMLIN-V2-S271,O007-FREMLIN-V2-S271-SEG-271X,precedes,O007-FREMLIN-V2-S271-SEG-271XA,21,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S271-REL-0022,O007-FREMLIN-V2-S271,O007-FREMLIN-V2-S271-SEG-271XA,precedes,O007-FREMLIN-V2-S271-SEG-271XB,22,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S271-REL-0023,O007-FREMLIN-V2-S271,O007-FREMLIN-V2-S271-SEG-271XB,precedes,O007-FREMLIN-V2-S271-SEG-271XC,23,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S271-REL-0024,O007-FREMLIN-V2-S271,O007-FREMLIN-V2-S271-SEG-271XC,precedes,O007-FREMLIN-V2-S271-SEG-271XD,24,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S271-REL-0025,O007-FREMLIN-V2-S271,O007-FREMLIN-V2-S271-SEG-271XD,precedes,O007-FREMLIN-V2-S271-SEG-271XE,25,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S271-REL-0026,O007-FREMLIN-V2-S271,O007-FREMLIN-V2-S271-SEG-271XE,precedes,O007-FREMLIN-V2-S271-SEG-271XF,26,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S271-REL-0027,O007-FREMLIN-V2-S271,O007-FREMLIN-V2-S271-SEG-271XF,precedes,O007-FREMLIN-V2-S271-SEG-271Y,27,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S271-REL-0028,O007-FREMLIN-V2-S271,O007-FREMLIN-V2-S271-SEG-271Y,precedes,O007-FREMLIN-V2-S271-SEG-271YA,28,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S271-REL-0029,O007-FREMLIN-V2-S271,O007-FREMLIN-V2-S271-SEG-271YA,precedes,O007-FREMLIN-V2-S271-SEG-271YB,29,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S271-REL-0030,O007-FREMLIN-V2-S271,O007-FREMLIN-V2-S271-SEG-271YB,precedes,O007-FREMLIN-V2-S271-SEG-271YC,30,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S271-REL-0031,O007-FREMLIN-V2-S271,O007-FREMLIN-V2-S271-SEG-271YC,precedes,O007-FREMLIN-V2-S271-SEG-271YD,31,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S271-REL-0032,O007-FREMLIN-V2-S271,O007-FREMLIN-V2-S271-SEG-271YD,precedes,O007-FREMLIN-V2-S271-SEG-271YE,32,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S271-REL-0033,O007-FREMLIN-V2-S271,O007-FREMLIN-V2-S271-SEG-271YE,precedes,O007-FREMLIN-V2-S271-SEG-271,33,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S271-REL-0034,O007-FREMLIN-V2-S271,O007-FREMLIN-V2-S271-SEG-271XA,semantic-child-of,O007-FREMLIN-V2-S271-SEG-271X,34,"{""basis"":""implicit Xa or Ya source identity"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S271-REL-0035,O007-FREMLIN-V2-S271,O007-FREMLIN-V2-S271-SEG-271YA,semantic-child-of,O007-FREMLIN-V2-S271-SEG-271Y,35,"{""basis"":""implicit Xa or Ya source identity"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S271-REL-0036,O007-FREMLIN-V2-S271,O007-FREMLIN-V2-S271-PROOF-271B,proof-of,O007-FREMLIN-V2-S271-RESULT-271B,36,"{""basis"":""complete proof association"",""kind"":""semantic-relation""}"
