schema_version,record_type,id,unit_id,rights_id,parent_id,order,source_anchor,semantic_anchor,target_anchor,anchor_kind,anchor_is_synthesized,segment_kind,source_label,target_label,source_line_start,source_line_end,target_line_start,target_line_end,source_char_start,source_char_end,target_char_start,target_char_end,source_segment_sha256,target_segment_sha256,provenance
1.1.0,segment,O007-FREMLIN-V2-S241-SEG-241-INTRO,O007-FREMLIN-V2-S241,O007-RIGHTS-FREMLIN-DSL,,1,241,241-intro,241-intro,unmarked-unit-introduction,false,exposition,241-intro,241-intro,12,32,12,32,171,1333,168,1407,b0cb15d812f51d93ff78bae4ec705f264a2944c20283e4188c45a3c81dbfcb1d,5d30d9b7c3b8669671949658759cbde851d030b76de696e9b461ccd06be7f269,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S241-SEG-241A,O007-FREMLIN-V2-S241,O007-RIGHTS-FREMLIN-DSL,,2,241A,241A,241A,explicit,false,exposition,241A,241A,33,44,33,43,1333,1918,1407,2042,647ecaf4ff56d4d42b34966d35ec6996de6b8593d25da7060e61b52eecb0db2c,87b9b338b38a0e336dc384e905a16db0ed6c5f13320b06c8ab91c8f8d0be12b9,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S241-SEG-241B,O007-FREMLIN-V2-S241,O007-RIGHTS-FREMLIN-DSL,,3,241B,241B,241B,explicit,false,exposition,241B,241B,45,55,44,54,1918,2369,2042,2540,8bf974789107e0abc99d25df689c7012763a75d26c81cf60cf69c2add9068928,a7c9e979c341a5dbcfcc2ec41d6d9bcd88aa10aa29c4a4c59c134e5d75baeb07,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S241-SEG-241BB,O007-FREMLIN-V2-S241,O007-RIGHTS-FREMLIN-DSL,,4,241Bb,241Bb,241Bb,explicit,false,exposition,241Bb,241Bb,56,59,55,59,2369,2571,2540,2738,9a87fd9d19034a0117085c4711614151b255de15fd64dce6c03e6571577c7a85,9b58e4886902077c68a5cd525ea10eaf195ea8f723015b12534c77e3ed555337,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S241-SEG-241BC,O007-FREMLIN-V2-S241,O007-RIGHTS-FREMLIN-DSL,,5,241Bc,241Bc,241Bc,explicit,false,exposition,241Bc,241Bc,60,62,60,62,2571,2663,2738,2834,9063cb8f2b6648eaefc21426f7ec714a010ece48f57f4c8f7dea41b0f0a326a4,c400b65c6b3d4716823549f24e3d683930290b4bfa4927a3b5f20f83daa459e6,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S241-SEG-241BD,O007-FREMLIN-V2-S241,O007-RIGHTS-FREMLIN-DSL,,6,241Bd,241Bd,241Bd,explicit,false,exposition,241Bd,241Bd,63,65,63,65,2663,2753,2834,2928,4248dde5f1babc48c841dfff6b74f849c0067db34ef42bad5b0c9022603bcc64,91237d05d33f2efe9d56c4e3939d57f067f51653c03c42dd77795cc8c056f9ca,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S241-SEG-241BE,O007-FREMLIN-V2-S241,O007-RIGHTS-FREMLIN-DSL,,7,241Be,241Be,241Be,explicit,false,exposition,241Be,241Be,66,68,66,68,2753,2876,2928,3047,c6c80d67ead0b72ea4a439a1d7feb5561cf964fa7d3f3daffa1120171adfc88d,6ec45efda836fc095b86231161ffd1e703405e465d8e8489c771b5422cb37334,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S241-SEG-241BF,O007-FREMLIN-V2-S241,O007-RIGHTS-FREMLIN-DSL,,8,241Bf,241Bf,241Bf,explicit,false,exposition,241Bf,241Bf,69,73,69,73,2876,3086,3047,3273,6f99d14b51c41a31372202ed635d7faf6ed1ed8153188949af740902b7b09b66,4deace0dd305cf6f0e0b08c7c15e997a929a0042305e6c74801c05b1b62030fd,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S241-SEG-241BG,O007-FREMLIN-V2-S241,O007-RIGHTS-FREMLIN-DSL,,9,241Bg,241Bg,241Bg,explicit,false,exposition,241Bg,241Bg,74,78,74,78,3086,3296,3273,3499,68f8bdca335529c6c3432515700c6d4b8762be2ef2b790fb694246689b176f10,e332772a50fa0010a25c834208313a66457a0d7319a66b43fe4dd466f9cd03dd,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S241-SEG-241BH,O007-FREMLIN-V2-S241,O007-RIGHTS-FREMLIN-DSL,,10,241Bh,241Bh,241Bh,explicit,false,exposition,241Bh,241Bh,79,83,79,83,3296,3506,3499,3725,9288c500b1ad2203f6e24aa49a3f4ccf28df5883350cfc107c4955dff0ca4ae7,0a5f0a28752005933cc602c02844f4f55ace39ec922e177ff68b163dfde76663,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S241-SEG-241BI,O007-FREMLIN-V2-S241,O007-RIGHTS-FREMLIN-DSL,,11,241Bi,241Bi,241Bi,explicit,false,exposition,241Bi,241Bi,84,88,84,88,3506,3719,3725,3954,1c57d9cde711c1eeb043c2f3ccdabc2aa57a20734dd766658ffd25134bfd982b,e6e4bbe016d1987f7eadbde339f5a818b544707809391e55d37a6127410e4959,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S241-SEG-241BJ,O007-FREMLIN-V2-S241,O007-RIGHTS-FREMLIN-DSL,,12,241Bj,241Bj,241Bj,explicit,false,exposition,241Bj,241Bj,89,93,89,93,3719,3932,3954,4183,ed24ffd4b1130b89c1515c3f173fcaaf0be178eaf584b2bf74e5c838ce822ba2,42bb8263c9d78ca9d6bb07108e7ba5e6bfce2253e486cc0c98976c55e929dc1c,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S241-SEG-241BK,O007-FREMLIN-V2-S241,O007-RIGHTS-FREMLIN-DSL,,13,241Bk,241Bk,241Bk,explicit,false,exposition,241Bk,241Bk,94,104,94,106,3932,4593,4183,4896,ae4ce300caf3d67e67b6be911e39ed127d2a65ea017d1df8987401a49d79503a,376aea800f8228799b07a344903286d80b686dac6fb6d82a981133866e814fab,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S241-SEG-241C,O007-FREMLIN-V2-S241,O007-RIGHTS-FREMLIN-DSL,,14,241C,241C,241C,explicit,false,exposition,241C,241C,105,111,107,112,4593,4912,4896,5241,ace04a58399ca6d8034d1e3a6a472e2ffdbdc8ec6816c89d50695fa4aa06a7c2,db5bbdfb4c2bbdbe39aff3e083227e1bc28e291585d1c3277ea53058ebb70eb9,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S241-SEG-241D,O007-FREMLIN-V2-S241,O007-RIGHTS-FREMLIN-DSL,,15,241D,241D,241D,explicit,false,exposition,241D,241D,112,114,113,116,4912,5053,5241,5389,928287c73ff78b039f44a8dfa51a6e4ce2023023894d41dbcba557fedb20774c,c07d8cecaaea76e3c30c0949bb6e1a5b9b691b90e121bd73d50e0f5459e33c76,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S241-SEG-241DA,O007-FREMLIN-V2-S241,O007-RIGHTS-FREMLIN-DSL,,16,241Da,241Da,241Da,explicit,false,exposition,241Da,241Da,115,121,117,122,5053,5308,5389,5678,841760f8b9e56f9a514ade40dabc69acc0af514b66e249b7c686c0a1bb3b5423,0fdd8609c7a6943854fe2856d6c09730ce37762e36c7eefad11cbaa66ba2f3cc,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S241-SEG-241DB,O007-FREMLIN-V2-S241,O007-RIGHTS-FREMLIN-DSL,,17,241Db,241Db,241Db,explicit,false,exposition,241Db,241Db,122,128,123,129,5308,5570,5678,5968,3a08cff2ddc0afb96aea7137f3f8dfcff5099f09f0ece8914c317a18d210cc8e,1d71ae03fc1c5d6de7215e29c9f2cacff242f8843d75ee1ce268c49c59a4a384,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
1.1.0,segment,O007-FREMLIN-V2-S241-SEG-241DC,O007-FREMLIN-V2-S241,O007-RIGHTS-FREMLIN-DSL,,18,241Dc,241Dc,241Dc,explicit,false,exposition,241Dc,241Dc,129,204,130,207,5570,7058,5968,7563,009a20a8fa943f3150a686388508c4f016d3ec928f03dc9dec3ba12c8047f4ef,f30cd9d7dc307417d5b2a7f36f6a3e4e1a670038de39f3e50bbeb758a38a0af3,"{""basis"":""exact bounded source and target character ranges"",""kind"":""source-target-segment-map""}"
