schema_version,record_type,id,unit_id,segment_id,relation_type,object_id,order,source_anchor,target_reference,resolution_status,source_locator,provenance
1.1.0,xref,O007-FREMLIN-V2-S241-XREF-0001,O007-FREMLIN-V2-S241,O007-FREMLIN-V2-S241-SEG-241A,source-reference,O007-FREMLIN-XREF-212Fa,1,241A,212Fa,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt241.tex:43,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S241-XREF-0002,O007-FREMLIN-V2-S241,O007-FREMLIN-V2-S241-SEG-241B,source-reference,O007-FREMLIN-XREF-121Ea,2,241B,121Ea,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt241.tex:54,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S241-XREF-0003,O007-FREMLIN-V2-S241,O007-FREMLIN-V2-S241-SEG-241BB,source-reference,O007-FREMLIN-XREF-121Eb,3,241Bb,121Eb,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt241.tex:58,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S241-XREF-0004,O007-FREMLIN-V2-S241,O007-FREMLIN-V2-S241-SEG-241BC,source-reference,O007-FREMLIN-XREF-121Ec,4,241Bc,121Ec,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt241.tex:61,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S241-XREF-0005,O007-FREMLIN-V2-S241,O007-FREMLIN-V2-S241-SEG-241BD,source-reference,O007-FREMLIN-XREF-121Ed,5,241Bd,121Ed,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt241.tex:64,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S241-XREF-0006,O007-FREMLIN-V2-S241,O007-FREMLIN-V2-S241-SEG-241BE,source-reference,O007-FREMLIN-XREF-121Eg,6,241Be,121Eg,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt241.tex:67,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S241-XREF-0007,O007-FREMLIN-V2-S241,O007-FREMLIN-V2-S241-SEG-241BF,source-reference,O007-FREMLIN-XREF-121Fa,7,241Bf,121Fa,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt241.tex:72,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S241-XREF-0008,O007-FREMLIN-V2-S241,O007-FREMLIN-V2-S241-SEG-241BG,source-reference,O007-FREMLIN-XREF-121Fb,8,241Bg,121Fb,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt241.tex:77,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S241-XREF-0009,O007-FREMLIN-V2-S241,O007-FREMLIN-V2-S241-SEG-241BH,source-reference,O007-FREMLIN-XREF-121Fc,9,241Bh,121Fc,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt241.tex:82,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S241-XREF-0010,O007-FREMLIN-V2-S241,O007-FREMLIN-V2-S241-SEG-241BI,source-reference,O007-FREMLIN-XREF-121Fd,10,241Bi,121Fd,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt241.tex:87,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
