schema_version,record_type,id,unit_id,subject_id,relation_type,object_id,order,provenance
1.1.0,relation,O007-FREMLIN-V1-S122-REL-001,O007-FREMLIN-V1-S122,O007-FREMLIN-V1-S122-SEG-122BA,semantic-child-of,O007-FREMLIN-V1-S122-SEG-122B,1,"{""basis"":""implicit printed clause topology"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S122-REL-002,O007-FREMLIN-V1-S122,O007-FREMLIN-V1-S122-SEG-122BB,semantic-child-of,O007-FREMLIN-V1-S122-SEG-122B,2,"{""basis"":""implicit printed clause topology"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S122-REL-003,O007-FREMLIN-V1-S122,O007-FREMLIN-V1-S122-SEG-122BC,semantic-child-of,O007-FREMLIN-V1-S122-SEG-122B,3,"{""basis"":""implicit printed clause topology"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S122-REL-004,O007-FREMLIN-V1-S122,O007-FREMLIN-V1-S122-SEG-122BD,semantic-child-of,O007-FREMLIN-V1-S122-SEG-122B,4,"{""basis"":""implicit printed clause topology"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S122-REL-005,O007-FREMLIN-V1-S122,O007-FREMLIN-V1-S122-SEG-122CA,semantic-child-of,O007-FREMLIN-V1-S122-SEG-122C,5,"{""basis"":""implicit printed clause topology"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S122-REL-006,O007-FREMLIN-V1-S122,O007-FREMLIN-V1-S122-SEG-122CB,semantic-child-of,O007-FREMLIN-V1-S122-SEG-122C,6,"{""basis"":""implicit printed clause topology"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S122-REL-007,O007-FREMLIN-V1-S122,O007-FREMLIN-V1-S122-SEG-122CC,semantic-child-of,O007-FREMLIN-V1-S122-SEG-122C,7,"{""basis"":""implicit printed clause topology"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S122-REL-008,O007-FREMLIN-V1-S122,O007-FREMLIN-V1-S122-SEG-122FA,semantic-child-of,O007-FREMLIN-V1-S122-SEG-122F,8,"{""basis"":""implicit printed clause topology"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S122-REL-009,O007-FREMLIN-V1-S122,O007-FREMLIN-V1-S122-SEG-122FB,semantic-child-of,O007-FREMLIN-V1-S122-SEG-122F,9,"{""basis"":""implicit printed clause topology"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
1.1.0,relation,O007-FREMLIN-V1-S122-REL-010,O007-FREMLIN-V1-S122,O007-FREMLIN-V1-S122-SEG-122FC,semantic-child-of,O007-FREMLIN-V1-S122-SEG-122F,10,"{""basis"":""implicit printed clause topology"",""kind"":""semantic-relation"",""source_resource_ids"":[""O007-RESOURCE-MT122-SOURCE""]}"
