schema_version,record_type,id,unit_id,segment_id,relation_type,object_id,order,source_anchor,target_reference,resolution_status,source_locator,provenance
1.1.0,xref,O007-FREMLIN-V2-S266-XREF-0001,O007-FREMLIN-V2-S266,O007-FREMLIN-V2-S266-SEG-266-INTRO,source-reference,O007-FREMLIN-V2-S266-SEG-266C,1,266-intro,266C,resolved-in-unit,authority/fremlin/source/mt2.2016/mt266.tex:11,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S266-XREF-0002,O007-FREMLIN-V2-S266,O007-FREMLIN-V2-S266-SEG-266-INTRO,source-reference,O007-FREMLIN-V2-S266-SEG-266A,2,266-intro,266A,resolved-in-unit,authority/fremlin/source/mt2.2016/mt266.tex:15,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S266-XREF-0003,O007-FREMLIN-V2-S266,O007-FREMLIN-V2-S266-SEG-266-INTRO,source-reference,O007-FREMLIN-V2-S266-SEG-266B,3,266-intro,266B,resolved-in-unit,authority/fremlin/source/mt2.2016/mt266.tex:15,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S266-XREF-0004,O007-FREMLIN-V2-S266,O007-FREMLIN-V2-S266-SEG-266A,source-reference,O007-FREMLIN-XREF-244E,4,266A,244E,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt266.tex:34,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S266-XREF-0005,O007-FREMLIN-V2-S266,O007-FREMLIN-V2-S266-SEG-266B,source-reference,O007-FREMLIN-XREF-261Da,5,266B,261Da,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt266.tex:73,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S266-XREF-0006,O007-FREMLIN-V2-S266,O007-FREMLIN-V2-S266-SEG-266B,source-reference,O007-FREMLIN-XREF-132Ee,6,266B,132Ee,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt266.tex:112,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S266-XREF-0007,O007-FREMLIN-V2-S266,O007-FREMLIN-V2-S266-SEG-266B,source-reference,O007-FREMLIN-XREF-261Db,7,266B,261Db,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt266.tex:112,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S266-XREF-0008,O007-FREMLIN-V2-S266,O007-FREMLIN-V2-S266-SEG-266C,source-reference,O007-FREMLIN-V2-S266-SEG-266A,8,266C,266A,resolved-in-unit,authority/fremlin/source/mt2.2016/mt266.tex:184,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S266-XREF-0009,O007-FREMLIN-V2-S266,O007-FREMLIN-V2-S266-SEG-266C,source-reference,O007-FREMLIN-XREF-134Fa,9,266C,134Fa,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt266.tex:234,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S266-XREF-0010,O007-FREMLIN-V2-S266,O007-FREMLIN-V2-S266-SEG-266C,source-reference,O007-FREMLIN-XREF-134Fb,10,266C,134Fb,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt266.tex:267,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
