schema_version,record_type,id,unit_id,subject_id,relation_type,object_id,order,provenance
1.1.0,relation,O007-FREMLIN-V2-S281-REL-0001,O007-FREMLIN-V2-S281,O007-FREMLIN-V2-S281-SEG-281-INTRO,precedes,O007-FREMLIN-V2-S281-SEG-281A,1,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S281-REL-0002,O007-FREMLIN-V2-S281,O007-FREMLIN-V2-S281-SEG-281A,precedes,O007-FREMLIN-V2-S281-SEG-281B,2,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S281-REL-0003,O007-FREMLIN-V2-S281,O007-FREMLIN-V2-S281-SEG-281B,precedes,O007-FREMLIN-V2-S281-SEG-281C,3,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S281-REL-0004,O007-FREMLIN-V2-S281,O007-FREMLIN-V2-S281-SEG-281C,precedes,O007-FREMLIN-V2-S281-SEG-281D,4,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S281-REL-0005,O007-FREMLIN-V2-S281,O007-FREMLIN-V2-S281-SEG-281D,precedes,O007-FREMLIN-V2-S281-SEG-281E,5,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S281-REL-0006,O007-FREMLIN-V2-S281,O007-FREMLIN-V2-S281-SEG-281E,precedes,O007-FREMLIN-V2-S281-SEG-281F,6,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S281-REL-0007,O007-FREMLIN-V2-S281,O007-FREMLIN-V2-S281-SEG-281F,precedes,O007-FREMLIN-V2-S281-SEG-281G,7,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S281-REL-0008,O007-FREMLIN-V2-S281,O007-FREMLIN-V2-S281-SEG-281G,precedes,O007-FREMLIN-V2-S281-SEG-281H,8,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S281-REL-0009,O007-FREMLIN-V2-S281,O007-FREMLIN-V2-S281-SEG-281H,precedes,O007-FREMLIN-V2-S281-SEG-281I,9,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S281-REL-0010,O007-FREMLIN-V2-S281,O007-FREMLIN-V2-S281-SEG-281I,precedes,O007-FREMLIN-V2-S281-SEG-281J,10,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S281-REL-0011,O007-FREMLIN-V2-S281,O007-FREMLIN-V2-S281-SEG-281J,precedes,O007-FREMLIN-V2-S281-SEG-281K,11,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S281-REL-0012,O007-FREMLIN-V2-S281,O007-FREMLIN-V2-S281-SEG-281K,precedes,O007-FREMLIN-V2-S281-SEG-281L,12,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S281-REL-0013,O007-FREMLIN-V2-S281,O007-FREMLIN-V2-S281-SEG-281L,precedes,O007-FREMLIN-V2-S281-SEG-281M,13,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S281-REL-0014,O007-FREMLIN-V2-S281,O007-FREMLIN-V2-S281-SEG-281M,precedes,O007-FREMLIN-V2-S281-SEG-281N,14,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S281-REL-0015,O007-FREMLIN-V2-S281,O007-FREMLIN-V2-S281-SEG-281N,precedes,O007-FREMLIN-V2-S281-SEG-281X,15,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S281-REL-0016,O007-FREMLIN-V2-S281,O007-FREMLIN-V2-S281-SEG-281X,precedes,O007-FREMLIN-V2-S281-SEG-281XA,16,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S281-REL-0017,O007-FREMLIN-V2-S281,O007-FREMLIN-V2-S281-SEG-281XA,precedes,O007-FREMLIN-V2-S281-SEG-281XB,17,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S281-REL-0018,O007-FREMLIN-V2-S281,O007-FREMLIN-V2-S281-SEG-281XB,precedes,O007-FREMLIN-V2-S281-SEG-281XC,18,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S281-REL-0019,O007-FREMLIN-V2-S281,O007-FREMLIN-V2-S281-SEG-281XC,precedes,O007-FREMLIN-V2-S281-SEG-281XD,19,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S281-REL-0020,O007-FREMLIN-V2-S281,O007-FREMLIN-V2-S281-SEG-281XD,precedes,O007-FREMLIN-V2-S281-SEG-281XE,20,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
1.1.0,relation,O007-FREMLIN-V2-S281-REL-0021,O007-FREMLIN-V2-S281,O007-FREMLIN-V2-S281-SEG-281XE,precedes,O007-FREMLIN-V2-S281-SEG-281XF,21,"{""basis"":""exact source order"",""kind"":""semantic-relation""}"
