schema_version,record_type,id,unit_id,rights_id,segment_id,order,source_anchor,target_anchor,source_line_start,target_line_start,source_char_start,source_char_end,target_char_start,target_char_end,source_raw_tex,target_raw_tex,source_raw_tex_sha256,target_raw_tex_sha256,normalized_symbolic_sha256,math_delimiter,source_normalized_sha256,target_normalized_sha256,provenance
1.1.0,formula,O007-FREMLIN-V2-S281-FORMULA-0001,O007-FREMLIN-V2-S281,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S281-SEG-281A,1,281A,281A,18,17,673,676,689,692,X,X,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,$,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S281-FORMULA-0002,O007-FREMLIN-V2-S281,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S281-SEG-281A,2,281A,281A,18,18,704,707,720,723,K,K,86be9a55762d316a3026c2836d044f5fc76e34da10e1b45feee5f18be7edb177,86be9a55762d316a3026c2836d044f5fc76e34da10e1b45feee5f18be7edb177,86be9a55762d316a3026c2836d044f5fc76e34da10e1b45feee5f18be7edb177,$,86be9a55762d316a3026c2836d044f5fc76e34da10e1b45feee5f18be7edb177,86be9a55762d316a3026c2836d044f5fc76e34da10e1b45feee5f18be7edb177,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S281-FORMULA-0003,O007-FREMLIN-V2-S281,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S281-SEG-281A,3,281A,281A,18,18,728,731,755,758,X,X,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,$,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S281-FORMULA-0004,O007-FREMLIN-V2-S281,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S281-SEG-281A,4,281A,281A,19,19,742,750,769,777,C_b(X),C_b(X),51a21686781ccad30b41f0b164bc9ffcd56da4f5f781ffd06f3b029e91d962a4,51a21686781ccad30b41f0b164bc9ffcd56da4f5f781ffd06f3b029e91d962a4,51a21686781ccad30b41f0b164bc9ffcd56da4f5f781ffd06f3b029e91d962a4,$,51a21686781ccad30b41f0b164bc9ffcd56da4f5f781ffd06f3b029e91d962a4,51a21686781ccad30b41f0b164bc9ffcd56da4f5f781ffd06f3b029e91d962a4,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S281-FORMULA-0005,O007-FREMLIN-V2-S281,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S281-SEG-281A,5,281A,281A,20,20,817,820,844,847,X,X,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,$,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,4b68ab3847feda7d6c62c1fbcbeebfa35eab7351ed5e78f4ddadea5df64b8015,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S281-FORMULA-0006,O007-FREMLIN-V2-S281,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S281-SEG-281A,6,281A,281A,20,20,830,838,858,866,C_b(X),C_b(X),51a21686781ccad30b41f0b164bc9ffcd56da4f5f781ffd06f3b029e91d962a4,51a21686781ccad30b41f0b164bc9ffcd56da4f5f781ffd06f3b029e91d962a4,51a21686781ccad30b41f0b164bc9ffcd56da4f5f781ffd06f3b029e91d962a4,$,51a21686781ccad30b41f0b164bc9ffcd56da4f5f781ffd06f3b029e91d962a4,51a21686781ccad30b41f0b164bc9ffcd56da4f5f781ffd06f3b029e91d962a4,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S281-FORMULA-0007,O007-FREMLIN-V2-S281,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S281-SEG-281A,7,281A,281A,20,20,862,870,892,900,\Bbb R,\Bbb R,f9d62b077eddf72778fc05527c5aa4d2352f16a46a94808294fdc2cb7e406580,f9d62b077eddf72778fc05527c5aa4d2352f16a46a94808294fdc2cb7e406580,22316cdc991b42844c0fcdb72f227b6d4c0e8457a736e325af2845b7b3df7f6c,$,22316cdc991b42844c0fcdb72f227b6d4c0e8457a736e325af2845b7b3df7f6c,22316cdc991b42844c0fcdb72f227b6d4c0e8457a736e325af2845b7b3df7f6c,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S281-FORMULA-0008,O007-FREMLIN-V2-S281,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S281-SEG-281A,8,281A,281A,21,21,877,896,911,930,A\subseteq C_b(X),A\subseteq C_b(X),abd369c93257dea4831af01eaced7d22ccc2667c7097a8c2cd2bfa50bf1e9885,abd369c93257dea4831af01eaced7d22ccc2667c7097a8c2cd2bfa50bf1e9885,ea177e182ec8ba249e23c5edd80797701f0a9ae85568ea0879d255a1dab8093e,$,ea177e182ec8ba249e23c5edd80797701f0a9ae85568ea0879d255a1dab8093e,ea177e182ec8ba249e23c5edd80797701f0a9ae85568ea0879d255a1dab8093e,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S281-FORMULA-0009,O007-FREMLIN-V2-S281,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S281-SEG-281A,9,281A,281A,23,23,925,928,965,968,A,A,559aead08264d5795d3909718cdd05abd49572e84fe55590eef31a88a08fdffd,559aead08264d5795d3909718cdd05abd49572e84fe55590eef31a88a08fdffd,559aead08264d5795d3909718cdd05abd49572e84fe55590eef31a88a08fdffd,$,559aead08264d5795d3909718cdd05abd49572e84fe55590eef31a88a08fdffd,559aead08264d5795d3909718cdd05abd49572e84fe55590eef31a88a08fdffd,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
1.1.0,formula,O007-FREMLIN-V2-S281-FORMULA-0010,O007-FREMLIN-V2-S281,O007-RIGHTS-FREMLIN-DSL,O007-FREMLIN-V2-S281-SEG-281A,10,281A,281A,23,23,953,961,997,1005,C_b(X),C_b(X),51a21686781ccad30b41f0b164bc9ffcd56da4f5f781ffd06f3b029e91d962a4,51a21686781ccad30b41f0b164bc9ffcd56da4f5f781ffd06f3b029e91d962a4,51a21686781ccad30b41f0b164bc9ffcd56da4f5f781ffd06f3b029e91d962a4,$,51a21686781ccad30b41f0b164bc9ffcd56da4f5f781ffd06f3b029e91d962a4,51a21686781ccad30b41f0b164bc9ffcd56da4f5f781ffd06f3b029e91d962a4,"{""basis"":""ordered source-target formula atom"",""kind"":""source-target-formula-map""}"
