schema_version,record_type,id,unit_id,segment_id,relation_type,object_id,order,source_anchor,target_reference,resolution_status,source_locator,provenance
1.1.0,xref,O007-FREMLIN-V2-S281-XREF-0001,O007-FREMLIN-V2-S281,O007-FREMLIN-V2-S281-SEG-281-INTRO,source-reference,O007-FREMLIN-V2-S281-SEG-281A,1,281-intro,281A,resolved-in-unit,authority/fremlin/source/mt2.2016/mt281.tex:13,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S281-XREF-0002,O007-FREMLIN-V2-S281,O007-FREMLIN-V2-S281-SEG-281-INTRO,source-reference,O007-FREMLIN-V2-S281-SEG-281E,2,281-intro,281E,resolved-in-unit,authority/fremlin/source/mt2.2016/mt281.tex:13,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S281-XREF-0003,O007-FREMLIN-V2-S281,O007-FREMLIN-V2-S281-SEG-281-INTRO,source-reference,O007-FREMLIN-V2-S281-SEG-281F,3,281-intro,281F,resolved-in-unit,authority/fremlin/source/mt2.2016/mt281.tex:13,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S281-XREF-0004,O007-FREMLIN-V2-S281,O007-FREMLIN-V2-S281-SEG-281-INTRO,source-reference,O007-FREMLIN-V2-S281-SEG-281G,4,281-intro,281G,resolved-in-unit,authority/fremlin/source/mt2.2016/mt281.tex:13,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S281-XREF-0005,O007-FREMLIN-V2-S281,O007-FREMLIN-V2-S281-SEG-281-INTRO,source-reference,O007-FREMLIN-V2-S281-SEG-281YA,5,281-intro,281Ya,resolved-in-unit,authority/fremlin/source/mt2.2016/mt281.tex:13,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S281-XREF-0006,O007-FREMLIN-V2-S281,O007-FREMLIN-V2-S281-SEG-281-INTRO,source-reference,O007-FREMLIN-V2-S281-SEG-281YD,6,281-intro,281Yd,resolved-in-unit,authority/fremlin/source/mt2.2016/mt281.tex:13,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S281-XREF-0007,O007-FREMLIN-V2-S281,O007-FREMLIN-V2-S281-SEG-281-INTRO,source-reference,O007-FREMLIN-V2-S281-SEG-281YG,7,281-intro,281Yg,resolved-in-unit,authority/fremlin/source/mt2.2016/mt281.tex:14,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S281-XREF-0008,O007-FREMLIN-V2-S281,O007-FREMLIN-V2-S281-SEG-281-INTRO,source-reference,O007-FREMLIN-V2-S281-SEG-281M,8,281-intro,281M,resolved-in-unit,authority/fremlin/source/mt2.2016/mt281.tex:15,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S281-XREF-0009,O007-FREMLIN-V2-S281,O007-FREMLIN-V2-S281-SEG-281-INTRO,source-reference,O007-FREMLIN-V2-S281-SEG-281N,9,281-intro,281N,resolved-in-unit,authority/fremlin/source/mt2.2016/mt281.tex:15,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S281-XREF-0010,O007-FREMLIN-V2-S281,O007-FREMLIN-V2-S281-SEG-281B,source-reference,O007-FREMLIN-XREF-243Xl,10,281B,243Xl,resolved-in-corpus,authority/fremlin/source/mt2.2016/mt281.tex:215,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S281-XREF-0011,O007-FREMLIN-V2-S281,O007-FREMLIN-V2-S281-SEG-281D,source-reference,O007-FREMLIN-V2-S281-SEG-281C,11,281D,281C,resolved-in-unit,authority/fremlin/source/mt2.2016/mt281.tex:366,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S281-XREF-0012,O007-FREMLIN-V2-S281,O007-FREMLIN-V2-S281-SEG-281E,source-reference,O007-FREMLIN-V2-S281-SEG-281B,12,281E,281B,resolved-in-unit,authority/fremlin/source/mt2.2016/mt281.tex:405,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S281-XREF-0013,O007-FREMLIN-V2-S281,O007-FREMLIN-V2-S281-SEG-281E,source-reference,O007-FREMLIN-V2-S281-SEG-281D,13,281E,281D,resolved-in-unit,authority/fremlin/source/mt2.2016/mt281.tex:405,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S281-XREF-0014,O007-FREMLIN-V2-S281,O007-FREMLIN-V2-S281-SEG-281E,source-reference,O007-FREMLIN-V2-S281-SEG-281A,14,281E,281A,resolved-in-unit,authority/fremlin/source/mt2.2016/mt281.tex:407,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S281-XREF-0015,O007-FREMLIN-V2-S281,O007-FREMLIN-V2-S281-SEG-281E,source-reference,O007-FREMLIN-V2-S281-SEG-281A,15,281E,281A,resolved-in-unit,authority/fremlin/source/mt2.2016/mt281.tex:414,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S281-XREF-0016,O007-FREMLIN-V2-S281,O007-FREMLIN-V2-S281-SEG-281E,source-reference,O007-FREMLIN-V2-S281-SEG-281A,16,281E,281A,resolved-in-unit,authority/fremlin/source/mt2.2016/mt281.tex:421,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S281-XREF-0017,O007-FREMLIN-V2-S281,O007-FREMLIN-V2-S281-SEG-281F,source-reference,O007-FREMLIN-V2-S281-SEG-281E,17,281F,281E,resolved-in-unit,authority/fremlin/source/mt2.2016/mt281.tex:443,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S281-XREF-0018,O007-FREMLIN-V2-S281,O007-FREMLIN-V2-S281-SEG-281G,source-reference,O007-FREMLIN-V2-S281-SEG-281E,18,281G,281E,resolved-in-unit,authority/fremlin/source/mt2.2016/mt281.tex:485,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S281-XREF-0019,O007-FREMLIN-V2-S281,O007-FREMLIN-V2-S281-SEG-281G,source-reference,O007-FREMLIN-V2-S281-SEG-281E,19,281G,281E,resolved-in-unit,authority/fremlin/source/mt2.2016/mt281.tex:503,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S281-XREF-0020,O007-FREMLIN-V2-S281,O007-FREMLIN-V2-S281-SEG-281G,source-reference,O007-FREMLIN-V2-S281-SEG-281F,20,281G,281F,resolved-in-unit,authority/fremlin/source/mt2.2016/mt281.tex:524,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S281-XREF-0021,O007-FREMLIN-V2-S281,O007-FREMLIN-V2-S281-SEG-281H,source-reference,O007-FREMLIN-V2-S281-SEG-281G,21,281H,281G,resolved-in-unit,authority/fremlin/source/mt2.2016/mt281.tex:591,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S281-XREF-0022,O007-FREMLIN-V2-S281,O007-FREMLIN-V2-S281-SEG-281I,source-reference,O007-FREMLIN-V2-S281-SEG-281G,22,281I,281G,resolved-in-unit,authority/fremlin/source/mt2.2016/mt281.tex:601,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S281-XREF-0023,O007-FREMLIN-V2-S281,O007-FREMLIN-V2-S281-SEG-281J,source-reference,O007-FREMLIN-V2-S281-SEG-281I,23,281J,281I,resolved-in-unit,authority/fremlin/source/mt2.2016/mt281.tex:622,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S281-XREF-0024,O007-FREMLIN-V2-S281,O007-FREMLIN-V2-S281-SEG-281K,source-reference,O007-FREMLIN-V2-S281-SEG-281G,24,281K,281G,resolved-in-unit,authority/fremlin/source/mt2.2016/mt281.tex:645,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
