schema_version,record_type,id,unit_id,segment_id,relation_type,object_id,order,source_anchor,target_reference,resolution_status,source_locator,provenance
1.1.0,xref,O007-FREMLIN-V2-S234-XREF-0001,O007-FREMLIN-V2-S234,O007-FREMLIN-V2-S234-SEG-234-INTRO,source-reference,O007-FREMLIN-V2-S234-SEG-234A,1,234-intro,234A,resolved-in-unit,authority/fremlin/source/mt2.2016/mt234.tex:14,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S234-XREF-0002,O007-FREMLIN-V2-S234,O007-FREMLIN-V2-S234-SEG-234-INTRO,source-reference,O007-FREMLIN-V2-S234-SEG-234B,2,234-intro,234B,resolved-in-unit,authority/fremlin/source/mt2.2016/mt234.tex:14,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S234-XREF-0003,O007-FREMLIN-V2-S234,O007-FREMLIN-V2-S234-SEG-234-INTRO,source-reference,O007-FREMLIN-V2-S234-SEG-234C,3,234-intro,234C,resolved-in-unit,authority/fremlin/source/mt2.2016/mt234.tex:16,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S234-XREF-0004,O007-FREMLIN-V2-S234,O007-FREMLIN-V2-S234-SEG-234-INTRO,source-reference,O007-FREMLIN-V2-S234-SEG-234E,4,234-intro,234E,resolved-in-unit,authority/fremlin/source/mt2.2016/mt234.tex:16,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S234-XREF-0005,O007-FREMLIN-V2-S234,O007-FREMLIN-V2-S234-SEG-234-INTRO,source-reference,O007-FREMLIN-V2-S234-SEG-234G,5,234-intro,234G,resolved-in-unit,authority/fremlin/source/mt2.2016/mt234.tex:17,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S234-XREF-0006,O007-FREMLIN-V2-S234,O007-FREMLIN-V2-S234-SEG-234-INTRO,source-reference,O007-FREMLIN-V2-S234-SEG-234H,6,234-intro,234H,resolved-in-unit,authority/fremlin/source/mt2.2016/mt234.tex:17,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S234-XREF-0007,O007-FREMLIN-V2-S234,O007-FREMLIN-V2-S234-SEG-234-INTRO,source-reference,O007-FREMLIN-V2-S234-SEG-234I,7,234-intro,234I,resolved-in-unit,authority/fremlin/source/mt2.2016/mt234.tex:18,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S234-XREF-0008,O007-FREMLIN-V2-S234,O007-FREMLIN-V2-S234-SEG-234-INTRO,source-reference,O007-FREMLIN-V2-S234-SEG-234O,8,234-intro,234O,resolved-in-unit,authority/fremlin/source/mt2.2016/mt234.tex:18,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S234-XREF-0009,O007-FREMLIN-V2-S234,O007-FREMLIN-V2-S234-SEG-234-INTRO,source-reference,O007-FREMLIN-V2-S234-SEG-234P,9,234-intro,234P,resolved-in-unit,authority/fremlin/source/mt2.2016/mt234.tex:20,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
1.1.0,xref,O007-FREMLIN-V2-S234-XREF-0010,O007-FREMLIN-V2-S234,O007-FREMLIN-V2-S234-SEG-234-INTRO,source-reference,O007-FREMLIN-V2-S234-SEG-234Q,10,234-intro,234Q,resolved-in-unit,authority/fremlin/source/mt2.2016/mt234.tex:20,"{""basis"":""active printed source reference retained as a typed edge"",""kind"":""source-cross-reference""}"
